representation,iso3,Country,m49_subregion,observed,M0star_cv_prediction,M1b_cv_prediction,M0star_abs_error,M1b_abs_error,M0star_unseen_levels,M1b_unseen_levels,abs_error_change
primary_total_co2,TGO,Togo,Western Africa,0.1941324419699687,0.20490523972115782,0.20509531089268773,0.010772797751189112,0.010962868922719027,0,0,0.00019007117152991526
primary_total_co2,TUN,Tunisia,Northern Africa,0.23748975158588337,0.2374339213477368,0.23733817737724064,5.583023814656474e-05,0.00015157420864272964,0,0,9.57439704961649e-05
primary_total_co2,UGA,Uganda,Eastern Africa,0.21147594840550732,0.21985657153646632,0.22037989142512843,0.008380623130958997,0.008903943019621108,0,0,0.0005233198886621104
primary_total_co2,ZMB,Zambia,Eastern Africa,0.17691283567770744,0.18066339430409573,0.1812597497554705,0.0037505586263882895,0.004346914077763053,0,0,0.0005963554513747638
primary_total_co2,ZWE,Zimbabwe,Eastern Africa,0.1535502891079796,0.1878164088912342,0.18855109739749143,0.034266119783254584,0.035000808289511826,0,0,0.0007346885062572417
primary_total_co2,AFG,Afghanistan,Southern Asia,0.24733117695547363,0.1897249881037154,0.18762676478156992,0.05760618885175822,0.05970441217390371,0,0,0.002098223322145487
primary_total_co2,ARM,Armenia,Western Asia,0.18833773750931812,0.17035955396425417,0.17024970461219952,0.017978183545063947,0.018088032897118606,0,0,0.0001098493520546584
primary_total_co2,AZE,Azerbaijan,Western Asia,0.19504824967387935,0.1732532811192064,0.17328118497146203,0.021794968554672944,0.02176706470241732,0,0,-2.7903852255622974e-05
primary_total_co2,BGD,Bangladesh,Southern Asia,0.11108862004719486,0.16143666455239303,0.16162136621512718,0.05034804450519817,0.050532746167932324,0,0,0.00018470166273415467
primary_total_co2,MMR,Burma,South-eastern Asia,0.10898678984933867,0.1768805529471426,0.17732198612022568,0.06789376309780394,0.06833519627088701,0,0,0.00044143317308306673
primary_total_co2,KHM,Cambodia,South-eastern Asia,0.12397652977439673,0.15662636202022873,0.1567074361665661,0.032649832245832,0.03273090639216937,0,0,8.10741463373732e-05
primary_total_co2,CHN,China,Eastern Asia,0.18801127254816274,0.1854172887700373,0.18662021053427785,0.002593983778125447,0.0013910620138848917,0,0,-0.0012029217642405554
primary_total_co2,GEO,Georgia,Western Asia,0.17014653222140888,0.16957362707163331,0.1696679351359298,0.0005729051497755655,0.0004785970854790933,0,0,-9.43080642964722e-05
primary_total_co2,IND,India,Southern Asia,0.12279874845556998,0.1825728363431402,0.18234385141081438,0.059774087887570215,0.0595451029552444,0,0,-0.0002289849323258153
primary_total_co2,IDN,Indonesia,South-eastern Asia,0.1365994643114788,0.08472933213652636,0.08413826922004466,0.05187013217495243,0.052461195091434126,0,0,0.0005910629164816994
primary_total_co2,IRN,Iran,Southern Asia,0.25326598928356275,0.15731367545479008,0.15822630091093082,0.09595231382877267,0.09503968837263194,0,0,-0.0009126254561407365
primary_total_co2,IRQ,Iraq,Western Asia,0.1763349119758569,0.1667525866066234,0.1731507009267595,0.009582325369233508,0.003184211049097413,0,0,-0.006398114320136095
primary_total_co2,ISR,Israel,Western Asia,0.1289730259690734,0.20045413770401876,0.20100249833339479,0.07148111173494537,0.07202947236432139,0,0,0.0005483606293760213
primary_total_co2,JPN,Japan,Eastern Asia,0.13484212055215955,0.12920758816507655,0.12994830030599666,0.005634532387083002,0.004893820246162889,0,0,-0.0007407121409201134
primary_total_co2,JOR,Jordan,Western Asia,0.1241622692023015,0.14973969285589,0.16212011706708973,0.025577423653588505,0.03795784786478823,0,0,0.012380424211199725
primary_total_co2,KAZ,Kazakhstan,Central Asia,0.2607179280248597,0.1835518088019747,0.1717597854489742,0.07716611922288502,0.08895814257588552,0,0,0.011792023353000503
primary_total_co2,LAO,Laos,South-eastern Asia,0.11990552917453423,0.1669581438616493,0.16704979845298432,0.04705261468711508,0.047144269278450085,0,0,9.165459133500531e-05
primary_total_co2,LBN,Lebanon,Western Asia,0.13240721718298015,0.16203427374276763,0.16375535751208578,0.02962705655978748,0.03134814032910563,0,0,0.001721083769318149
primary_total_co2,MYS,Malaysia,South-eastern Asia,0.14354714353630665,0.13984964940859626,0.14062855690651946,0.0036974941277103934,0.0029185866297871954,0,0,-0.000778907497923198
primary_total_co2,MNG,Mongolia,Eastern Asia,0.273292065382825,0.23284593035884546,0.23177989834509652,0.04044613502397956,0.041512167037728503,0,0,0.001066032013748941
primary_total_co2,NPL,Nepal,Southern Asia,0.12394103933918027,0.15222704563909764,0.15238549094675397,0.02828600629991737,0.028444451607573695,0,0,0.00015844530765632414
primary_total_co2,OMN,Oman,Western Asia,0.2034660332775613,0.14771171772120062,0.13702901544145216,0.05575431555636068,0.06643701783610914,0,0,0.010682702279748463
primary_total_co2,PAK,Pakistan,Southern Asia,0.1799496198587603,0.17771177404611999,0.17783729184786617,0.0022378458126403045,0.0021123280108941156,0,0,-0.00012551780174618887
primary_total_co2,PHL,Philippines,South-eastern Asia,0.16029540562197608,0.1204642783746577,0.12051178628261519,0.03983112724731838,0.03978361933936089,0,0,-4.750790795748916e-05
primary_total_co2,QAT,Qatar,Western Asia,0.2314787860422459,0.17311790332993607,0.16535186959700746,0.058360882712309825,0.06612691644523844,0,0,0.007766033732928612
primary_total_co2,SAU,Saudi Arabia,Western Asia,0.1912885606557455,0.18214799729167125,0.18452972565476145,0.009140563364074261,0.006758835000984065,0,0,-0.0023817283630901964
primary_total_co2,KOR,South Korea,Eastern Asia,0.14512934007189218,0.19991184837319725,0.20104854247573037,0.05478250830130507,0.055919202403838186,0,0,0.0011366941025331145
primary_total_co2,LKA,Sri Lanka,Southern Asia,0.13450142935863102,0.13860361502211183,0.1386251531962176,0.004102185663480806,0.004123723837586579,0,0,2.1538174105772967e-05
primary_total_co2,SYR,Syria,Western Asia,0.14323534954112288,0.21430482271172563,0.21362556362189183,0.07106947317060275,0.07039021408076895,0,0,-0.0006792590898337947
primary_total_co2,TWN,Taiwan,Eastern Asia,0.13706412122195852,0.1451448011604917,0.14528706928976315,0.008080679938533175,0.00822294806780463,0,0,0.0001422681292714556
primary_total_co2,TJK,Tajikistan,Central Asia,0.233975502099763,0.20376282373349153,0.20334389926313087,0.030212678366271478,0.030631602836632132,0,0,0.0004189244703606543
primary_total_co2,THA,Thailand,South-eastern Asia,0.11983102194091183,0.16213029411083202,0.1623156340085396,0.04229927216992019,0.04248461206762777,0,0,0.00018533989770758152
primary_total_co2,TUR,Turkey,Western Asia,0.1419623303023036,0.15622326028829803,0.1542703034891344,0.01426092998599443,0.0123079731868308,0,0,-0.0019529567991636299
primary_total_co2,TKM,Turkmenistan,Central Asia,0.2752870410187589,0.1872663685180168,0.18658451541203924,0.08802067250074208,0.08870252560671965,0,0,0.0006818531059775701
primary_total_co2,ARE,United Arab Emirates,Western Asia,0.2248308233871666,0.1636245143346362,0.1538404251108459,0.06120630905253038,0.0709903982763207,0,0,0.009784089223790315
primary_total_co2,UZB,Uzbekistan,Central Asia,0.27739224194989204,0.20934363279782758,0.2074925584960604,0.06804860915206445,0.06989968345383163,0,0,0.001851074301767175
primary_total_co2,VNM,Vietnam,South-eastern Asia,0.122632583177362,0.15883917590787675,0.15924372891541966,0.03620659273051474,0.036611145738057654,0,0,0.0004045530075429127
primary_total_co2,YEM,Yemen,Western Asia,0.20150002766065422,0.1528229913698501,0.1510684142521648,0.04867703629080414,0.05043161340848942,0,0,0.0017545771176852853
primary_total_co2,ALB,Albania,Southern Europe,0.15748303087977816,0.14280728559731246,0.14269003329306845,0.014675745282465708,0.01479299758670971,0,0,0.00011725230424400324
primary_total_co2,AUT,Austria,Western Europe,0.21029967713303166,0.21833416369281403,0.2181251185191886,0.008034486559782367,0.007825441386156928,0,0,-0.0002090451736254384
primary_total_co2,BLR,Belarus,Eastern Europe,0.21395039394228654,0.21267798118871614,0.2128036001860273,0.001272412753570401,0.0011467937562592567,0,0,-0.00012561899731114434
primary_total_co2,BEL,Belgium,Western Europe,0.1951636806716645,0.17209711009210016,0.1721604784173556,0.02306657057956435,0.023003202254308908,0,0,-6.336832525544178e-05
primary_total_co2,BIH,Bosnia And Herzegovina,Southern Europe,0.18440933101350881,0.18743815381749276,0.18788602689346623,0.0030288228039839493,0.0034766958799574144,0,0,0.00044787307597346504
primary_total_co2,BGR,Bulgaria,Eastern Europe,0.16411393376308978,0.21041847531213914,0.2115683055979511,0.046304541549049366,0.047454371834861314,0,0,0.001149830285811948
primary_total_co2,HRV,Croatia,Southern Europe,0.18952185187085302,0.20488854185423494,0.2051256893018622,0.01536668998338192,0.015603837431009182,0,0,0.0002371474476272617
primary_total_co2,CYP,Cyprus,Western Asia,0.14075176149640625,0.1601663569693725,0.16532316454145501,0.019414595472966256,0.024571403045048762,0,0,0.005156807572082506
primary_total_co2,CZE,Czech Republic,Eastern Europe,0.19293606527047014,0.22136393373804847,0.22150739376022655,0.028427868467578332,0.02857132848975641,0,0,0.00014346002217807685
primary_total_co2,DNK,Denmark,Northern Europe,0.1919403849228464,0.18091772743483914,0.18099407537803575,0.011022657488007265,0.010946309544810656,0,0,-7.634794319660854e-05
primary_total_co2,EST,Estonia,Northern Europe,0.25938076329685683,0.20236097974960449,0.20235743054494942,0.057019783547252345,0.05702333275190741,0,0,3.5492046550622547e-06
primary_total_co2,FIN,Finland,Northern Europe,0.2349856997144576,0.19799021373700276,0.19798953472677341,0.036995485977454834,0.03699616498768418,0,0,6.790102293485756e-07
primary_total_co2,FRA,France,Western Europe,0.1916777527720347,0.17514642664108532,0.17620269026450824,0.016531326130949375,0.01547506250752645,0,0,-0.0010562636234229261
primary_total_co2,DEU,Germany,Western Europe,0.19552600658812053,0.1767090270003484,0.17653717119169118,0.01881697958777212,0.018988835396429343,0,0,0.00017185580865722305
primary_total_co2,GRC,Greece,Southern Europe,0.14163851313814882,0.17131841978785134,0.17220019597531647,0.02967990664970252,0.030561682837167647,0,0,0.0008817761874651275
primary_total_co2,HUN,Hungary,Eastern Europe,0.18683465599109378,0.23637762470464135,0.2381010125414188,0.049542968713547575,0.05126635655032502,0,0,0.0017233878367774458
primary_total_co2,ISL,Iceland,Northern Europe,0.12736783367802937,0.2136271598820085,0.2138460751133269,0.08625932620397914,0.08647824143529753,1,1,0.00021891523131839508
primary_total_co2,IRL,Ireland,Northern Europe,0.1678618971108085,0.18834391911475276,0.1892514190422105,0.02048202200394425,0.021389521931401978,0,0,0.0009074999274577278
primary_total_co2,ITA,Italy,Southern Europe,0.1823289325414157,0.1671566154445983,0.16692685164023238,0.015172317096817378,0.015402080901183307,0,0,0.00022976380436592891
primary_total_co2,LVA,Latvia,Northern Europe,0.2466163184774826,0.19581490543103588,0.19581995433874227,0.050801413046446725,0.050796364138740335,0,0,-5.048907706389771e-06
primary_total_co2,LTU,Lithuania,Northern Europe,0.22162226701877433,0.19585592058018836,0.1958587175643246,0.02576634643858597,0.025763549454449725,0,0,-2.796984136244074e-06
primary_total_co2,MKD,Macedonia,Southern Europe,0.16410994630244113,0.17575141532747215,0.17629617656103813,0.01164146902503102,0.012186230258596997,0,0,0.0005447612335659768
primary_total_co2,MDA,Moldova,Eastern Europe,0.15544942684686172,0.19639061955913295,0.1978308848528349,0.04094119271227123,0.04238145800597318,0,0,0.0014402652937019478
primary_total_co2,MNE,Montenegro,Southern Europe,0.1643666862725019,0.17265293552167568,0.17281423202557197,0.008286249249173788,0.00844754575307008,0,0,0.00016129650389629102
primary_total_co2,NLD,Netherlands,Western Europe,0.18877545734026732,0.151347586682423,0.15133397882771848,0.03742787065784431,0.03744147851254884,0,0,1.3607854704528188e-05
primary_total_co2,NOR,Norway,Northern Europe,0.20191951273050374,0.20726471017258746,0.20751469783764231,0.005345197442083727,0.005595185107138578,0,0,0.0002499876650548516
primary_total_co2,POL,Poland,Eastern Europe,0.18403612522932167,0.20864790917108444,0.2090674468324937,0.024611783941762777,0.025031321603172035,0,0,0.0004195376614092583
primary_total_co2,PRT,Portugal,Southern Europe,0.1846817946752158,0.16015597780110227,0.16009541922981566,0.024525816874113537,0.024586375445400155,0,0,6.055857128661746e-05
primary_total_co2,ROU,Romania,Eastern Europe,0.1626491375716469,0.22645584055005313,0.22806959057644338,0.06380670297840624,0.06542045300479649,0,0,0.0016137500263902482
primary_total_co2,RUS,Russia,Eastern Europe,0.262173281711931,0.23041417864896926,0.22938639728091675,0.03175910306296173,0.03278688443101424,0,0,0.0010277813680525105
primary_total_co2,SRB,Serbia,Southern Europe,0.1777828851474587,0.20442347620757434,0.2062879894860778,0.026640591060115626,0.02850510433861908,0,0,0.0018645132785034546
