representation,model,iso3,column,group,value
per_capita,M0star,NGA,abs_latitude,geography,8.044835164835165
per_capita,M0star,RWA,abs_latitude,geography,2.41
per_capita,M0star,SEN,abs_latitude,geography,14.665
per_capita,M0star,SLE,abs_latitude,geography,8.84
per_capita,M0star,SOM,abs_latitude,geography,4.66
per_capita,M0star,ZAF,abs_latitude,geography,28.1294
per_capita,M0star,SDN,abs_latitude,geography,12.053999999999998
per_capita,M0star,SWZ,abs_latitude,geography,26.52
per_capita,M0star,TZA,abs_latitude,geography,5.726875
per_capita,M0star,TGO,abs_latitude,geography,8.035
per_capita,M0star,TUN,abs_latitude,geography,35.525999999999996
per_capita,M0star,UGA,abs_latitude,geography,1.8733333333333333
per_capita,M0star,ZMB,abs_latitude,geography,13.86
per_capita,M0star,ZWE,abs_latitude,geography,18.94
per_capita,M0star,AFG,abs_latitude,geography,34.158750000000005
per_capita,M0star,ARM,abs_latitude,geography,40.99
per_capita,M0star,AZE,abs_latitude,geography,40.99
per_capita,M0star,BGD,abs_latitude,geography,24.072105263157894
per_capita,M0star,MMR,abs_latitude,geography,18.803
per_capita,M0star,KHM,abs_latitude,geography,12.05
per_capita,M0star,CHN,abs_latitude,geography,33.82457894736842
per_capita,M0star,GEO,abs_latitude,geography,40.99
per_capita,M0star,IND,abs_latitude,geography,22.25485933503836
per_capita,M0star,IDN,abs_latitude,geography,5.857724137931035
per_capita,M0star,IRN,abs_latitude,geography,34.34257575757576
per_capita,M0star,IRQ,abs_latitude,geography,35.365
per_capita,M0star,ISR,abs_latitude,geography,32.06111111111111
per_capita,M0star,JPN,abs_latitude,geography,35.745828571428575
per_capita,M0star,JOR,abs_latitude,geography,32.95
per_capita,M0star,KAZ,abs_latitude,geography,48.915333333333336
per_capita,M0star,LAO,abs_latitude,geography,18.48
per_capita,M0star,LBN,abs_latitude,geography,34.02333333333333
per_capita,M0star,MYS,abs_latitude,geography,3.6174999999999997
per_capita,M0star,MNG,abs_latitude,geography,47.42
per_capita,M0star,NPL,abs_latitude,geography,27.439999999999998
per_capita,M0star,OMN,abs_latitude,geography,16.87
per_capita,M0star,PAK,abs_latitude,geography,30.52915254237288
per_capita,M0star,PHL,abs_latitude,geography,12.598307692307692
per_capita,M0star,QAT,abs_latitude,geography,24.92
per_capita,M0star,SAU,abs_latitude,geography,22.617142857142856
per_capita,M0star,KOR,abs_latitude,geography,37.78
per_capita,M0star,LKA,abs_latitude,geography,7.7666666666666675
per_capita,M0star,SYR,abs_latitude,geography,34.56
per_capita,M0star,TWN,abs_latitude,geography,24.490666666666666
per_capita,M0star,TJK,abs_latitude,geography,40.185
per_capita,M0star,THA,abs_latitude,geography,13.88904761904762
per_capita,M0star,TUR,abs_latitude,geography,38.91117647058824
per_capita,M0star,TKM,abs_latitude,geography,39.38333333333333
per_capita,M0star,ARE,abs_latitude,geography,24.92
per_capita,M0star,UZB,abs_latitude,geography,40.386250000000004
per_capita,M0star,VNM,abs_latitude,geography,14.572666666666667
per_capita,M0star,YEM,abs_latitude,geography,13.66
per_capita,M0star,ALB,abs_latitude,geography,40.99
per_capita,M0star,AUT,abs_latitude,geography,48.064
per_capita,M0star,BLR,abs_latitude,geography,52.84
per_capita,M0star,BEL,abs_latitude,geography,50.63
per_capita,M0star,BIH,abs_latitude,geography,43.878
per_capita,M0star,BGR,abs_latitude,geography,43.050000000000004
per_capita,M0star,HRV,abs_latitude,geography,45.27333333333333
per_capita,M0star,CYP,abs_latitude,geography,34.56
per_capita,M0star,CZE,abs_latitude,geography,49.99
per_capita,M0star,DNK,abs_latitude,geography,56.25
per_capita,M0star,EST,abs_latitude,geography,58.66
per_capita,M0star,FIN,abs_latitude,geography,61.556000000000004
per_capita,M0star,FRA,abs_latitude,geography,46.79361111111112
per_capita,M0star,DEU,abs_latitude,geography,50.89012345679013
per_capita,M0star,GRC,abs_latitude,geography,38.00714285714286
per_capita,M0star,HUN,abs_latitude,geography,47.062222222222225
per_capita,M0star,ISL,abs_latitude,geography,65.09
per_capita,M0star,IRL,abs_latitude,geography,53.040000000000006
per_capita,M0star,ITA,abs_latitude,geography,43.01619047619048
per_capita,M0star,LVA,abs_latitude,geography,56.25
per_capita,M0star,LTU,abs_latitude,geography,55.45
per_capita,M0star,MKD,abs_latitude,geography,42.59
per_capita,M0star,MDA,abs_latitude,geography,47.419999999999995
per_capita,M0star,MNE,abs_latitude,geography,42.59
per_capita,M0star,NLD,abs_latitude,geography,52.239583333333336
per_capita,M0star,NOR,abs_latitude,geography,60.6725
per_capita,M0star,POL,abs_latitude,geography,51.64473684210526
per_capita,M0star,PRT,abs_latitude,geography,40.07
per_capita,M0star,ROU,abs_latitude,geography,46.00320000000001
per_capita,M0star,RUS,abs_latitude,geography,53.74948717948718
per_capita,M0star,SRB,abs_latitude,geography,43.663333333333334
per_capita,M0star,SVK,abs_latitude,geography,48.225
per_capita,M0star,SVN,abs_latitude,geography,45.81
per_capita,M0star,ESP,abs_latitude,geography,39.671200000000006
per_capita,M0star,SWE,abs_latitude,geography,58.662
per_capita,M0star,CHE,abs_latitude,geography,46.775999999999996
per_capita,M0star,UKR,abs_latitude,geography,48.826249999999995
per_capita,M0star,GBR,abs_latitude,geography,52.80411764705883
per_capita,M0star,BHS,abs_latitude,geography,24.92
per_capita,M0star,CAN,abs_latitude,geography,46.77360000000001
per_capita,M0star,CRI,abs_latitude,geography,10.45
per_capita,M0star,CUB,abs_latitude,geography,21.125
per_capita,M0star,DOM,abs_latitude,geography,19.016666666666666
per_capita,M0star,SLV,abs_latitude,geography,13.660000000000002
per_capita,M0star,GTM,abs_latitude,geography,15.270000000000001
per_capita,M0star,HTI,abs_latitude,geography,18.802
per_capita,M0star,HND,abs_latitude,geography,14.947999999999999
per_capita,M0star,JAM,abs_latitude,geography,18.48
per_capita,M0star,MEX,abs_latitude,geography,22.14556701030928
per_capita,M0star,NIC,abs_latitude,geography,12.05
per_capita,M0star,PAN,abs_latitude,geography,8.84
per_capita,M0star,USA,abs_latitude,geography,36.592217898832686
per_capita,M0star,AUS,abs_latitude,geography,32.14857142857143
per_capita,M0star,NZL,abs_latitude,geography,39.562222222222225
per_capita,M0star,PNG,abs_latitude,geography,8.84
per_capita,M0star,ARG,abs_latitude,geography,32.450625
per_capita,M0star,BOL,abs_latitude,geography,18.748333333333335
per_capita,M0star,BRA,abs_latitude,geography,19.28931818181818
per_capita,M0star,CHL,abs_latitude,geography,33.42125
per_capita,M0star,COL,abs_latitude,geography,6.203846153846153
per_capita,M0star,ECU,abs_latitude,geography,1.790769230769231
per_capita,M0star,PRY,abs_latitude,geography,24.92
per_capita,M0star,PER,abs_latitude,geography,10.519545454545455
per_capita,M0star,SUR,abs_latitude,geography,5.63
per_capita,M0star,URY,abs_latitude,geography,32.955
per_capita,M0star,VEN,abs_latitude,geography,10.087250000000001
per_capita,M0star,DZA,elevation,geography,314.5950439453125
per_capita,M0star,AGO,elevation,geography,447.00633748372394
per_capita,M0star,BEN,elevation,geography,170.6803414026896
per_capita,M0star,BWA,elevation,geography,1113.0069580078125
per_capita,M0star,BFA,elevation,geography,328.78623962402344
per_capita,M0star,BDI,elevation,geography,1952.42529296875
per_capita,M0star,CMR,elevation,geography,373.34877624511716
per_capita,M0star,CAF,elevation,geography,362.7322998046875
per_capita,M0star,TCD,elevation,geography,398.74542236328125
per_capita,M0star,COG,elevation,geography,392.1075134277344
per_capita,M0star,COD,elevation,geography,740.5418668000594
per_capita,M0star,CIV,elevation,geography,145.13958637530988
per_capita,M0star,DJI,elevation,geography,955.0897827148438
per_capita,M0star,EGY,elevation,geography,153.40576180345133
per_capita,M0star,GNQ,elevation,geography,173.23263549804688
per_capita,M0star,ERI,elevation,geography,1375.2100830078125
per_capita,M0star,ETH,elevation,geography,1702.080790201823
per_capita,M0star,GAB,elevation,geography,-640.96875
per_capita,M0star,GHA,elevation,geography,63.10153892305162
per_capita,M0star,GIN,elevation,geography,285.3084411621094
per_capita,M0star,GNB,elevation,geography,18.24833106994629
per_capita,M0star,KEN,elevation,geography,1525.0360488891602
per_capita,M0star,LSO,elevation,geography,1859.45947265625
per_capita,M0star,LBR,elevation,geography,250.87191772460938
per_capita,M0star,LBY,elevation,geography,-125.94530410766602
per_capita,M0star,MDG,elevation,geography,-329.610299428304
per_capita,M0star,MWI,elevation,geography,1041.6434326171875
per_capita,M0star,MLI,elevation,geography,325.3349304199219
per_capita,M0star,MRT,elevation,geography,16.04151153564453
per_capita,M0star,MAR,elevation,geography,498.75402641296387
per_capita,M0star,MOZ,elevation,geography,119.55623495578766
per_capita,M0star,NAM,elevation,geography,1778.283447265625
per_capita,M0star,NER,elevation,geography,363.1866963704427
per_capita,M0star,NGA,elevation,geography,194.73254671201602
per_capita,M0star,RWA,elevation,geography,1644.7860107421875
per_capita,M0star,SEN,elevation,geography,-287.7956578731537
per_capita,M0star,SLE,elevation,geography,216.62176513671875
per_capita,M0star,SOM,elevation,geography,34.74064483642578
per_capita,M0star,ZAF,elevation,geography,1144.452760925293
per_capita,M0star,SDN,elevation,geography,447.6297546386719
per_capita,M0star,SWZ,elevation,geography,58.5894775390625
per_capita,M0star,TZA,elevation,geography,890.7327861785889
per_capita,M0star,TGO,elevation,geography,333.53379821777344
per_capita,M0star,TUN,elevation,geography,260.5694213867188
per_capita,M0star,UGA,elevation,geography,1101.8234049479167
per_capita,M0star,ZMB,elevation,geography,1189.5065307617188
per_capita,M0star,ZWE,elevation,geography,1307.260498046875
per_capita,M0star,AFG,elevation,geography,1700.4435272216797
per_capita,M0star,ARM,elevation,geography,1651.8125
per_capita,M0star,AZE,elevation,geography,715.4375
per_capita,M0star,BGD,elevation,geography,10.800667110242342
per_capita,M0star,MMR,elevation,geography,209.8380369782448
per_capita,M0star,KHM,elevation,geography,17.38812828063965
per_capita,M0star,CHN,elevation,geography,452.5437363197929
per_capita,M0star,GEO,elevation,geography,1651.8125
per_capita,M0star,IND,elevation,geography,241.7615375030986
per_capita,M0star,IDN,elevation,geography,119.2868159606539
per_capita,M0star,IRN,elevation,geography,1447.170124689738
per_capita,M0star,IRQ,elevation,geography,289.8549337387085
per_capita,M0star,ISR,elevation,geography,476.33343505859375
per_capita,M0star,JPN,elevation,geography,168.62458624703544
per_capita,M0star,JOR,elevation,geography,941.8968505859375
per_capita,M0star,KAZ,elevation,geography,484.8650632222494
per_capita,M0star,LAO,elevation,geography,466.8389892578125
per_capita,M0star,LBN,elevation,geography,-872.9927164713541
per_capita,M0star,MYS,elevation,geography,61.488870069384575
per_capita,M0star,MNG,elevation,geography,1629.556640625
per_capita,M0star,NPL,elevation,geography,572.1913659232004
per_capita,M0star,OMN,elevation,geography,809.6633911132812
per_capita,M0star,PAK,elevation,geography,270.0815026881331
per_capita,M0star,PHL,elevation,geography,-299.69309522188627
per_capita,M0star,QAT,elevation,geography,12.518510818481445
per_capita,M0star,SAU,elevation,geography,1105.9072004045759
per_capita,M0star,KOR,elevation,geography,3.9714112281799316
per_capita,M0star,LKA,elevation,geography,-320.5574188232422
per_capita,M0star,SYR,elevation,geography,177.92982700892858
per_capita,M0star,TWN,elevation,geography,-341.6999688545863
per_capita,M0star,TJK,elevation,geography,1916.3934326171875
per_capita,M0star,THA,elevation,geography,147.38663546244302
per_capita,M0star,TUR,elevation,geography,758.0135866052964
per_capita,M0star,TKM,elevation,geography,175.64475758870444
per_capita,M0star,ARE,elevation,geography,7.874352931976318
per_capita,M0star,UZB,elevation,geography,816.1821012496948
per_capita,M0star,VNM,elevation,geography,290.3942291418711
per_capita,M0star,YEM,elevation,geography,1076.9956665039062
per_capita,M0star,ALB,elevation,geography,-91.5625
per_capita,M0star,AUT,elevation,geography,997.8897521972656
per_capita,M0star,BLR,elevation,geography,149.20576190948486
per_capita,M0star,BEL,elevation,geography,115.06332070486886
per_capita,M0star,BIH,elevation,geography,304.62919921875
per_capita,M0star,BGR,elevation,geography,180.59325081961495
per_capita,M0star,HRV,elevation,geography,269.5243784586589
per_capita,M0star,CYP,elevation,geography,-110.875
per_capita,M0star,CZE,elevation,geography,264.7006469726563
per_capita,M0star,DNK,elevation,geography,14.889735221862793
per_capita,M0star,EST,elevation,geography,29.868961334228516
per_capita,M0star,FIN,elevation,geography,19.03453540802002
per_capita,M0star,FRA,elevation,geography,122.23891422483656
per_capita,M0star,DEU,elevation,geography,311.64766118850235
per_capita,M0star,GRC,elevation,geography,-92.69817434038434
per_capita,M0star,HUN,elevation,geography,141.55999077690973
per_capita,M0star,ISL,elevation,geography,171.58587646484375
per_capita,M0star,IRL,elevation,geography,229.5601806640625
per_capita,M0star,ITA,elevation,geography,393.7182623545329
per_capita,M0star,LVA,elevation,geography,139.87512969970703
per_capita,M0star,LTU,elevation,geography,100.8182861328125
per_capita,M0star,MKD,elevation,geography,1106.3851318359375
per_capita,M0star,MDA,elevation,geography,155.33504740397134
per_capita,M0star,MNE,elevation,geography,1227.2928466796875
per_capita,M0star,NLD,elevation,geography,28.77057038868467
per_capita,M0star,NOR,elevation,geography,536.0525588989258
per_capita,M0star,POL,elevation,geography,230.46440777025725
per_capita,M0star,PRT,elevation,geography,173.78685869489397
per_capita,M0star,ROU,elevation,geography,379.83351135253906
per_capita,M0star,RUS,elevation,geography,224.93065158860423
per_capita,M0star,SRB,elevation,geography,669.6914189656576
per_capita,M0star,SVK,elevation,geography,205.38938903808594
per_capita,M0star,SVN,elevation,geography,358.90411376953125
per_capita,M0star,ESP,elevation,geography,31.531451950073244
per_capita,M0star,SWE,elevation,geography,29.949632263183595
per_capita,M0star,CHE,elevation,geography,349.16029052734376
per_capita,M0star,UKR,elevation,geography,132.7877142826716
per_capita,M0star,GBR,elevation,geography,102.5040927213781
per_capita,M0star,BHS,elevation,geography,1.6355916261672974
per_capita,M0star,CAN,elevation,geography,361.9892102050781
per_capita,M0star,CRI,elevation,geography,147.4757843017578
per_capita,M0star,CUB,elevation,geography,-601.6696684019906
per_capita,M0star,DOM,elevation,geography,-1174.1369934082031
per_capita,M0star,SLV,elevation,geography,53.99977111816406
per_capita,M0star,GTM,elevation,geography,1338.172607421875
per_capita,M0star,HTI,elevation,geography,-314.93158264160155
per_capita,M0star,HND,elevation,geography,510.82997436523436
per_capita,M0star,JAM,elevation,geography,-1527.6361592610676
per_capita,M0star,MEX,elevation,geography,1081.4254860116034
per_capita,M0star,NIC,elevation,geography,110.783447265625
per_capita,M0star,PAN,elevation,geography,136.88180541992188
per_capita,M0star,USA,elevation,geography,360.4095271300481
per_capita,M0star,AUS,elevation,geography,-465.4354716709682
per_capita,M0star,NZL,elevation,geography,-5.283027860853407
per_capita,M0star,PNG,elevation,geography,39.91184997558594
per_capita,M0star,ARG,elevation,geography,467.42525082826614
per_capita,M0star,BOL,elevation,geography,3352.897745768229
per_capita,M0star,BRA,elevation,geography,417.889818778905
per_capita,M0star,CHL,elevation,geography,357.4125075340271
per_capita,M0star,COL,elevation,geography,933.2442020514072
per_capita,M0star,ECU,elevation,geography,638.521503008329
per_capita,M0star,PRY,elevation,geography,78.58065338134766
per_capita,M0star,PER,elevation,geography,1406.251771981066
per_capita,M0star,SUR,elevation,geography,5.543477535247803
per_capita,M0star,URY,elevation,geography,36.999884843826294
per_capita,M0star,VEN,elevation,geography,218.3050817489624
per_capita,M0star,DZA,continentality,geography,148.41535189827113
per_capita,M0star,AGO,continentality,geography,160.7492019566083
per_capita,M0star,BEN,continentality,geography,259.15676787430976
per_capita,M0star,BWA,continentality,geography,607.1320549029783
per_capita,M0star,BFA,continentality,geography,663.8004651185327
per_capita,M0star,BDI,continentality,geography,1019.9677893297082
per_capita,M0star,CMR,continentality,geography,394.9028883457315
per_capita,M0star,CAF,continentality,geography,969.5623067843129
per_capita,M0star,TCD,continentality,geography,1020.8945842181433
per_capita,M0star,COG,continentality,geography,388.2906643268661
per_capita,M0star,COD,continentality,geography,996.1091986864735
per_capita,M0star,CIV,continentality,geography,167.6921433742753
per_capita,M0star,DJI,continentality,geography,31.093075198477482
per_capita,M0star,EGY,continentality,geography,95.87474525066706
per_capita,M0star,GNQ,continentality,geography,45.269797760188965
per_capita,M0star,ERI,continentality,geography,60.38639204880394
per_capita,M0star,ETH,continentality,geography,493.0399736897681
per_capita,M0star,GAB,continentality,geography,32.622769815760456
per_capita,M0star,GHA,continentality,geography,106.09593382969571
per_capita,M0star,GIN,continentality,geography,234.83934928588695
per_capita,M0star,GNB,continentality,geography,110.84080268526557
per_capita,M0star,KEN,continentality,geography,461.7225404847252
per_capita,M0star,LSO,continentality,geography,274.4548832701292
per_capita,M0star,LBR,continentality,geography,104.43708968138911
per_capita,M0star,LBY,continentality,geography,89.88278489482425
per_capita,M0star,MDG,continentality,geography,82.73136994650416
per_capita,M0star,MWI,continentality,geography,443.73171145000083
per_capita,M0star,MLI,continentality,geography,790.6679792505496
per_capita,M0star,MRT,continentality,geography,102.59076566611054
per_capita,M0star,MAR,continentality,geography,66.70655523715897
per_capita,M0star,MOZ,continentality,geography,121.37622991964236
per_capita,M0star,NAM,continentality,geography,224.80583091201763
per_capita,M0star,NER,continentality,geography,894.9775794916054
per_capita,M0star,NGA,continentality,geography,318.513579715843
per_capita,M0star,RWA,continentality,geography,1072.1697409642793
per_capita,M0star,SEN,continentality,geography,62.13532239964827
per_capita,M0star,SLE,continentality,geography,150.18275311661122
per_capita,M0star,SOM,continentality,geography,64.56544811242864
per_capita,M0star,ZAF,continentality,geography,335.6952888931987
per_capita,M0star,SDN,continentality,geography,841.9292364635133
per_capita,M0star,SWZ,continentality,geography,58.827025394391974
per_capita,M0star,TZA,continentality,geography,432.6313852611501
per_capita,M0star,TGO,continentality,geography,233.37768488566002
per_capita,M0star,TUN,continentality,geography,65.46114059052488
per_capita,M0star,UGA,continentality,geography,954.3105346740564
per_capita,M0star,ZMB,continentality,geography,1010.4273463271114
per_capita,M0star,ZWE,continentality,geography,490.4733890974661
per_capita,M0star,AFG,continentality,geography,980.0251806546243
per_capita,M0star,ARM,continentality,geography,274.3681751312658
per_capita,M0star,AZE,continentality,geography,25.20360155335367
per_capita,M0star,BGD,continentality,geography,167.4501932416387
per_capita,M0star,MMR,continentality,geography,169.36276423745338
per_capita,M0star,KHM,continentality,geography,198.32514565256477
per_capita,M0star,CHN,continentality,geography,460.2465280733392
per_capita,M0star,GEO,continentality,geography,274.3681751312658
per_capita,M0star,IND,continentality,geography,426.4417018320571
per_capita,M0star,IDN,continentality,geography,35.7087662442575
per_capita,M0star,IRN,continentality,geography,245.46141844990464
per_capita,M0star,IRQ,continentality,geography,493.08066829081065
per_capita,M0star,ISR,continentality,geography,40.74969055425075
per_capita,M0star,JPN,continentality,geography,82.64314172622903
per_capita,M0star,JOR,continentality,geography,32.37622746276071
per_capita,M0star,KAZ,continentality,geography,1283.3287869501294
per_capita,M0star,LAO,continentality,geography,277.298802346493
per_capita,M0star,LBN,continentality,geography,59.931174779228634
per_capita,M0star,MYS,continentality,geography,33.43449978139673
per_capita,M0star,MNG,continentality,geography,1247.786939954368
per_capita,M0star,NPL,continentality,geography,675.6541122586723
per_capita,M0star,OMN,continentality,geography,15.503326119087154
per_capita,M0star,PAK,continentality,geography,782.4292145410926
per_capita,M0star,PHL,continentality,geography,31.710189245915206
per_capita,M0star,QAT,continentality,geography,6.479188127362905
per_capita,M0star,SAU,continentality,geography,193.68550798338518
per_capita,M0star,KOR,continentality,geography,0.10270068647604357
per_capita,M0star,LKA,continentality,geography,46.694283573125205
per_capita,M0star,SYR,continentality,geography,93.42535931944471
per_capita,M0star,TWN,continentality,geography,36.42621324316634
per_capita,M0star,TJK,continentality,geography,1250.1800623340782
per_capita,M0star,THA,continentality,geography,141.8254668239137
per_capita,M0star,TUR,continentality,geography,128.00623313826836
per_capita,M0star,TKM,continentality,geography,570.2171184704274
per_capita,M0star,ARE,continentality,geography,10.093384715369945
per_capita,M0star,UZB,continentality,geography,1235.4772603548088
per_capita,M0star,VNM,continentality,geography,62.6329056650239
per_capita,M0star,YEM,continentality,geography,51.31698455455971
per_capita,M0star,ALB,continentality,geography,15.22079556911455
per_capita,M0star,AUT,continentality,geography,307.4168158026393
per_capita,M0star,BLR,continentality,geography,505.97112247230973
per_capita,M0star,BEL,continentality,geography,107.65063529604579
per_capita,M0star,BIH,continentality,geography,117.31795932389403
per_capita,M0star,BGR,continentality,geography,161.43914265156482
per_capita,M0star,HRV,continentality,geography,63.022862766722064
per_capita,M0star,CYP,continentality,geography,5.212894634530487
per_capita,M0star,CZE,continentality,geography,412.2378803838792
per_capita,M0star,DNK,continentality,geography,13.150004152366645
per_capita,M0star,EST,continentality,geography,61.18713473481305
per_capita,M0star,FIN,continentality,geography,16.945009130870062
per_capita,M0star,FRA,continentality,geography,191.58322927483144
per_capita,M0star,DEU,continentality,geography,254.6552396099633
per_capita,M0star,GRC,continentality,geography,37.832746154457865
per_capita,M0star,HUN,continentality,geography,471.3236388126921
per_capita,M0star,ISL,continentality,geography,81.00297872001015
per_capita,M0star,IRL,continentality,geography,38.006117586339364
per_capita,M0star,ITA,continentality,geography,77.31098117304789
per_capita,M0star,LVA,continentality,geography,127.3360239986891
per_capita,M0star,LTU,continentality,geography,128.23898105661175
per_capita,M0star,MKD,continentality,geography,249.1916330178268
per_capita,M0star,MDA,continentality,geography,186.17367904200015
per_capita,M0star,MNE,continentality,geography,82.22403706234513
per_capita,M0star,NLD,continentality,geography,84.12315249217339
per_capita,M0star,NOR,continentality,geography,53.643774822738706
per_capita,M0star,POL,continentality,geography,315.3013901770544
per_capita,M0star,PRT,continentality,geography,52.27557760028044
per_capita,M0star,ROU,continentality,geography,338.7173828268546
per_capita,M0star,RUS,continentality,geography,773.3640644346395
per_capita,M0star,SRB,continentality,geography,266.36523983952844
per_capita,M0star,SVK,continentality,geography,481.3914559398293
per_capita,M0star,SVN,continentality,geography,80.66975858525952
per_capita,M0star,ESP,continentality,geography,122.88312330283075
per_capita,M0star,SWE,continentality,geography,75.43097905999782
per_capita,M0star,CHE,continentality,geography,318.6523818941167
per_capita,M0star,UKR,continentality,geography,290.40284273323937
per_capita,M0star,GBR,continentality,geography,72.04328617417774
per_capita,M0star,BHS,continentality,geography,23.16612848458598
per_capita,M0star,CAN,continentality,geography,476.3700986805195
per_capita,M0star,CRI,continentality,geography,77.36810714506554
per_capita,M0star,CUB,continentality,geography,18.77046674992996
per_capita,M0star,DOM,continentality,geography,22.830820802109027
per_capita,M0star,SLV,continentality,geography,9.472273407052763
per_capita,M0star,GTM,continentality,geography,150.45784284636164
per_capita,M0star,HTI,continentality,geography,6.669859990832684
per_capita,M0star,HND,continentality,geography,65.80876686673079
per_capita,M0star,JAM,continentality,geography,33.33208864969499
per_capita,M0star,MEX,continentality,geography,183.9376302671782
per_capita,M0star,NIC,continentality,geography,64.27621674754454
per_capita,M0star,PAN,continentality,geography,37.38771902554524
per_capita,M0star,USA,continentality,geography,362.91067511348734
per_capita,M0star,AUS,continentality,geography,51.902087485243456
per_capita,M0star,NZL,continentality,geography,27.11518358276313
per_capita,M0star,PNG,continentality,geography,22.920569798684497
per_capita,M0star,ARG,continentality,geography,395.0114435104324
per_capita,M0star,BOL,continentality,geography,383.94310600316356
per_capita,M0star,BRA,continentality,geography,227.37419655911592
per_capita,M0star,CHL,continentality,geography,76.85381942963869
per_capita,M0star,COL,continentality,geography,174.04108407793845
per_capita,M0star,ECU,continentality,geography,111.72413640286271
per_capita,M0star,PRY,continentality,geography,866.639709061554
per_capita,M0star,PER,continentality,geography,143.2232885931093
per_capita,M0star,SUR,continentality,geography,38.772545254957784
per_capita,M0star,URY,continentality,geography,152.09574835188806
per_capita,M0star,VEN,continentality,geography,57.22985427389291
per_capita,M0star,DZA,climate_zone=B,geography,0.0
per_capita,M0star,AGO,climate_zone=B,geography,0.0
per_capita,M0star,BEN,climate_zone=B,geography,0.0
per_capita,M0star,BWA,climate_zone=B,geography,1.0
per_capita,M0star,BFA,climate_zone=B,geography,0.0
per_capita,M0star,BDI,climate_zone=B,geography,0.0
per_capita,M0star,CMR,climate_zone=B,geography,0.0
per_capita,M0star,CAF,climate_zone=B,geography,0.0
per_capita,M0star,TCD,climate_zone=B,geography,0.0
per_capita,M0star,COG,climate_zone=B,geography,0.0
per_capita,M0star,COD,climate_zone=B,geography,0.0
per_capita,M0star,CIV,climate_zone=B,geography,0.0
per_capita,M0star,DJI,climate_zone=B,geography,1.0
per_capita,M0star,EGY,climate_zone=B,geography,1.0
per_capita,M0star,GNQ,climate_zone=B,geography,0.0
per_capita,M0star,ERI,climate_zone=B,geography,1.0
per_capita,M0star,ETH,climate_zone=B,geography,0.0
per_capita,M0star,GAB,climate_zone=B,geography,0.0
per_capita,M0star,GHA,climate_zone=B,geography,0.0
per_capita,M0star,GIN,climate_zone=B,geography,0.0
per_capita,M0star,GNB,climate_zone=B,geography,0.0
per_capita,M0star,KEN,climate_zone=B,geography,0.0
per_capita,M0star,LSO,climate_zone=B,geography,0.0
per_capita,M0star,LBR,climate_zone=B,geography,0.0
per_capita,M0star,LBY,climate_zone=B,geography,1.0
per_capita,M0star,MDG,climate_zone=B,geography,0.0
per_capita,M0star,MWI,climate_zone=B,geography,0.0
per_capita,M0star,MLI,climate_zone=B,geography,0.0
per_capita,M0star,MRT,climate_zone=B,geography,1.0
per_capita,M0star,MAR,climate_zone=B,geography,0.0
per_capita,M0star,MOZ,climate_zone=B,geography,0.0
per_capita,M0star,NAM,climate_zone=B,geography,1.0
per_capita,M0star,NER,climate_zone=B,geography,1.0
per_capita,M0star,NGA,climate_zone=B,geography,0.0
per_capita,M0star,RWA,climate_zone=B,geography,0.0
per_capita,M0star,SEN,climate_zone=B,geography,1.0
per_capita,M0star,SLE,climate_zone=B,geography,0.0
per_capita,M0star,SOM,climate_zone=B,geography,1.0
per_capita,M0star,ZAF,climate_zone=B,geography,0.0
per_capita,M0star,SDN,climate_zone=B,geography,1.0
per_capita,M0star,SWZ,climate_zone=B,geography,1.0
per_capita,M0star,TZA,climate_zone=B,geography,0.0
per_capita,M0star,TGO,climate_zone=B,geography,0.0
per_capita,M0star,TUN,climate_zone=B,geography,1.0
per_capita,M0star,UGA,climate_zone=B,geography,0.0
per_capita,M0star,ZMB,climate_zone=B,geography,0.0
per_capita,M0star,ZWE,climate_zone=B,geography,0.0
per_capita,M0star,AFG,climate_zone=B,geography,1.0
per_capita,M0star,ARM,climate_zone=B,geography,0.0
per_capita,M0star,AZE,climate_zone=B,geography,0.0
per_capita,M0star,BGD,climate_zone=B,geography,0.0
per_capita,M0star,MMR,climate_zone=B,geography,0.0
per_capita,M0star,KHM,climate_zone=B,geography,0.0
per_capita,M0star,CHN,climate_zone=B,geography,0.0
per_capita,M0star,GEO,climate_zone=B,geography,0.0
per_capita,M0star,IND,climate_zone=B,geography,0.0
per_capita,M0star,IDN,climate_zone=B,geography,0.0
per_capita,M0star,IRN,climate_zone=B,geography,1.0
per_capita,M0star,IRQ,climate_zone=B,geography,0.0
per_capita,M0star,ISR,climate_zone=B,geography,1.0
per_capita,M0star,JPN,climate_zone=B,geography,0.0
per_capita,M0star,JOR,climate_zone=B,geography,0.0
per_capita,M0star,KAZ,climate_zone=B,geography,1.0
per_capita,M0star,LAO,climate_zone=B,geography,0.0
per_capita,M0star,LBN,climate_zone=B,geography,0.0
per_capita,M0star,MYS,climate_zone=B,geography,0.0
per_capita,M0star,MNG,climate_zone=B,geography,1.0
per_capita,M0star,NPL,climate_zone=B,geography,0.0
per_capita,M0star,OMN,climate_zone=B,geography,1.0
per_capita,M0star,PAK,climate_zone=B,geography,1.0
per_capita,M0star,PHL,climate_zone=B,geography,0.0
per_capita,M0star,QAT,climate_zone=B,geography,1.0
per_capita,M0star,SAU,climate_zone=B,geography,1.0
per_capita,M0star,KOR,climate_zone=B,geography,0.0
