iso3,Country,feature,coverage_basis,achieved,required,rule,passes,missing_area_km2,missing_support_source,classification
SLV,El Salvador,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
GTM,Guatemala,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
GTM,Guatemala,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
GTM,Guatemala,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9980305708371072,0.98,>= 98%,True,206.5884614841804,,
GTM,Guatemala,continentality,terrestrial area with a distance value,1.000000000000019,0.98,>= 98%,True,-2.003108037186468e-09,,
GTM,Guatemala,climate_zone,classified terrestrial area,0.9985662329875069,0.95,>= 95% and A1 - A2 > unclassified,True,150.39876874913716,,
GTM,Guatemala,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
HTI,Haiti,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
HTI,Haiti,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
HTI,Haiti,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9849471611026018,0.98,>= 98%,True,410.1521421264311,,
HTI,Haiti,continentality,terrestrial area with a distance value,1.0000000000000182,0.98,>= 98%,True,-4.9611304686291e-10,,
HTI,Haiti,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
HTI,Haiti,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
HND,Honduras,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
HND,Honduras,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
HND,Honduras,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9966121330695908,0.98,>= 98%,True,376.22835102063453,,
HND,Honduras,continentality,terrestrial area with a distance value,1.0000000000000382,0.98,>= 98%,True,-4.2412497574891435e-09,,
HND,Honduras,climate_zone,classified terrestrial area,0.9969655961275163,0.95,>= 95% and A1 - A2 > unclassified,True,336.97568078250333,,
HND,Honduras,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
JAM,Jamaica,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
JAM,Jamaica,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
JAM,Jamaica,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9838054934846252,0.98,>= 98%,True,178.69401485894204,,
JAM,Jamaica,continentality,terrestrial area with a distance value,0.9999999999999952,0.98,>= 98%,True,5.2676992702696026e-11,,
JAM,Jamaica,climate_zone,classified terrestrial area,0.9959932372029765,0.95,>= 95% and A1 - A2 > unclassified,True,44.2115682937192,,
JAM,Jamaica,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MEX,Mexico,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MEX,Mexico,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MEX,Mexico,elevation,valid terrestrial area (land-centred ETOPO pixels),0.997539160075672,0.98,>= 98%,True,4804.889239028562,,
MEX,Mexico,continentality,terrestrial area with a distance value,0.9999999999999294,0.98,>= 98%,True,1.3786923386308173e-07,,
MEX,Mexico,climate_zone,classified terrestrial area,0.9986660800147799,0.95,>= 95% and A1 - A2 > unclassified,True,2604.532590416123,,
MEX,Mexico,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
NIC,Nicaragua,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
NIC,Nicaragua,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
NIC,Nicaragua,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9951588519145604,0.98,>= 98%,True,584.4501879401303,,
NIC,Nicaragua,continentality,terrestrial area with a distance value,1.0000000000000269,0.98,>= 98%,True,-3.2435808745141815e-09,,
NIC,Nicaragua,climate_zone,classified terrestrial area,0.9974534671646104,0.95,>= 95% and A1 - A2 > unclassified,True,307.43153648109296,,
NIC,Nicaragua,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PAN,Panama,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PAN,Panama,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PAN,Panama,elevation,valid terrestrial area (land-centred ETOPO pixels),0.986872144039018,0.98,>= 98%,True,997.3244546158753,,
PAN,Panama,continentality,terrestrial area with a distance value,0.9999999999999843,0.98,>= 98%,True,1.1892468442039192e-09,,
PAN,Panama,climate_zone,classified terrestrial area,0.9956656916188052,0.95,>= 95% and A1 - A2 > unclassified,True,329.2778162146081,,
PAN,Panama,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
USA,United States,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
USA,United States,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
USA,United States,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9972994820706512,0.98,>= 98%,True,24991.065383999605,,
USA,United States,continentality,terrestrial area with a distance value,1.0000000000003582,0.98,>= 98%,True,-3.3144563095086547e-06,,
USA,United States,climate_zone,classified terrestrial area,0.9993871234487389,0.95,>= 95% and A1 - A2 > unclassified,True,5671.666830436216,,
USA,United States,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
AUS,Australia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
AUS,Australia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
AUS,Australia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9985386846103986,0.98,>= 98%,True,11251.417307219388,,
AUS,Australia,continentality,terrestrial area with a distance value,1.0000000000003146,0.98,>= 98%,True,-2.4225533522980595e-06,,
AUS,Australia,climate_zone,classified terrestrial area,0.9992726474592607,0.95,>= 95% and A1 - A2 > unclassified,True,5600.260575888824,,
AUS,Australia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
NZL,New Zealand,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
NZL,New Zealand,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
NZL,New Zealand,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9879647556379156,0.98,>= 98%,True,3191.967505237839,,
NZL,New Zealand,continentality,terrestrial area with a distance value,0.9999999999997928,0.98,>= 98%,True,5.4944650875045975e-08,,
NZL,New Zealand,climate_zone,classified terrestrial area,0.995759557317174,0.95,>= 95% and A1 - A2 > unclassified,True,1124.6431600546168,,
NZL,New Zealand,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PNG,Papua New Guinea,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PNG,Papua New Guinea,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PNG,Papua New Guinea,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9917393341818554,0.98,>= 98%,True,3840.3820136710506,,
PNG,Papua New Guinea,continentality,terrestrial area with a distance value,1.0000000000000413,0.98,>= 98%,True,-1.9200500224952503e-08,,
PNG,Papua New Guinea,climate_zone,classified terrestrial area,0.9935097416548156,0.95,>= 95% and A1 - A2 > unclassified,True,3017.3199063659617,,
PNG,Papua New Guinea,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ARG,Argentina,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ARG,Argentina,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ARG,Argentina,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9990548181600344,0.98,>= 98%,True,2611.6091348336395,,
ARG,Argentina,continentality,terrestrial area with a distance value,1.00000000000021,0.98,>= 98%,True,-5.803956810895857e-07,,
ARG,Argentina,climate_zone,classified terrestrial area,0.9997986217325175,0.95,>= 95% and A1 - A2 > unclassified,True,556.4234316364821,,
ARG,Argentina,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BOL,Bolivia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BOL,Bolivia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BOL,Bolivia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9997036604844904,0.98,>= 98%,True,320.32745323333154,,
BOL,Bolivia,continentality,terrestrial area with a distance value,1.0000000000001237,0.98,>= 98%,True,-1.3369033607072596e-07,,
BOL,Bolivia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
BOL,Bolivia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BRA,Brazil,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BRA,Brazil,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BRA,Brazil,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9988127930706644,0.98,>= 98%,True,10057.28846106061,,
BRA,Brazil,continentality,terrestrial area with a distance value,0.9999999999998498,0.98,>= 98%,True,1.272513827731233e-06,,
BRA,Brazil,climate_zone,classified terrestrial area,0.9998721916982971,0.95,>= 95% and A1 - A2 > unclassified,True,1082.7134901104375,,
BRA,Brazil,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CHL,Chile,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CHL,Chile,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CHL,Chile,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9848083215921544,0.98,>= 98%,True,11441.795934409447,,
CHL,Chile,continentality,terrestrial area with a distance value,0.9999999999999016,0.98,>= 98%,True,7.408535926244206e-08,,
CHL,Chile,climate_zone,classified terrestrial area,0.9983144265137773,0.95,>= 95% and A1 - A2 > unclassified,True,1269.5100135776165,,
CHL,Chile,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
COL,Colombia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
COL,Colombia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
COL,Colombia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.998998848892462,0.98,>= 98%,True,1142.2805314065804,,
COL,Colombia,continentality,terrestrial area with a distance value,0.99999999999958,0.98,>= 98%,True,4.792032048180733e-07,,
COL,Colombia,climate_zone,classified terrestrial area,0.9998489124209456,0.95,>= 95% and A1 - A2 > unclassified,True,172.38596530703862,,
COL,Colombia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ECU,Ecuador,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ECU,Ecuador,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ECU,Ecuador,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9970168134631752,0.98,>= 98%,True,764.4321917392512,,
ECU,Ecuador,continentality,terrestrial area with a distance value,0.9999999999998904,0.98,>= 98%,True,2.8079278209156716e-08,,
ECU,Ecuador,climate_zone,classified terrestrial area,0.997444400841528,0.95,>= 95% and A1 - A2 > unclassified,True,654.8642673874041,,
ECU,Ecuador,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PRY,Paraguay,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PRY,Paraguay,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PRY,Paraguay,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9996426469583096,0.98,>= 98%,True,142.6223978335872,,
PRY,Paraguay,continentality,terrestrial area with a distance value,1.0000000000000064,0.98,>= 98%,True,-2.569972487397731e-09,,
PRY,Paraguay,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
PRY,Paraguay,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PER,Peru,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PER,Peru,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PER,Peru,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9991587685874568,0.98,>= 98%,True,1083.9599377975035,,
PER,Peru,continentality,terrestrial area with a distance value,0.9999999999998784,0.98,>= 98%,True,1.5664700613092862e-07,,
PER,Peru,climate_zone,classified terrestrial area,0.9999496204217675,0.95,>= 95% and A1 - A2 > unclassified,True,64.91607858778904,,
PER,Peru,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SUR,Suriname,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SUR,Suriname,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SUR,Suriname,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9982869964221373,0.98,>= 98%,True,247.76323361610835,,
SUR,Suriname,continentality,terrestrial area with a distance value,1.0000000000000704,0.98,>= 98%,True,-1.0180710268699423e-08,,
SUR,Suriname,climate_zone,classified terrestrial area,0.9999868524442428,0.95,>= 95% and A1 - A2 > unclassified,True,1.9016194540693623,,
SUR,Suriname,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
URY,Uruguay,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
URY,Uruguay,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
URY,Uruguay,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9976577422002774,0.98,>= 98%,True,412.54654236717045,,
URY,Uruguay,continentality,terrestrial area with a distance value,1.000000000000047,0.98,>= 98%,True,-8.291141826095381e-09,,
URY,Uruguay,climate_zone,classified terrestrial area,0.9997672769155039,0.95,>= 95% and A1 - A2 > unclassified,True,40.9899814825014,,
URY,Uruguay,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
VEN,Venezuela,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
VEN,Venezuela,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
VEN,Venezuela,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9976142002826884,0.98,>= 98%,True,2163.869706889714,,
VEN,Venezuela,continentality,terrestrial area with a distance value,1.0000000000001126,0.98,>= 98%,True,-1.0210460018056985e-07,,
VEN,Venezuela,climate_zone,classified terrestrial area,0.9994415573932716,0.95,>= 95% and A1 - A2 > unclassified,True,506.4955918000831,,
VEN,Venezuela,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
