representation,model,protocol,fit,column,coefficient
per_capita,M0star,primary_loco,BFA,station_density,-0.0017421637264965028
per_capita,M0star,primary_loco,BFA,climate_zone=B,0.0047625604564066745
per_capita,M0star,primary_loco,BFA,climate_zone=C,-0.02203295993220697
per_capita,M0star,primary_loco,BFA,climate_zone=D,-0.007447952381893339
per_capita,M0star,primary_loco,BFA,climate_zone=E,-0.09196685113355284
per_capita,M0star,primary_loco,BFA,hemisphere=S,-0.01943586671558353
per_capita,M0star,primary_loco,BFA,spatial_block=Asia,-0.043793245157933466
per_capita,M0star,primary_loco,BFA,spatial_block=Europe,-0.0531531307857677
per_capita,M0star,primary_loco,BFA,spatial_block=North America,-0.0811365310910252
per_capita,M0star,primary_loco,BFA,spatial_block=Oceania,-0.05485593480191481
per_capita,M0star,primary_loco,BFA,spatial_block=South America,-0.05947854985046263
per_capita,M0star,primary_loco,BFA,income_group=Low-income countries,0.012965293605452788
per_capita,M0star,primary_loco,BFA,income_group=Lower-middle-income countries,-0.008078104201708926
per_capita,M0star,primary_loco,BFA,income_group=Upper-middle-income countries,-0.012431938507273853
per_capita,M0star,primary_loco,BDI,intercept,0.15158555184853478
per_capita,M0star,primary_loco,BDI,cum_co2_per_capita,0.017210200657596708
per_capita,M0star,primary_loco,BDI,abs_latitude,0.0011307338271353388
per_capita,M0star,primary_loco,BDI,elevation,-2.927806172015999e-06
per_capita,M0star,primary_loco,BDI,continentality,3.911957674031172e-05
per_capita,M0star,primary_loco,BDI,population,0.0016928210658562488
per_capita,M0star,primary_loco,BDI,station_density,-0.0016193572185395284
per_capita,M0star,primary_loco,BDI,climate_zone=B,0.008167655675636765
per_capita,M0star,primary_loco,BDI,climate_zone=C,-0.019082339689131804
per_capita,M0star,primary_loco,BDI,climate_zone=D,-0.003795241194600322
per_capita,M0star,primary_loco,BDI,climate_zone=E,-0.09130445306569195
per_capita,M0star,primary_loco,BDI,hemisphere=S,-0.03320056739501265
per_capita,M0star,primary_loco,BDI,spatial_block=Asia,-0.05173952242420285
per_capita,M0star,primary_loco,BDI,spatial_block=Europe,-0.06346478733048985
per_capita,M0star,primary_loco,BDI,spatial_block=North America,-0.0890642662950312
per_capita,M0star,primary_loco,BDI,spatial_block=Oceania,-0.05071164958124007
per_capita,M0star,primary_loco,BDI,spatial_block=South America,-0.055199415851605954
per_capita,M0star,primary_loco,BDI,income_group=Low-income countries,0.010833357474171757
per_capita,M0star,primary_loco,BDI,income_group=Lower-middle-income countries,-0.005816466329887294
per_capita,M0star,primary_loco,BDI,income_group=Upper-middle-income countries,-0.01212408557386277
per_capita,M0star,primary_loco,CMR,intercept,0.17589889247186477
per_capita,M0star,primary_loco,CMR,cum_co2_per_capita,0.01755168839629221
per_capita,M0star,primary_loco,CMR,abs_latitude,0.000859004276420087
per_capita,M0star,primary_loco,CMR,elevation,-2.2469627815322143e-06
per_capita,M0star,primary_loco,CMR,continentality,4.908224719440019e-05
per_capita,M0star,primary_loco,CMR,population,0.0006071854821717973
per_capita,M0star,primary_loco,CMR,station_density,-0.0016704557935864016
per_capita,M0star,primary_loco,CMR,climate_zone=B,0.0020303246261261583
per_capita,M0star,primary_loco,CMR,climate_zone=C,-0.02291882246353072
per_capita,M0star,primary_loco,CMR,climate_zone=D,-0.007540783608010499
per_capita,M0star,primary_loco,CMR,climate_zone=E,-0.09168814275931786
per_capita,M0star,primary_loco,CMR,hemisphere=S,-0.03065176615559611
per_capita,M0star,primary_loco,CMR,spatial_block=Asia,-0.05694335290626063
per_capita,M0star,primary_loco,CMR,spatial_block=Europe,-0.06554116030001515
per_capita,M0star,primary_loco,CMR,spatial_block=North America,-0.09843435915321304
per_capita,M0star,primary_loco,CMR,spatial_block=Oceania,-0.05904545835624982
per_capita,M0star,primary_loco,CMR,spatial_block=South America,-0.06727459149245334
per_capita,M0star,primary_loco,CMR,income_group=Low-income countries,0.0006819240084629864
per_capita,M0star,primary_loco,CMR,income_group=Lower-middle-income countries,-0.012015424580490599
per_capita,M0star,primary_loco,CMR,income_group=Upper-middle-income countries,-0.014571346570935496
per_capita,M0star,primary_loco,CAF,intercept,0.17231054922992067
per_capita,M0star,primary_loco,CAF,cum_co2_per_capita,0.01874922683796952
per_capita,M0star,primary_loco,CAF,abs_latitude,0.0007101041712078536
per_capita,M0star,primary_loco,CAF,elevation,-3.097831149067285e-06
per_capita,M0star,primary_loco,CAF,continentality,5.363811046866979e-05
per_capita,M0star,primary_loco,CAF,population,0.0010726823111091054
per_capita,M0star,primary_loco,CAF,station_density,-0.0016579313251753782
per_capita,M0star,primary_loco,CAF,climate_zone=B,0.004787482336550171
per_capita,M0star,primary_loco,CAF,climate_zone=C,-0.02018581979404399
per_capita,M0star,primary_loco,CAF,climate_zone=D,-0.004112257893455973
per_capita,M0star,primary_loco,CAF,climate_zone=E,-0.08490752138582516
per_capita,M0star,primary_loco,CAF,hemisphere=S,-0.032821534782740316
per_capita,M0star,primary_loco,CAF,spatial_block=Asia,-0.058337510825807425
per_capita,M0star,primary_loco,CAF,spatial_block=Europe,-0.06495792617464051
per_capita,M0star,primary_loco,CAF,spatial_block=North America,-0.09874206249947369
per_capita,M0star,primary_loco,CAF,spatial_block=Oceania,-0.05740691694206173
per_capita,M0star,primary_loco,CAF,spatial_block=South America,-0.0670512325417763
per_capita,M0star,primary_loco,CAF,income_group=Low-income countries,0.004259104954318981
per_capita,M0star,primary_loco,CAF,income_group=Lower-middle-income countries,-0.011600227171225816
per_capita,M0star,primary_loco,CAF,income_group=Upper-middle-income countries,-0.014668522604766802
per_capita,M0star,primary_loco,TCD,intercept,0.143202890224276
per_capita,M0star,primary_loco,TCD,cum_co2_per_capita,0.017371500929754265
per_capita,M0star,primary_loco,TCD,abs_latitude,0.000982440972861066
per_capita,M0star,primary_loco,TCD,elevation,-3.396754304898232e-06
per_capita,M0star,primary_loco,TCD,continentality,4.828059540123161e-05
per_capita,M0star,primary_loco,TCD,population,0.004497154407331227
per_capita,M0star,primary_loco,TCD,station_density,-0.001488975497040706
per_capita,M0star,primary_loco,TCD,climate_zone=B,0.012953533314942887
per_capita,M0star,primary_loco,TCD,climate_zone=C,-0.022474865754251092
per_capita,M0star,primary_loco,TCD,climate_zone=D,-0.003823013034621209
per_capita,M0star,primary_loco,TCD,climate_zone=E,-0.08519777299753813
per_capita,M0star,primary_loco,TCD,hemisphere=S,-0.032937319133827886
per_capita,M0star,primary_loco,TCD,spatial_block=Asia,-0.06304998778780686
per_capita,M0star,primary_loco,TCD,spatial_block=Europe,-0.06807238224779982
per_capita,M0star,primary_loco,TCD,spatial_block=North America,-0.09708281799241868
per_capita,M0star,primary_loco,TCD,spatial_block=Oceania,-0.05631207532025155
per_capita,M0star,primary_loco,TCD,spatial_block=South America,-0.0649633155876395
per_capita,M0star,primary_loco,TCD,income_group=Low-income countries,0.006264894470852666
per_capita,M0star,primary_loco,TCD,income_group=Lower-middle-income countries,-0.007001985797439984
per_capita,M0star,primary_loco,TCD,income_group=Upper-middle-income countries,-0.014232376994222804
per_capita,M0star,primary_loco,COG,intercept,0.17893556948843856
per_capita,M0star,primary_loco,COG,cum_co2_per_capita,0.01662906374385958
per_capita,M0star,primary_loco,COG,abs_latitude,0.000985249334698906
per_capita,M0star,primary_loco,COG,elevation,-9.783628909482704e-07
per_capita,M0star,primary_loco,COG,continentality,4.881739513222542e-05
per_capita,M0star,primary_loco,COG,population,0.0003072351319809897
per_capita,M0star,primary_loco,COG,station_density,-0.001517582024337458
per_capita,M0star,primary_loco,COG,climate_zone=B,8.714988963774685e-05
per_capita,M0star,primary_loco,COG,climate_zone=C,-0.027509729403971804
per_capita,M0star,primary_loco,COG,climate_zone=D,-0.012332131951681938
per_capita,M0star,primary_loco,COG,climate_zone=E,-0.09853026638430673
per_capita,M0star,primary_loco,COG,hemisphere=S,-0.03349122714264719
per_capita,M0star,primary_loco,COG,spatial_block=Asia,-0.05727214999978338
per_capita,M0star,primary_loco,COG,spatial_block=Europe,-0.06608624368619759
per_capita,M0star,primary_loco,COG,spatial_block=North America,-0.09863452395640951
per_capita,M0star,primary_loco,COG,spatial_block=Oceania,-0.054656478468142006
per_capita,M0star,primary_loco,COG,spatial_block=South America,-0.0652472406269331
per_capita,M0star,primary_loco,COG,income_group=Low-income countries,-0.0008400849203410505
per_capita,M0star,primary_loco,COG,income_group=Lower-middle-income countries,-0.014039552988173458
per_capita,M0star,primary_loco,COG,income_group=Upper-middle-income countries,-0.014996623065586
per_capita,M0star,primary_loco,COD,intercept,0.16797990971982393
per_capita,M0star,primary_loco,COD,cum_co2_per_capita,0.018349167157022023
per_capita,M0star,primary_loco,COD,abs_latitude,0.000957175690216494
per_capita,M0star,primary_loco,COD,elevation,-3.7924235328779777e-06
per_capita,M0star,primary_loco,COD,continentality,5.1145803497649355e-05
per_capita,M0star,primary_loco,COD,population,0.00015554596195001676
per_capita,M0star,primary_loco,COD,station_density,-0.001407823499441628
per_capita,M0star,primary_loco,COD,climate_zone=B,0.0071703499067826346
per_capita,M0star,primary_loco,COD,climate_zone=C,-0.01952503287033782
per_capita,M0star,primary_loco,COD,climate_zone=D,-0.004363656637075833
per_capita,M0star,primary_loco,COD,climate_zone=E,-0.08952179608348694
per_capita,M0star,primary_loco,COD,hemisphere=S,-0.04065014396641471
per_capita,M0star,primary_loco,COD,spatial_block=Asia,-0.05602536327259466
per_capita,M0star,primary_loco,COD,spatial_block=Europe,-0.06567498388943738
per_capita,M0star,primary_loco,COD,spatial_block=North America,-0.09388230878246195
per_capita,M0star,primary_loco,COD,spatial_block=Oceania,-0.046040950880110884
per_capita,M0star,primary_loco,COD,spatial_block=South America,-0.05553316434515904
per_capita,M0star,primary_loco,COD,income_group=Low-income countries,0.012533360546376564
per_capita,M0star,primary_loco,COD,income_group=Lower-middle-income countries,-0.008986776978567304
per_capita,M0star,primary_loco,COD,income_group=Upper-middle-income countries,-0.013161522431826046
per_capita,M0star,primary_loco,CIV,intercept,0.14053524531489467
per_capita,M0star,primary_loco,CIV,cum_co2_per_capita,0.01833010635828625
per_capita,M0star,primary_loco,CIV,abs_latitude,0.0010419112741444636
per_capita,M0star,primary_loco,CIV,elevation,2.5749793165052674e-07
per_capita,M0star,primary_loco,CIV,continentality,4.2180873703240005e-05
per_capita,M0star,primary_loco,CIV,population,0.002390003857156993
per_capita,M0star,primary_loco,CIV,station_density,-0.0016645376019075587
per_capita,M0star,primary_loco,CIV,climate_zone=B,0.006151620480176004
per_capita,M0star,primary_loco,CIV,climate_zone=C,-0.022045189794472786
per_capita,M0star,primary_loco,CIV,climate_zone=D,-0.007230366093002509
per_capita,M0star,primary_loco,CIV,climate_zone=E,-0.0917684561597573
per_capita,M0star,primary_loco,CIV,hemisphere=S,-0.020223658729703786
per_capita,M0star,primary_loco,CIV,spatial_block=Asia,-0.045102028904068316
per_capita,M0star,primary_loco,CIV,spatial_block=Europe,-0.053730784408845794
per_capita,M0star,primary_loco,CIV,spatial_block=North America,-0.08181887176971572
per_capita,M0star,primary_loco,CIV,spatial_block=Oceania,-0.054386485636812386
per_capita,M0star,primary_loco,CIV,spatial_block=South America,-0.05986531694770509
per_capita,M0star,primary_loco,CIV,income_group=Low-income countries,0.009333311418402157
per_capita,M0star,primary_loco,CIV,income_group=Lower-middle-income countries,-0.008335032998563119
per_capita,M0star,primary_loco,CIV,income_group=Upper-middle-income countries,-0.012863427647198077
per_capita,M0star,primary_loco,DJI,intercept,0.15766642215474622
per_capita,M0star,primary_loco,DJI,cum_co2_per_capita,0.01432081997508168
per_capita,M0star,primary_loco,DJI,abs_latitude,0.0011771890756448224
per_capita,M0star,primary_loco,DJI,elevation,-8.268504221252757e-07
per_capita,M0star,primary_loco,DJI,continentality,4.348143254928798e-05
per_capita,M0star,primary_loco,DJI,population,0.0026294088128980893
per_capita,M0star,primary_loco,DJI,station_density,-0.0016310482652002645
per_capita,M0star,primary_loco,DJI,climate_zone=B,0.0021356231923678384
per_capita,M0star,primary_loco,DJI,climate_zone=C,-0.025587176423250223
per_capita,M0star,primary_loco,DJI,climate_zone=D,-0.010063724962066397
per_capita,M0star,primary_loco,DJI,climate_zone=E,-0.0973402043300489
per_capita,M0star,primary_loco,DJI,hemisphere=S,-0.026587435063040794
per_capita,M0star,primary_loco,DJI,spatial_block=Asia,-0.055128868346946615
per_capita,M0star,primary_loco,DJI,spatial_block=Europe,-0.06486065677009374
per_capita,M0star,primary_loco,DJI,spatial_block=North America,-0.09293680823229374
per_capita,M0star,primary_loco,DJI,spatial_block=Oceania,-0.05813624622836991
per_capita,M0star,primary_loco,DJI,spatial_block=South America,-0.06404204294872788
per_capita,M0star,primary_loco,DJI,income_group=Low-income countries,-0.0037777025523158475
per_capita,M0star,primary_loco,DJI,income_group=Lower-middle-income countries,-0.012476908348238459
per_capita,M0star,primary_loco,DJI,income_group=Upper-middle-income countries,-0.01563821644542036
per_capita,M0star,primary_loco,EGY,intercept,0.13126168379289732
per_capita,M0star,primary_loco,EGY,cum_co2_per_capita,0.021753639724812313
per_capita,M0star,primary_loco,EGY,abs_latitude,0.0011281654401828196
per_capita,M0star,primary_loco,EGY,elevation,-2.313137918450568e-06
per_capita,M0star,primary_loco,EGY,continentality,3.48095370300215e-05
per_capita,M0star,primary_loco,EGY,population,0.004103376726829483
per_capita,M0star,primary_loco,EGY,station_density,-0.0016715097134825758
per_capita,M0star,primary_loco,EGY,climate_zone=B,0.017049365832431544
per_capita,M0star,primary_loco,EGY,climate_zone=C,-0.020340558141119108
per_capita,M0star,primary_loco,EGY,climate_zone=D,-0.007001298064868154
per_capita,M0star,primary_loco,EGY,climate_zone=E,-0.09213980006895438
per_capita,M0star,primary_loco,EGY,hemisphere=S,-0.030313204845093308
per_capita,M0star,primary_loco,EGY,spatial_block=Asia,-0.05483828050691566
per_capita,M0star,primary_loco,EGY,spatial_block=Europe,-0.06704650229793518
per_capita,M0star,primary_loco,EGY,spatial_block=North America,-0.09370464236873195
per_capita,M0star,primary_loco,EGY,spatial_block=Oceania,-0.06027589384181233
per_capita,M0star,primary_loco,EGY,spatial_block=South America,-0.06327770692000595
per_capita,M0star,primary_loco,EGY,income_group=Low-income countries,0.020882615068371496
per_capita,M0star,primary_loco,EGY,income_group=Lower-middle-income countries,-0.0016747671148726027
per_capita,M0star,primary_loco,EGY,income_group=Upper-middle-income countries,-0.01278507842154017
per_capita,M0star,primary_loco,GNQ,intercept,0.17189789466396724
per_capita,M0star,primary_loco,GNQ,cum_co2_per_capita,0.018002517410395803
per_capita,M0star,primary_loco,GNQ,abs_latitude,0.0008848709818834509
per_capita,M0star,primary_loco,GNQ,elevation,-1.5986090874126902e-06
per_capita,M0star,primary_loco,GNQ,continentality,4.589235222673823e-05
per_capita,M0star,primary_loco,GNQ,population,0.0008485706318525603
per_capita,M0star,primary_loco,GNQ,station_density,-0.0016779908364074599
per_capita,M0star,primary_loco,GNQ,climate_zone=B,0.0025230209053162186
per_capita,M0star,primary_loco,GNQ,climate_zone=C,-0.02331010319941138
per_capita,M0star,primary_loco,GNQ,climate_zone=D,-0.007812703512262913
per_capita,M0star,primary_loco,GNQ,climate_zone=E,-0.0922711694447843
per_capita,M0star,primary_loco,GNQ,hemisphere=S,-0.029716940337198586
per_capita,M0star,primary_loco,GNQ,spatial_block=Asia,-0.05625783514277223
per_capita,M0star,primary_loco,GNQ,spatial_block=Europe,-0.0650014677338566
per_capita,M0star,primary_loco,GNQ,spatial_block=North America,-0.097508582641941
per_capita,M0star,primary_loco,GNQ,spatial_block=Oceania,-0.05926489327074279
per_capita,M0star,primary_loco,GNQ,spatial_block=South America,-0.06710561788158115
per_capita,M0star,primary_loco,GNQ,income_group=Low-income countries,0.0007203375070599142
per_capita,M0star,primary_loco,GNQ,income_group=Lower-middle-income countries,-0.010864659979585035
per_capita,M0star,primary_loco,GNQ,income_group=Upper-middle-income countries,-0.014082003826936125
per_capita,M0star,primary_loco,ERI,intercept,0.13871959653278979
per_capita,M0star,primary_loco,ERI,cum_co2_per_capita,0.015115335329558882
per_capita,M0star,primary_loco,ERI,abs_latitude,0.0011496961908995758
per_capita,M0star,primary_loco,ERI,elevation,-1.3244646394947682e-06
per_capita,M0star,primary_loco,ERI,continentality,4.150659980088196e-05
per_capita,M0star,primary_loco,ERI,population,0.005237648356400368
per_capita,M0star,primary_loco,ERI,station_density,-0.0015870353209795009
per_capita,M0star,primary_loco,ERI,climate_zone=B,0.010043650318350554
per_capita,M0star,primary_loco,ERI,climate_zone=C,-0.023666431699968814
per_capita,M0star,primary_loco,ERI,climate_zone=D,-0.005840349958940482
per_capita,M0star,primary_loco,ERI,climate_zone=E,-0.08972892771748009
per_capita,M0star,primary_loco,ERI,hemisphere=S,-0.030016247726471046
per_capita,M0star,primary_loco,ERI,spatial_block=Asia,-0.060801190889296024
per_capita,M0star,primary_loco,ERI,spatial_block=Europe,-0.06793816533920524
per_capita,M0star,primary_loco,ERI,spatial_block=North America,-0.09476222684284616
per_capita,M0star,primary_loco,ERI,spatial_block=Oceania,-0.05737854851771778
per_capita,M0star,primary_loco,ERI,spatial_block=South America,-0.06447554209076906
per_capita,M0star,primary_loco,ERI,income_group=Low-income countries,0.00025719991898817376
per_capita,M0star,primary_loco,ERI,income_group=Lower-middle-income countries,-0.009149827161674715
per_capita,M0star,primary_loco,ERI,income_group=Upper-middle-income countries,-0.015097185813732664
per_capita,M0star,primary_loco,ETH,intercept,0.15636727265374867
per_capita,M0star,primary_loco,ETH,cum_co2_per_capita,0.01454968863494064
per_capita,M0star,primary_loco,ETH,abs_latitude,0.00108469133650561
per_capita,M0star,primary_loco,ETH,elevation,-2.5011528078898254e-06
per_capita,M0star,primary_loco,ETH,continentality,4.534001436507119e-05
per_capita,M0star,primary_loco,ETH,population,0.002481075852508736
per_capita,M0star,primary_loco,ETH,station_density,-0.0015629587826149417
per_capita,M0star,primary_loco,ETH,climate_zone=B,0.007233679440266335
per_capita,M0star,primary_loco,ETH,climate_zone=C,-0.02093938987444864
per_capita,M0star,primary_loco,ETH,climate_zone=D,-0.004728740501401738
per_capita,M0star,primary_loco,ETH,climate_zone=E,-0.09050386098175758
per_capita,M0star,primary_loco,ETH,hemisphere=S,-0.02948599620586322
per_capita,M0star,primary_loco,ETH,spatial_block=Asia,-0.05500156055046411
per_capita,M0star,primary_loco,ETH,spatial_block=Europe,-0.06402092729525569
per_capita,M0star,primary_loco,ETH,spatial_block=North America,-0.09139693277544952
per_capita,M0star,primary_loco,ETH,spatial_block=Oceania,-0.05468888143798999
per_capita,M0star,primary_loco,ETH,spatial_block=South America,-0.061009674602606215
per_capita,M0star,primary_loco,ETH,income_group=Low-income countries,0.0022918210136599363
per_capita,M0star,primary_loco,ETH,income_group=Lower-middle-income countries,-0.011471780216133882
per_capita,M0star,primary_loco,ETH,income_group=Upper-middle-income countries,-0.014873722588914241
per_capita,M0star,primary_loco,GAB,intercept,0.17462930786288094
per_capita,M0star,primary_loco,GAB,cum_co2_per_capita,0.017016909278145483
per_capita,M0star,primary_loco,GAB,abs_latitude,0.0010001812571968696
per_capita,M0star,primary_loco,GAB,elevation,-5.084999922068131e-07
per_capita,M0star,primary_loco,GAB,continentality,4.606133518461306e-05
per_capita,M0star,primary_loco,GAB,population,0.00059589129428812
per_capita,M0star,primary_loco,GAB,station_density,-0.001534911435406474
per_capita,M0star,primary_loco,GAB,climate_zone=B,0.0008543776873024865
per_capita,M0star,primary_loco,GAB,climate_zone=C,-0.027610678832933024
per_capita,M0star,primary_loco,GAB,climate_zone=D,-0.012238523100620777
per_capita,M0star,primary_loco,GAB,climate_zone=E,-0.09853366501304459
per_capita,M0star,primary_loco,GAB,hemisphere=S,-0.032158713454399614
per_capita,M0star,primary_loco,GAB,spatial_block=Asia,-0.056405728707652536
per_capita,M0star,primary_loco,GAB,spatial_block=Europe,-0.06520963872180903
per_capita,M0star,primary_loco,GAB,spatial_block=North America,-0.09745588196258814
per_capita,M0star,primary_loco,GAB,spatial_block=Oceania,-0.055054508884462686
per_capita,M0star,primary_loco,GAB,spatial_block=South America,-0.06515581840056879
per_capita,M0star,primary_loco,GAB,income_group=Low-income countries,-0.0005376084835395099
per_capita,M0star,primary_loco,GAB,income_group=Lower-middle-income countries,-0.013013519689008978
per_capita,M0star,primary_loco,GAB,income_group=Upper-middle-income countries,-0.014547337590835336
per_capita,M0star,primary_loco,GHA,intercept,0.14902300653119963
per_capita,M0star,primary_loco,GHA,cum_co2_per_capita,0.016123203152149126
per_capita,M0star,primary_loco,GHA,abs_latitude,0.0010572239270511485
per_capita,M0star,primary_loco,GHA,elevation,-5.221721828943058e-07
per_capita,M0star,primary_loco,GHA,continentality,4.05576328349683e-05
per_capita,M0star,primary_loco,GHA,population,0.002450350626628079
per_capita,M0star,primary_loco,GHA,station_density,-0.0017189964808227395
per_capita,M0star,primary_loco,GHA,climate_zone=B,0.007129386503476381
per_capita,M0star,primary_loco,GHA,climate_zone=C,-0.02178324325766491
per_capita,M0star,primary_loco,GHA,climate_zone=D,-0.00619860127864847
per_capita,M0star,primary_loco,GHA,climate_zone=E,-0.09184564584646897
per_capita,M0star,primary_loco,GHA,hemisphere=S,-0.023384852947279784
per_capita,M0star,primary_loco,GHA,spatial_block=Asia,-0.04883007431544078
per_capita,M0star,primary_loco,GHA,spatial_block=Europe,-0.05744032022247895
per_capita,M0star,primary_loco,GHA,spatial_block=North America,-0.08609738915703723
per_capita,M0star,primary_loco,GHA,spatial_block=Oceania,-0.055655262832057496
per_capita,M0star,primary_loco,GHA,spatial_block=South America,-0.06101891749635901
per_capita,M0star,primary_loco,GHA,income_group=Low-income countries,0.005518654458872111
per_capita,M0star,primary_loco,GHA,income_group=Lower-middle-income countries,-0.009107244831494034
per_capita,M0star,primary_loco,GHA,income_group=Upper-middle-income countries,-0.01378006895012308
per_capita,M0star,primary_loco,GIN,intercept,0.12843025113748296
per_capita,M0star,primary_loco,GIN,cum_co2_per_capita,0.01928106662348072
per_capita,M0star,primary_loco,GIN,abs_latitude,0.0010119730917752463
per_capita,M0star,primary_loco,GIN,elevation,1.4509459626480836e-06
per_capita,M0star,primary_loco,GIN,continentality,4.379671079484953e-05
per_capita,M0star,primary_loco,GIN,population,0.0039030246826747637
per_capita,M0star,primary_loco,GIN,station_density,-0.0017308688071301778
per_capita,M0star,primary_loco,GIN,climate_zone=B,0.0032726089611860416
per_capita,M0star,primary_loco,GIN,climate_zone=C,-0.023885944744719743
per_capita,M0star,primary_loco,GIN,climate_zone=D,-0.009280525417669466
per_capita,M0star,primary_loco,GIN,climate_zone=E,-0.09105525777811921
per_capita,M0star,primary_loco,GIN,hemisphere=S,-0.01882320796077836
per_capita,M0star,primary_loco,GIN,spatial_block=Asia,-0.04362957218445505
per_capita,M0star,primary_loco,GIN,spatial_block=Europe,-0.05154748178947324
per_capita,M0star,primary_loco,GIN,spatial_block=North America,-0.08065864683627191
per_capita,M0star,primary_loco,GIN,spatial_block=Oceania,-0.05382631823160634
per_capita,M0star,primary_loco,GIN,spatial_block=South America,-0.06048185313619926
per_capita,M0star,primary_loco,GIN,income_group=Low-income countries,0.006164269620742927
per_capita,M0star,primary_loco,GIN,income_group=Lower-middle-income countries,-0.009302703640094905
per_capita,M0star,primary_loco,GIN,income_group=Upper-middle-income countries,-0.01323814738885312
per_capita,M0star,primary_loco,GNB,intercept,0.12980488970140636
per_capita,M0star,primary_loco,GNB,cum_co2_per_capita,0.020148821235506452
per_capita,M0star,primary_loco,GNB,abs_latitude,0.0010094884875918003
per_capita,M0star,primary_loco,GNB,elevation,1.519962382016463e-06
per_capita,M0star,primary_loco,GNB,continentality,4.308685810121734e-05
per_capita,M0star,primary_loco,GNB,population,0.0038355277845203463
per_capita,M0star,primary_loco,GNB,station_density,-0.001749594827789432
per_capita,M0star,primary_loco,GNB,climate_zone=B,0.0016985253622098175
per_capita,M0star,primary_loco,GNB,climate_zone=C,-0.024716774070926924
per_capita,M0star,primary_loco,GNB,climate_zone=D,-0.010116060796966224
per_capita,M0star,primary_loco,GNB,climate_zone=E,-0.09204532159160364
per_capita,M0star,primary_loco,GNB,hemisphere=S,-0.020432712838794668
per_capita,M0star,primary_loco,GNB,spatial_block=Asia,-0.04534041644785963
per_capita,M0star,primary_loco,GNB,spatial_block=Europe,-0.053619540903599335
per_capita,M0star,primary_loco,GNB,spatial_block=North America,-0.08296902739491094
per_capita,M0star,primary_loco,GNB,spatial_block=Oceania,-0.0546642326353515
per_capita,M0star,primary_loco,GNB,spatial_block=South America,-0.061118775878462435
per_capita,M0star,primary_loco,GNB,income_group=Low-income countries,0.007937413320831834
per_capita,M0star,primary_loco,GNB,income_group=Lower-middle-income countries,-0.00839226533254022
per_capita,M0star,primary_loco,GNB,income_group=Upper-middle-income countries,-0.013274993986014212
per_capita,M0star,primary_loco,KEN,intercept,0.14792238513304629
per_capita,M0star,primary_loco,KEN,cum_co2_per_capita,0.017984970782087373
per_capita,M0star,primary_loco,KEN,abs_latitude,0.0010072708690657636
per_capita,M0star,primary_loco,KEN,elevation,-4.0206420980991225e-06
per_capita,M0star,primary_loco,KEN,continentality,4.181719950586051e-05
per_capita,M0star,primary_loco,KEN,population,0.002012460369661904
per_capita,M0star,primary_loco,KEN,station_density,-0.0016036890624661776
per_capita,M0star,primary_loco,KEN,climate_zone=B,0.012015751282589733
per_capita,M0star,primary_loco,KEN,climate_zone=C,-0.015849723717182525
per_capita,M0star,primary_loco,KEN,climate_zone=D,0.0003012369318824223
per_capita,M0star,primary_loco,KEN,climate_zone=E,-0.0846991113601658
per_capita,M0star,primary_loco,KEN,hemisphere=S,-0.03376415936579154
per_capita,M0star,primary_loco,KEN,spatial_block=Asia,-0.05211071238717059
per_capita,M0star,primary_loco,KEN,spatial_block=Europe,-0.06218699914396934
per_capita,M0star,primary_loco,KEN,spatial_block=North America,-0.08818656555461492
per_capita,M0star,primary_loco,KEN,spatial_block=Oceania,-0.04981840660375372
per_capita,M0star,primary_loco,KEN,spatial_block=South America,-0.05471547850921657
per_capita,M0star,primary_loco,KEN,income_group=Low-income countries,0.014144930241752078
per_capita,M0star,primary_loco,KEN,income_group=Lower-middle-income countries,-0.004891567173722733
per_capita,M0star,primary_loco,KEN,income_group=Upper-middle-income countries,-0.011901620454831768
per_capita,M0star,primary_loco,LSO,intercept,0.16479532010134484
per_capita,M0star,primary_loco,LSO,cum_co2_per_capita,0.015316074520680987
per_capita,M0star,primary_loco,LSO,abs_latitude,0.0012203024571800095
per_capita,M0star,primary_loco,LSO,elevation,-5.149917779762609e-07
per_capita,M0star,primary_loco,LSO,continentality,3.9756819431327375e-05
per_capita,M0star,primary_loco,LSO,population,0.00108184070534922
per_capita,M0star,primary_loco,LSO,station_density,-0.0014898427114418684
per_capita,M0star,primary_loco,LSO,climate_zone=B,0.007463364631862387
per_capita,M0star,primary_loco,LSO,climate_zone=C,-0.02499835533401489
per_capita,M0star,primary_loco,LSO,climate_zone=D,-0.010028050703812366
per_capita,M0star,primary_loco,LSO,climate_zone=E,-0.09921716717211321
per_capita,M0star,primary_loco,LSO,hemisphere=S,-0.01677429289808245
per_capita,M0star,primary_loco,LSO,spatial_block=Asia,-0.05664445525000649
per_capita,M0star,primary_loco,LSO,spatial_block=Europe,-0.06674279299738435
per_capita,M0star,primary_loco,LSO,spatial_block=North America,-0.09386998762476007
per_capita,M0star,primary_loco,LSO,spatial_block=Oceania,-0.06842644550514276
per_capita,M0star,primary_loco,LSO,spatial_block=South America,-0.07333042081527955
per_capita,M0star,primary_loco,LSO,income_group=Low-income countries,0.00016010995304646623
per_capita,M0star,primary_loco,LSO,income_group=Lower-middle-income countries,-0.010906260128803098
per_capita,M0star,primary_loco,LSO,income_group=Upper-middle-income countries,-0.012185690028076568
