representation,model,protocol,fit,column,coefficient
per_capita,M0star,primary_loco,LBR,intercept,0.1429490026853297
per_capita,M0star,primary_loco,LBR,cum_co2_per_capita,0.017530904846466012
per_capita,M0star,primary_loco,LBR,abs_latitude,0.0010520172051651983
per_capita,M0star,primary_loco,LBR,elevation,2.2307401459827568e-07
per_capita,M0star,primary_loco,LBR,continentality,4.235445401875974e-05
per_capita,M0star,primary_loco,LBR,population,0.00244520446824477
per_capita,M0star,primary_loco,LBR,station_density,-0.0016583525291864402
per_capita,M0star,primary_loco,LBR,climate_zone=B,0.005967030307357618
per_capita,M0star,primary_loco,LBR,climate_zone=C,-0.022401894013691758
per_capita,M0star,primary_loco,LBR,climate_zone=D,-0.007456203780182157
per_capita,M0star,primary_loco,LBR,climate_zone=E,-0.09221632671166351
per_capita,M0star,primary_loco,LBR,hemisphere=S,-0.02095204268371153
per_capita,M0star,primary_loco,LBR,spatial_block=Asia,-0.0460256549423177
per_capita,M0star,primary_loco,LBR,spatial_block=Europe,-0.05457907597674499
per_capita,M0star,primary_loco,LBR,spatial_block=North America,-0.08293863302817449
per_capita,M0star,primary_loco,LBR,spatial_block=Oceania,-0.05454695143414964
per_capita,M0star,primary_loco,LBR,spatial_block=South America,-0.06030014896887171
per_capita,M0star,primary_loco,LBR,income_group=Low-income countries,0.006872180975822601
per_capita,M0star,primary_loco,LBR,income_group=Lower-middle-income countries,-0.008948235446414085
per_capita,M0star,primary_loco,LBR,income_group=Upper-middle-income countries,-0.013293222629584935
per_capita,M0star,primary_loco,LBY,intercept,0.13486115440291668
per_capita,M0star,primary_loco,LBY,cum_co2_per_capita,0.017501765187104622
per_capita,M0star,primary_loco,LBY,abs_latitude,0.0010743391010528357
per_capita,M0star,primary_loco,LBY,elevation,-2.687338337572151e-06
per_capita,M0star,primary_loco,LBY,continentality,4.2605018271983945e-05
per_capita,M0star,primary_loco,LBY,population,0.005088646605250312
per_capita,M0star,primary_loco,LBY,station_density,-0.001593717093666434
per_capita,M0star,primary_loco,LBY,climate_zone=B,0.014173018263375425
per_capita,M0star,primary_loco,LBY,climate_zone=C,-0.02265041103698336
per_capita,M0star,primary_loco,LBY,climate_zone=D,-0.005007887062027055
per_capita,M0star,primary_loco,LBY,climate_zone=E,-0.08777807327010394
per_capita,M0star,primary_loco,LBY,hemisphere=S,-0.030688112428925964
per_capita,M0star,primary_loco,LBY,spatial_block=Asia,-0.0611771952454051
per_capita,M0star,primary_loco,LBY,spatial_block=Europe,-0.06639362438284184
per_capita,M0star,primary_loco,LBY,spatial_block=North America,-0.09464810158437846
per_capita,M0star,primary_loco,LBY,spatial_block=Oceania,-0.0569845956975011
per_capita,M0star,primary_loco,LBY,spatial_block=South America,-0.06428140804826134
per_capita,M0star,primary_loco,LBY,income_group=Low-income countries,0.007163672782858474
per_capita,M0star,primary_loco,LBY,income_group=Lower-middle-income countries,-0.005975496451786768
per_capita,M0star,primary_loco,LBY,income_group=Upper-middle-income countries,-0.013257507182426952
per_capita,M0star,primary_loco,MDG,intercept,0.14914985434209632
per_capita,M0star,primary_loco,MDG,cum_co2_per_capita,0.0158272470342382
per_capita,M0star,primary_loco,MDG,abs_latitude,0.0011017330319096224
per_capita,M0star,primary_loco,MDG,elevation,-7.918598703591046e-07
per_capita,M0star,primary_loco,MDG,continentality,4.0081637104330173e-05
per_capita,M0star,primary_loco,MDG,population,0.003082250426080727
per_capita,M0star,primary_loco,MDG,station_density,-0.0017162569786266556
per_capita,M0star,primary_loco,MDG,climate_zone=B,0.004794426753738963
per_capita,M0star,primary_loco,MDG,climate_zone=C,-0.023905333265278723
per_capita,M0star,primary_loco,MDG,climate_zone=D,-0.007847010835275314
per_capita,M0star,primary_loco,MDG,climate_zone=E,-0.09369753644296533
per_capita,M0star,primary_loco,MDG,hemisphere=S,-0.025073293088371276
per_capita,M0star,primary_loco,MDG,spatial_block=Asia,-0.05222438777591349
per_capita,M0star,primary_loco,MDG,spatial_block=Europe,-0.061236449239310285
per_capita,M0star,primary_loco,MDG,spatial_block=North America,-0.09009676286766242
per_capita,M0star,primary_loco,MDG,spatial_block=Oceania,-0.05763115469292521
per_capita,M0star,primary_loco,MDG,spatial_block=South America,-0.06275082106115423
per_capita,M0star,primary_loco,MDG,income_group=Low-income countries,0.004951867437016362
per_capita,M0star,primary_loco,MDG,income_group=Lower-middle-income countries,-0.009188130018533355
per_capita,M0star,primary_loco,MDG,income_group=Upper-middle-income countries,-0.01437495610787822
per_capita,M0star,primary_loco,MWI,intercept,0.14888542906239186
per_capita,M0star,primary_loco,MWI,cum_co2_per_capita,0.01853856394882089
per_capita,M0star,primary_loco,MWI,abs_latitude,0.001021443802979913
per_capita,M0star,primary_loco,MWI,elevation,-1.078578562200936e-06
per_capita,M0star,primary_loco,MWI,continentality,4.1874134161327676e-05
per_capita,M0star,primary_loco,MWI,population,0.0021754103966973915
per_capita,M0star,primary_loco,MWI,station_density,-0.0016815046162065017
per_capita,M0star,primary_loco,MWI,climate_zone=B,0.005638934840178502
per_capita,M0star,primary_loco,MWI,climate_zone=C,-0.02068013225380419
per_capita,M0star,primary_loco,MWI,climate_zone=D,-0.005461618368205514
per_capita,M0star,primary_loco,MWI,climate_zone=E,-0.09039167691145257
per_capita,M0star,primary_loco,MWI,hemisphere=S,-0.02572106079837304
per_capita,M0star,primary_loco,MWI,spatial_block=Asia,-0.05182092406147084
per_capita,M0star,primary_loco,MWI,spatial_block=Europe,-0.06123347074095851
per_capita,M0star,primary_loco,MWI,spatial_block=North America,-0.08925676613916067
per_capita,M0star,primary_loco,MWI,spatial_block=Oceania,-0.05752182049800308
per_capita,M0star,primary_loco,MWI,spatial_block=South America,-0.06193101258964615
per_capita,M0star,primary_loco,MWI,income_group=Low-income countries,0.010244419344267378
per_capita,M0star,primary_loco,MWI,income_group=Lower-middle-income countries,-0.00597002195887142
per_capita,M0star,primary_loco,MWI,income_group=Upper-middle-income countries,-0.01330812551381923
per_capita,M0star,primary_loco,MLI,intercept,0.12780979375452592
per_capita,M0star,primary_loco,MLI,cum_co2_per_capita,0.022888585709027347
per_capita,M0star,primary_loco,MLI,abs_latitude,0.0007799971343187071
per_capita,M0star,primary_loco,MLI,elevation,1.74742971876452e-06
per_capita,M0star,primary_loco,MLI,continentality,4.71029962882441e-05
per_capita,M0star,primary_loco,MLI,population,0.0012274978220745026
per_capita,M0star,primary_loco,MLI,station_density,-0.0015112333828898492
per_capita,M0star,primary_loco,MLI,climate_zone=B,0.006260442169997786
per_capita,M0star,primary_loco,MLI,climate_zone=C,-0.025568390179293677
per_capita,M0star,primary_loco,MLI,climate_zone=D,-0.009289213776084083
per_capita,M0star,primary_loco,MLI,climate_zone=E,-0.09043688712437958
per_capita,M0star,primary_loco,MLI,hemisphere=S,-0.007506466262592875
per_capita,M0star,primary_loco,MLI,spatial_block=Asia,-0.027829414470984623
per_capita,M0star,primary_loco,MLI,spatial_block=Europe,-0.031445326312618614
per_capita,M0star,primary_loco,MLI,spatial_block=North America,-0.06443839426919833
per_capita,M0star,primary_loco,MLI,spatial_block=Oceania,-0.04709575233000635
per_capita,M0star,primary_loco,MLI,spatial_block=South America,-0.05339753217418385
per_capita,M0star,primary_loco,MLI,income_group=Low-income countries,0.015898096452942816
per_capita,M0star,primary_loco,MLI,income_group=Lower-middle-income countries,-0.007757303006648615
per_capita,M0star,primary_loco,MLI,income_group=Upper-middle-income countries,-0.012915330630684733
per_capita,M0star,primary_loco,MRT,intercept,0.13689021480531594
per_capita,M0star,primary_loco,MRT,cum_co2_per_capita,0.022076606451560645
per_capita,M0star,primary_loco,MRT,abs_latitude,0.0008464756315916023
per_capita,M0star,primary_loco,MRT,elevation,1.4023701006316004e-06
per_capita,M0star,primary_loco,MRT,continentality,4.5207797980884085e-05
per_capita,M0star,primary_loco,MRT,population,0.0018304816058740874
per_capita,M0star,primary_loco,MRT,station_density,-0.0014297919403725517
per_capita,M0star,primary_loco,MRT,climate_zone=B,0.0023960800812746976
per_capita,M0star,primary_loco,MRT,climate_zone=C,-0.028340197601567352
per_capita,M0star,primary_loco,MRT,climate_zone=D,-0.010050521591635527
per_capita,M0star,primary_loco,MRT,climate_zone=E,-0.09171794778441149
per_capita,M0star,primary_loco,MRT,hemisphere=S,-0.01628815133285262
per_capita,M0star,primary_loco,MRT,spatial_block=Asia,-0.03869355827910769
per_capita,M0star,primary_loco,MRT,spatial_block=Europe,-0.04456062885750349
per_capita,M0star,primary_loco,MRT,spatial_block=North America,-0.07661992031476929
per_capita,M0star,primary_loco,MRT,spatial_block=Oceania,-0.050030204653132605
per_capita,M0star,primary_loco,MRT,spatial_block=South America,-0.05715745980302917
per_capita,M0star,primary_loco,MRT,income_group=Low-income countries,0.013924259742099338
per_capita,M0star,primary_loco,MRT,income_group=Lower-middle-income countries,-0.0070046542198198124
per_capita,M0star,primary_loco,MRT,income_group=Upper-middle-income countries,-0.013931602298224894
per_capita,M0star,primary_loco,MAR,intercept,0.14882393194210303
per_capita,M0star,primary_loco,MAR,cum_co2_per_capita,0.01907937582000286
per_capita,M0star,primary_loco,MAR,abs_latitude,0.0009165558953557355
per_capita,M0star,primary_loco,MAR,elevation,-3.734484062817508e-09
per_capita,M0star,primary_loco,MAR,continentality,4.33883360194775e-05
per_capita,M0star,primary_loco,MAR,population,0.0015929645862839533
per_capita,M0star,primary_loco,MAR,station_density,-0.0014008163289967058
per_capita,M0star,primary_loco,MAR,climate_zone=B,0.004080283850643668
per_capita,M0star,primary_loco,MAR,climate_zone=C,-0.02786020377644391
per_capita,M0star,primary_loco,MAR,climate_zone=D,-0.007499151213228582
per_capita,M0star,primary_loco,MAR,climate_zone=E,-0.09112986606786196
per_capita,M0star,primary_loco,MAR,hemisphere=S,-0.020433739901768843
per_capita,M0star,primary_loco,MAR,spatial_block=Asia,-0.04437529711601952
per_capita,M0star,primary_loco,MAR,spatial_block=Europe,-0.0521169455586577
per_capita,M0star,primary_loco,MAR,spatial_block=North America,-0.08242814393107621
per_capita,M0star,primary_loco,MAR,spatial_block=Oceania,-0.05180073941204087
per_capita,M0star,primary_loco,MAR,spatial_block=South America,-0.05856744828793957
per_capita,M0star,primary_loco,MAR,income_group=Low-income countries,0.010044653362754221
per_capita,M0star,primary_loco,MAR,income_group=Lower-middle-income countries,-0.007428207226556616
per_capita,M0star,primary_loco,MAR,income_group=Upper-middle-income countries,-0.014470229153324183
per_capita,M0star,primary_loco,MOZ,intercept,0.16232409294979475
per_capita,M0star,primary_loco,MOZ,cum_co2_per_capita,0.0186261544890869
per_capita,M0star,primary_loco,MOZ,abs_latitude,0.0011594781220081566
per_capita,M0star,primary_loco,MOZ,elevation,-1.0908675342368929e-06
per_capita,M0star,primary_loco,MOZ,continentality,4.146470247325505e-05
per_capita,M0star,primary_loco,MOZ,population,0.0003268871154493507
per_capita,M0star,primary_loco,MOZ,station_density,-0.0015096417188080388
per_capita,M0star,primary_loco,MOZ,climate_zone=B,0.007311239635464472
per_capita,M0star,primary_loco,MOZ,climate_zone=C,-0.021570432836296703
per_capita,M0star,primary_loco,MOZ,climate_zone=D,-0.0077686327162473975
per_capita,M0star,primary_loco,MOZ,climate_zone=E,-0.09612200889520754
per_capita,M0star,primary_loco,MOZ,hemisphere=S,-0.012457646814513862
per_capita,M0star,primary_loco,MOZ,spatial_block=Asia,-0.056833893096829645
per_capita,M0star,primary_loco,MOZ,spatial_block=Europe,-0.06793389125046538
per_capita,M0star,primary_loco,MOZ,spatial_block=North America,-0.09362985662825228
per_capita,M0star,primary_loco,MOZ,spatial_block=Oceania,-0.07442397772899467
per_capita,M0star,primary_loco,MOZ,spatial_block=South America,-0.07636620970508391
per_capita,M0star,primary_loco,MOZ,income_group=Low-income countries,0.007281342035387104
per_capita,M0star,primary_loco,MOZ,income_group=Lower-middle-income countries,-0.006777032892373827
per_capita,M0star,primary_loco,MOZ,income_group=Upper-middle-income countries,-0.010784551208360357
per_capita,M0star,primary_loco,NAM,intercept,0.16227268792686542
per_capita,M0star,primary_loco,NAM,cum_co2_per_capita,0.015879333625303617
per_capita,M0star,primary_loco,NAM,abs_latitude,0.0011594703630521583
per_capita,M0star,primary_loco,NAM,elevation,1.4366921182137119e-06
per_capita,M0star,primary_loco,NAM,continentality,4.289253590185472e-05
per_capita,M0star,primary_loco,NAM,population,0.0014948867551115466
per_capita,M0star,primary_loco,NAM,station_density,-0.001468024732720294
per_capita,M0star,primary_loco,NAM,climate_zone=B,0.006429115334581451
per_capita,M0star,primary_loco,NAM,climate_zone=C,-0.026355343703110254
per_capita,M0star,primary_loco,NAM,climate_zone=D,-0.011845097277781706
per_capita,M0star,primary_loco,NAM,climate_zone=E,-0.09888414277037688
per_capita,M0star,primary_loco,NAM,hemisphere=S,-0.02164165559684351
per_capita,M0star,primary_loco,NAM,spatial_block=Asia,-0.05649134315148423
per_capita,M0star,primary_loco,NAM,spatial_block=Europe,-0.06492993528704862
per_capita,M0star,primary_loco,NAM,spatial_block=North America,-0.09341372604474048
per_capita,M0star,primary_loco,NAM,spatial_block=Oceania,-0.06192125423579478
per_capita,M0star,primary_loco,NAM,spatial_block=South America,-0.07097555107221575
per_capita,M0star,primary_loco,NAM,income_group=Low-income countries,-0.002239597818055489
per_capita,M0star,primary_loco,NAM,income_group=Lower-middle-income countries,-0.012498152199798118
per_capita,M0star,primary_loco,NAM,income_group=Upper-middle-income countries,-0.013047013301100968
per_capita,M0star,primary_loco,NER,intercept,0.15434634750605414
per_capita,M0star,primary_loco,NER,cum_co2_per_capita,0.017459078058817884
per_capita,M0star,primary_loco,NER,abs_latitude,0.0010396960129137355
per_capita,M0star,primary_loco,NER,elevation,-9.55968967843485e-07
per_capita,M0star,primary_loco,NER,continentality,4.2618007301128646e-05
per_capita,M0star,primary_loco,NER,population,0.00213934002848964
per_capita,M0star,primary_loco,NER,station_density,-0.0016022319312039548
per_capita,M0star,primary_loco,NER,climate_zone=B,0.006218827692670683
per_capita,M0star,primary_loco,NER,climate_zone=C,-0.02473378609522137
per_capita,M0star,primary_loco,NER,climate_zone=D,-0.008364690722096682
per_capita,M0star,primary_loco,NER,climate_zone=E,-0.09391812802709776
per_capita,M0star,primary_loco,NER,hemisphere=S,-0.02683269918588285
per_capita,M0star,primary_loco,NER,spatial_block=Asia,-0.053569720851887576
per_capita,M0star,primary_loco,NER,spatial_block=Europe,-0.06141860929815278
per_capita,M0star,primary_loco,NER,spatial_block=North America,-0.09119854106552099
per_capita,M0star,primary_loco,NER,spatial_block=Oceania,-0.05627746503224393
per_capita,M0star,primary_loco,NER,spatial_block=South America,-0.06295406731178255
per_capita,M0star,primary_loco,NER,income_group=Low-income countries,0.0056074333784928865
per_capita,M0star,primary_loco,NER,income_group=Lower-middle-income countries,-0.008383643027833254
per_capita,M0star,primary_loco,NER,income_group=Upper-middle-income countries,-0.013977959862204903
per_capita,M0star,primary_loco,NGA,intercept,0.1760816013591239
per_capita,M0star,primary_loco,NGA,cum_co2_per_capita,0.0177249168922823
per_capita,M0star,primary_loco,NGA,abs_latitude,0.0008800884365828446
per_capita,M0star,primary_loco,NGA,elevation,-1.986543081430039e-06
per_capita,M0star,primary_loco,NGA,continentality,4.807738713606757e-05
per_capita,M0star,primary_loco,NGA,population,0.00043832169946175943
per_capita,M0star,primary_loco,NGA,station_density,-0.0016702054968653671
per_capita,M0star,primary_loco,NGA,climate_zone=B,0.001880732098984108
per_capita,M0star,primary_loco,NGA,climate_zone=C,-0.022711612900135264
per_capita,M0star,primary_loco,NGA,climate_zone=D,-0.007656573431258293
per_capita,M0star,primary_loco,NGA,climate_zone=E,-0.09229758943531051
per_capita,M0star,primary_loco,NGA,hemisphere=S,-0.03174697217822017
per_capita,M0star,primary_loco,NGA,spatial_block=Asia,-0.0568547828100903
per_capita,M0star,primary_loco,NGA,spatial_block=Europe,-0.06597208912464618
