weights,family,representation,theta,loglik
station,sem,per_capita,0.1100000000000001,329.6603087230438
station,sem,per_capita,0.1200000000000001,330.0713701634351
station,sem,per_capita,0.13000000000000012,330.4827595011409
station,sem,per_capita,0.14000000000000012,330.89444738825847
station,sem,per_capita,0.15000000000000013,331.30640250314895
station,sem,per_capita,0.16000000000000014,331.71859145296844
station,sem,per_capita,0.16999999999999993,332.13097867168244
station,sem,per_capita,0.17999999999999994,332.54352631335973
station,sem,per_capita,0.18999999999999995,332.9561941405342
station,sem,per_capita,0.19999999999999996,333.368939407412
station,sem,per_capita,0.20999999999999996,333.78171673769106
station,sem,per_capita,0.21999999999999997,334.1944779967477
station,sem,per_capita,0.22999999999999998,334.60717215793596
station,sem,per_capita,0.24,335.0197451627261
station,sem,per_capita,0.25,335.43213977440166
station,sem,per_capita,0.26,335.8442954250128
station,sem,per_capita,0.27,336.25614805527135
station,sem,per_capita,0.28,336.6676299470517
station,sem,per_capita,0.29000000000000004,337.07866954814335
station,sem,per_capita,0.30000000000000004,337.4891912888786
station,sem,per_capita,0.31000000000000005,337.89911539023456
station,sem,per_capita,0.32000000000000006,338.30835766298134
station,sem,per_capita,0.33000000000000007,338.71682929741996
station,sem,per_capita,0.3400000000000001,339.124436643219
station,sem,per_capita,0.3500000000000001,339.5310809788226
station,sem,per_capita,0.3600000000000001,339.93665826986177
station,sem,per_capita,0.3700000000000001,340.3410589159532
station,sem,per_capita,0.3800000000000001,340.7441674852189
station,sem,per_capita,0.3900000000000001,341.1458624357976
station,sem,per_capita,0.40000000000000013,341.54601582355696
station,sem,per_capita,0.41000000000000014,341.9444929951336
station,sem,per_capita,0.41999999999999993,342.3411522653443
station,sem,per_capita,0.42999999999999994,342.73584457791134
station,sem,per_capita,0.43999999999999995,343.12841314833014
station,sem,per_capita,0.44999999999999996,343.51869308757836
station,sem,per_capita,0.45999999999999996,343.9065110052105
station,sem,per_capita,0.47,344.2916845902123
station,sem,per_capita,0.48,344.6740221677838
station,sem,per_capita,0.49,345.05332222998607
station,sem,per_capita,0.5,345.4293729379122
station,sem,per_capita,0.51,345.8019515927266
station,sem,per_capita,0.52,346.1708240725364
station,sem,per_capita,0.53,346.5357442316262
station,sem,per_capita,0.54,346.89645325806237
station,sem,per_capita,0.55,347.2526789850638
station,sem,per_capita,0.56,347.60413515081115
station,sem,per_capita,0.5700000000000001,347.95052060049716
station,sem,per_capita,0.5800000000000001,348.2915184233954
station,sem,per_capita,0.5900000000000001,348.62679501648864
station,sem,per_capita,0.6000000000000001,348.9559990647149
station,sem,per_capita,0.6100000000000001,349.2787604261084
station,sem,per_capita,0.6200000000000001,349.59468890794807
station,sem,per_capita,0.6300000000000001,349.9033729174138
station,sem,per_capita,0.6400000000000001,350.20437796705585
station,sem,per_capita,0.6500000000000001,350.4972450114865
station,sem,per_capita,0.6600000000000001,350.78148858691486
station,sem,per_capita,0.6700000000000002,351.05659471924173
station,sem,per_capita,0.6799999999999999,351.3220185591211
station,sem,per_capita,0.69,351.5771816932879
station,sem,per_capita,0.7,351.82146907004653
station,sem,per_capita,0.71,352.0542254624528
station,sem,per_capita,0.72,352.2747513744952
station,sem,per_capita,0.73,352.48229827229966
station,sem,per_capita,0.74,352.6760629923867
station,sem,per_capita,0.75,352.8551811400262
station,sem,per_capita,0.76,353.01871923957884
station,sem,per_capita,0.77,353.16566533087115
station,sem,per_capita,0.78,353.2949176146501
station,sem,per_capita,0.79,353.40527062658674
station,sem,per_capita,0.8,353.4953982492397
station,sem,per_capita,0.81,353.5638326339674
station,sem,per_capita,0.8200000000000001,353.6089377681347
station,sem,per_capita,0.8300000000000001,353.62887593743085
station,sem,per_capita,0.8400000000000001,353.62156461978293
station,sem,per_capita,0.8500000000000001,353.58462027759117
station,sem,per_capita,0.8600000000000001,353.51528387373753
station,sem,per_capita,0.8700000000000001,353.4103203533576
station,sem,per_capita,0.8800000000000001,353.26588014704765
station,sem,per_capita,0.8900000000000001,353.0773037387202
station,sem,per_capita,0.9000000000000001,352.83883813622026
station,sem,per_capita,0.9100000000000001,352.5432118695067
station,sem,per_capita,0.9200000000000002,352.18097252153
station,sem,per_capita,0.9299999999999999,351.739403675309
station,sem,per_capita,0.94,351.2006456967283
station,sem,per_capita,0.95,350.5381759983581
station,sem,per_capita,0.96,349.70950773235626
station,sem,per_capita,0.97,348.6386940531004
station,sem,per_capita,0.98,347.16395055544115
station,sem,per_capita,0.99,344.80146488815046
station,sar,per_capita,-0.99,255.30439065025504
station,sar,per_capita,-0.98,255.9893438562938
station,sar,per_capita,-0.97,256.6751097857265
station,sar,per_capita,-0.96,257.36168701246015
station,sar,per_capita,-0.95,258.04907386984206
station,sar,per_capita,-0.94,258.7372684439215
station,sar,per_capita,-0.9299999999999999,259.4262685665326
station,sar,per_capita,-0.9199999999999999,260.11607180819306
station,sar,per_capita,-0.91,260.80667547081276
station,sar,per_capita,-0.9,261.4980765802105
station,sar,per_capita,-0.89,262.190271878432
station,sar,per_capita,-0.88,262.883257815865
station,sar,per_capita,-0.87,263.57703054314857
station,sar,per_capita,-0.86,264.2715859028676
station,sar,per_capita,-0.85,264.9669194210332
station,sar,per_capita,-0.84,265.66302629833774
station,sar,per_capita,-0.83,266.35990140118537
station,sar,per_capita,-0.82,267.0575392524875
station,sar,per_capita,-0.81,267.7559340222225
station,sar,per_capita,-0.8,268.4550795177505
station,sar,per_capita,-0.79,269.1549691738805
station,sar,per_capita,-0.78,269.85559604268235
station,sar,per_capita,-0.77,270.55695278303955
station,sar,per_capita,-0.76,271.2590316499358
station,sar,per_capita,-0.75,271.96182448347065
station,sar,per_capita,-0.74,272.66532269759625
station,sar,per_capita,-0.73,273.36951726857325
station,sar,per_capita,-0.72,274.07439872313506
station,sar,per_capita,-0.71,274.7799571263577
station,sar,per_capita,-0.7,275.48618206922794
station,sar,per_capita,-0.69,276.1930626559034
station,sar,per_capita,-0.6799999999999999,276.90058749065855
station,sar,per_capita,-0.6699999999999999,277.60874466451037
station,sar,per_capita,-0.6599999999999999,278.3175217415165
station,sar,per_capita,-0.6499999999999999,279.0269057447412
station,sar,per_capita,-0.6399999999999999,279.73688314188024
station,sar,per_capita,-0.63,280.4474398305409
station,sar,per_capita,-0.62,281.15856112316766
station,sar,per_capita,-0.61,281.87023173160986
station,sar,per_capita,-0.6,282.58243575132286
station,sar,per_capita,-0.59,283.2951566451961
station,sar,per_capita,-0.58,284.008377227004
station,sar,per_capita,-0.5700000000000001,284.72207964446966
station,sar,per_capita,-0.56,285.436245361937
station,sar,per_capita,-0.55,286.15085514264484
station,sar,per_capita,-0.54,286.86588903059646
station,sar,per_capita,-0.53,287.58132633201626
station,sar,per_capita,-0.52,288.2971455963913
station,sar,per_capita,-0.51,289.0133245970875
station,sar,per_capita,-0.5,289.7298403115368
station,sar,per_capita,-0.49,290.4466689009896
station,sar,per_capita,-0.48,291.16378568982384
station,sar,per_capita,-0.47,291.88116514440907
station,sar,per_capita,-0.45999999999999996,292.5987808515171
station,sar,per_capita,-0.44999999999999996,293.316605496275
station,sar,per_capita,-0.43999999999999995,294.03461083965556
station,sar,per_capita,-0.42999999999999994,294.7527676955003
station,sar,per_capita,-0.41999999999999993,295.47104590707016
station,sar,per_capita,-0.41000000000000003,296.1894143231201
station,sar,per_capita,-0.4,296.90784077349343
station,sar,per_capita,-0.39,297.6262920442324
station,sar,per_capita,-0.38,298.3447338522012
station,sar,per_capita,-0.37,299.06313081922
station,sar,per_capita,-0.36,299.7814464457064
station,sar,per_capita,-0.35,300.49964308382187
station,sar,per_capita,-0.33999999999999997,301.21768191012364
station,sar,per_capita,-0.32999999999999996,301.9355228977193
station,sar,per_capita,-0.31999999999999995,302.6531247879241
station,sar,per_capita,-0.30999999999999994,303.3704450614225
station,sar,per_capita,-0.29999999999999993,304.08743990893265
station,sar,per_capita,-0.2899999999999999,304.80406420137626
station,sar,per_capita,-0.28,305.5202714595574
station,sar,per_capita,-0.27,306.2360138233502
station,sar,per_capita,-0.26,306.9512420204016
station,sar,per_capita,-0.25,307.665905334353
station,sar,per_capita,-0.24,308.37995157258587
station,sar,per_capita,-0.22999999999999998,309.09332703349645
station,sar,per_capita,-0.21999999999999997,309.80597647331024
station,sar,per_capita,-0.20999999999999996,310.5178430724397
station,sar,per_capita,-0.19999999999999996,311.22886840139853
station,sar,per_capita,-0.18999999999999995,311.93899238627927
station,sar,per_capita,-0.17999999999999994,312.6481532738088
station,sar,per_capita,-0.16999999999999993,313.3562875959908
station,sar,per_capita,-0.15999999999999992,314.0633301343513
station,sar,per_capita,-0.15000000000000002,314.7692138838006
station,sar,per_capita,-0.14,315.4738700161281
station,sar,per_capita,-0.13,316.1772278431469
station,sar,per_capita,-0.12,316.8792147795069
station,sar,per_capita,-0.10999999999999999,317.57975630519553
station,sar,per_capita,-0.09999999999999998,318.27877592774695
station,sar,per_capita,-0.08999999999999997,318.97619514418386
station,sar,per_capita,-0.07999999999999996,319.67193340271245
station,sar,per_capita,-0.06999999999999995,320.3659080641973
station,sar,per_capita,-0.05999999999999994,321.05803436344223
station,sar,per_capita,-0.04999999999999993,321.7482253703027
station,sar,per_capita,-0.039999999999999925,322.4363919506611
station,sar,per_capita,-0.030000000000000027,323.12244272729146
station,sar,per_capita,-0.020000000000000018,323.8062840406461
station,sar,per_capita,-0.010000000000000009,324.4878199095958
station,sar,per_capita,0.0,325.16695199215496
station,sar,per_capita,0.010000000000000009,325.843579546226
station,sar,per_capita,0.020000000000000018,326.51759939039715
station,sar,per_capita,0.030000000000000027,327.18890586482684
station,sar,per_capita,0.040000000000000036,327.8573907922506
station,sar,per_capita,0.050000000000000044,328.5229434391445
station,sar,per_capita,0.06000000000000005,329.1854504770807
station,sar,per_capita,0.07000000000000006,329.84479594430655
station,sar,per_capita,0.08000000000000007,330.5008612075854
station,sar,per_capita,0.09000000000000008,331.15352492432567
station,sar,per_capita,0.10000000000000009,331.8026630050336
station,sar,per_capita,0.1100000000000001,332.4481485761141
station,sar,per_capita,0.1200000000000001,333.0898519430502
station,sar,per_capita,0.13000000000000012,333.72764055398045
station,sar,per_capita,0.14000000000000012,334.36137896369445
station,sar,per_capita,0.15000000000000013,334.9909287980627
station,sar,per_capita,0.16000000000000014,335.6161487189087
station,sar,per_capita,0.16999999999999993,336.23689438932706
station,sar,per_capita,0.17999999999999994,336.8530184394448
station,sar,per_capita,0.18999999999999995,337.464370432612
station,sar,per_capita,0.19999999999999996,338.0707968320029
station,sar,per_capita,0.20999999999999996,338.6721409675933
station,sar,per_capita,0.21999999999999997,339.26824300347135
station,sar,per_capita,0.22999999999999998,339.8589399054227
station,sar,per_capita,0.24,340.4440654087171
station,sar,per_capita,0.25,341.0234499860045
station,sar,per_capita,0.26,341.5969208152086
station,sar,per_capita,0.27,342.1643017472865
station,sar,per_capita,0.28,342.7254132736934
station,sar,per_capita,0.29000000000000004,343.28007249336565
station,sar,per_capita,0.30000000000000004,343.8280930790063
station,sar,per_capita,0.31000000000000005,344.3692852424158
station,sar,per_capita,0.32000000000000006,344.9034556985786
station,sar,per_capita,0.33000000000000007,345.43040762816656
station,sar,per_capita,0.3400000000000001,345.94994063807195
station,sar,per_capita,0.3500000000000001,346.4618507195315
station,sar,per_capita,0.3600000000000001,346.96593020333654
station,sar,per_capita,0.3700000000000001,347.46196771155587
station,sar,per_capita,0.3800000000000001,347.9497481051251
station,sar,per_capita,0.3900000000000001,348.4290524265636
station,sar,per_capita,0.40000000000000013,348.8996578369865
station,sar,per_capita,0.41000000000000014,349.3613375464686
station,sar,per_capita,0.41999999999999993,349.81386073669586
station,sar,per_capita,0.42999999999999994,350.25699247469714
station,sar,per_capita,0.43999999999999995,350.6904936162966
station,sar,per_capita,0.44999999999999996,351.11412069775
station,sar,per_capita,0.45999999999999996,351.52762581382194
station,sar,per_capita,0.47,351.93075648034085
station,sar,per_capita,0.48,352.3232554790007
station,sar,per_capita,0.49,352.70486068188904
station,sar,per_capita,0.5,353.0753048528755
station,sar,per_capita,0.51,353.4343154226075
station,sar,per_capita,0.52,353.78161423341015
station,sar,per_capita,0.53,354.116917249869
station,sar,per_capita,0.54,354.4399342302713
station,sar,per_capita,0.55,354.7503683533818
station,sar,per_capita,0.56,355.04791579421436
station,sar,per_capita,0.5700000000000001,355.3322652415003
station,sar,per_capita,0.5800000000000001,355.6030973484322
station,sar,per_capita,0.5900000000000001,355.8600841069289
station,sar,per_capita,0.6000000000000001,356.1028881340944
station,sar,per_capita,0.6100000000000001,356.3311618576637
station,sar,per_capita,0.6200000000000001,356.54454658498076
station,sar,per_capita,0.6300000000000001,356.74267143735756
station,sar,per_capita,0.6400000000000001,356.9251521283953
station,sar,per_capita,0.6500000000000001,357.0915895608896
station,sar,per_capita,0.6600000000000001,357.2415682121065
station,sar,per_capita,0.6700000000000002,357.3746542712746
station,sar,per_capita,0.6799999999999999,357.49039348580817
station,sar,per_capita,0.69,357.58830866366225
station,sar,per_capita,0.7,357.66789676782093
station,sar,per_capita,0.71,357.72862552456
station,sar,per_capita,0.72,357.76992944890804
station,sar,per_capita,0.73,357.79120516742296
station,sar,per_capita,0.74,357.79180588835703
station,sar,per_capita,0.75,357.77103483018044
station,sar,per_capita,0.76,357.72813736807854
station,sar,per_capita,0.77,357.66229158988386
station,sar,per_capita,0.78,357.5725968614473
station,sar,per_capita,0.79,357.45805987727675
station,sar,per_capita,0.8,357.3175775014477
station,sar,per_capita,0.81,357.14991546548947
station,sar,per_capita,0.8200000000000001,356.9536816523395
station,sar,per_capita,0.8300000000000001,356.727292209036
station,sar,per_capita,0.8400000000000001,356.468928016778
station,sar,per_capita,0.8500000000000001,356.17647797698044
station,sar,per_capita,0.8600000000000001,355.84746393115074
station,sar,per_capita,0.8700000000000001,355.47893945046536
station,sar,per_capita,0.8800000000000001,355.06735054745735
station,sar,per_capita,0.8900000000000001,354.6083393541738
station,sar,per_capita,0.9000000000000001,354.09645961206684
station,sar,per_capita,0.9100000000000001,353.5247506129812
station,sar,per_capita,0.9200000000000002,352.88407361918047
station,sar,per_capita,0.9299999999999999,352.1620276768943
station,sar,per_capita,0.94,351.34106928069014
station,sar,per_capita,0.95,350.3949915756787
station,sar,per_capita,0.96,349.281622086876
station,sar,per_capita,0.97,347.92532615166294
station,sar,per_capita,0.98,346.16462868455494
station,sar,per_capita,0.99,343.5160232797232
