target_lat_index,target_lon_index,target_lat,target_lon,iso3,target_land_area_km2,pre_state,pet_state,status,reason,donor_lat_index,donor_lon_index,donor_lat,donor_lon,donor_distance_km,donor_c2,donor_countries,cross_border
265,391,42.75,15.75,HRV,0.30468932665254234,masked,masked,harmonized,structural_cru_mask,266,392,43.25,16.25,68.90274566602795,-0.08138021596690655,HRV,False
265,392,42.75,16.25,HRV,7.4284557949899055,masked,masked,harmonized,structural_cru_mask,265,393,42.75,16.75,40.9353269082717,-0.04934135031881479,HRV,False
265,441,42.75,40.75,GEO,7.659937492534768,complete,masked,harmonized,structural_cru_mask,265,442,42.75,41.25,40.9353269082717,0.2607787346066561,GEO,False
265,623,42.75,131.75,RUS,79.12855271661604,complete,masked,harmonized,structural_cru_mask,265,622,42.75,131.25,40.9353269082717,-0.06858913634696515,RUS,False
265,628,42.75,134.25,RUS,31.366964347299362,complete,masked,harmonized,structural_cru_mask,265,627,42.75,133.75,40.9353269082717,0.051014411998958675,RUS,False
265,650,42.75,145.25,JPN,0.9642423097679919,masked,masked,harmonized,structural_cru_mask,265,649,42.75,144.75,40.9353269082717,0.2906866282172091,JPN,False
266,227,43.25,-66.25,CAN,4.8865859049293165,masked,masked,harmonized,structural_cru_mask,267,227,43.75,-66.25,55.55124219025694,0.24736558596997507,CAN,False
266,228,43.25,-65.75,CAN,49.27814611133358,masked,masked,harmonized,structural_cru_mask,267,228,43.75,-65.75,55.55124219025694,0.2702389633728706,CAN,False
266,229,43.25,-65.25,CAN,13.864032741216759,masked,masked,harmonized,structural_cru_mask,267,229,43.75,-65.25,55.55124219025694,0.2650446888109873,CAN,False
266,368,43.25,4.25,FRA,116.6375121028847,complete,masked,harmonized,structural_cru_mask,266,367,43.25,3.75,40.60473983896188,-0.16690909860382558,FRA,False
266,378,43.25,9.25,FRA,11.059102112743862,masked,masked,harmonized,structural_cru_mask,265,378,42.75,9.25,55.54636837606623,-0.11452918823496407,FRA,False
266,379,43.25,9.75,ITA,24.10382055506409,complete,masked,harmonized,structural_cru_mask,266,380,43.25,10.25,40.60473983896188,-0.09370233445897623,ITA,False
266,391,43.25,15.75,HRV,6.23349422758488,masked,masked,harmonized,structural_cru_mask,266,392,43.25,16.25,40.60473983896188,-0.08138021596690655,HRV,False
266,417,43.25,28.75,BGR,45.77294264034431,complete,masked,harmonized,structural_cru_mask,266,416,43.25,28.25,40.60473983896188,-0.22849599713427288,BGR,False
266,455,43.25,47.75,RUS,47.68445792437588,masked,masked,harmonized,structural_cru_mask,266,454,43.25,47.25,40.60473983896188,-0.3950954350543231,RUS,False
266,630,43.25,135.25,RUS,15.62221717327969,complete,masked,harmonized,structural_cru_mask,266,629,43.25,134.75,40.60473983896188,0.06116133697300123,RUS,False
266,652,43.25,146.25,RUS,35.83307121345597,masked,masked,harmonized,structural_cru_mask,266,651,43.25,145.75,40.60473983896188,0.2828810153840412,JPN;RUS,False
267,222,43.75,-68.75,USA,7.1878194038770244,complete,masked,harmonized,structural_cru_mask,267,221,43.75,-69.25,40.271042453641435,0.1458805162922778,USA,False
267,239,43.75,-60.25,CAN,8.342254402535504,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
267,240,43.75,-59.75,CAN,27.70800427383129,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
267,352,43.75,-3.75,ESP,5.811975345129805,complete,masked,harmonized,structural_cru_mask,266,352,43.25,-3.75,55.55124219025694,0.13171143820312248,ESP,False
267,356,43.75,-1.75,FRA,12.33024255098094,masked,masked,harmonized,structural_cru_mask,267,357,43.75,-1.25,40.271042453641435,0.15094514989280838,FRA,False
267,455,43.75,47.75,RUS,300.0913468992611,masked,masked,harmonized,structural_cru_mask,267,454,43.75,47.25,40.271042453641435,-0.4491644511494088,RUS,False
267,461,43.75,50.75,KAZ,50.13867038950668,masked,masked,harmonized,structural_cru_mask,267,462,43.75,51.25,40.271042453641435,-0.9590017078472775,KAZ,False
267,631,43.75,135.75,RUS,19.228866350748955,masked,masked,harmonized,structural_cru_mask,267,630,43.75,135.25,40.271042453641435,0.06299285047605213,RUS,False
267,652,43.75,146.25,RUS,54.31843519754307,masked,masked,harmonized,structural_cru_mask,267,651,43.75,145.75,40.271042453641435,0.2779646911742203,RUS,False
268,232,44.25,-63.75,CAN,95.91639332985655,complete,masked,harmonized,structural_cru_mask,268,231,44.25,-64.25,39.934259595385186,0.2661646952872699,CAN,False
268,240,44.25,-59.75,CAN,0.6038076105287628,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
268,388,44.25,14.25,HRV,1.0856394103314069,masked,masked,harmonized,structural_cru_mask,269,388,44.75,14.25,55.561003855978214,0.09742114111448215,HRV,False
268,389,44.25,14.75,HRV,216.02838307261766,complete,masked,harmonized,structural_cru_mask,268,390,44.25,15.25,39.934259595385186,0.12804608009021276,HRV,False
268,426,44.25,33.25,UKR,0.6151848690953406,masked,masked,harmonized,structural_cru_mask,268,427,44.25,33.75,39.934259595385186,-0.11432260934872014,UKR,False
268,454,44.25,47.25,RUS,644.8405352804938,masked,masked,harmonized,structural_cru_mask,268,453,44.25,46.75,39.934259595385186,-0.45267753662738813,RUS,False
268,632,44.25,136.25,RUS,41.98442702818915,complete,masked,harmonized,structural_cru_mask,268,631,44.25,135.75,39.934259595385186,0.03606366891888918,RUS,False
268,642,44.25,141.25,JPN,11.657480832778571,masked,masked,harmonized,structural_cru_mask,268,643,44.25,141.75,39.934259595385186,0.312569059615567,JPN,False
268,649,44.25,144.75,JPN,37.048702270668976,masked,masked,harmonized,structural_cru_mask,268,648,44.25,144.25,39.934259595385186,0.1831253355619088,JPN,False
268,654,44.25,147.25,RUS,1.6393477870231137,masked,masked,harmonized,structural_cru_mask,268,653,44.25,146.75,39.934259595385186,0.3508980560803114,RUS,False
269,227,44.75,-66.25,CAN,24.94158564043808,complete,masked,harmonized,structural_cru_mask,269,226,44.75,-66.75,39.59441635493627,0.22155330198786188,CAN,False
269,385,44.75,12.75,ITA,17.42454332310678,complete,masked,harmonized,structural_cru_mask,269,384,44.75,12.25,39.59441635493627,-0.08323277675448303,ITA,False
269,431,44.75,35.75,UKR,0.6178973772786046,complete,masked,harmonized,structural_cru_mask,269,430,44.75,35.25,39.59441635493627,-0.2428363973172456,UKR,False
269,454,44.75,47.25,RUS,199.30386115732475,masked,masked,harmonized,structural_cru_mask,269,453,44.75,46.75,39.59441635493627,-0.4945059518275598,RUS,False
269,459,44.75,49.75,KAZ,6.953681217867302,masked,masked,harmonized,structural_cru_mask,269,460,44.75,50.25,39.59441635493627,-0.8577595997209201,KAZ,False
269,646,44.75,143.25,JPN,25.09274965177571,masked,masked,harmonized,structural_cru_mask,269,645,44.75,142.75,39.59441635493627,0.3100160412764809,JPN,False
269,652,44.75,146.25,RUS,6.621485194061427,masked,masked,harmonized,structural_cru_mask,268,652,44.25,146.25,55.561003855978214,0.32108556509110125,RUS,False
269,653,44.75,146.75,RUS,66.4706222136297,masked,masked,harmonized,structural_cru_mask,269,654,44.75,147.25,39.59441635493627,0.3455890452923566,RUS,False
270,111,45.25,-124.25,USA,8.974037187799206,complete,masked,harmonized,structural_cru_mask,270,112,45.25,-123.75,39.25153806918061,0.4126086602782709,USA,False
270,238,45.25,-60.75,CAN,31.441203964973887,complete,masked,harmonized,structural_cru_mask,270,237,45.25,-61.25,39.25153806918061,0.31375229141072214,CAN,False
270,385,45.25,12.75,ITA,26.108383742316718,complete,masked,harmonized,structural_cru_mask,270,384,45.25,12.25,39.25153806918061,-0.006783403677471596,ITA,False
270,386,45.25,13.25,HRV,0.9100548038571193,masked,masked,harmonized,structural_cru_mask,270,387,45.25,13.75,39.25153806918061,0.11091403374197155,HRV,False
270,424,45.25,32.25,UKR,4.375660823925378,complete,masked,harmonized,structural_cru_mask,270,425,45.25,32.75,39.25153806918061,-0.33230673109473663,UKR,False
270,455,45.25,47.75,RUS,2.6810990105876553,masked,masked,harmonized,structural_cru_mask,270,454,45.25,47.25,39.25153806918061,-0.5657449998162258,RUS,False
270,460,45.25,50.25,KAZ,76.48651384779052,masked,masked,harmonized,structural_cru_mask,269,460,44.75,50.25,55.56588873691739,-0.8577595997209201,KAZ,False
270,462,45.25,51.25,KAZ,700.8537377413742,masked,masked,harmonized,structural_cru_mask,270,463,45.25,51.75,39.25153806918061,-0.9593153166119929,KAZ,False
270,641,45.25,140.75,JPN,9.513977177014853,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
270,642,45.25,141.25,JPN,259.2240002029564,masked,masked,harmonized,structural_cru_mask,270,643,45.25,141.75,39.25153806918061,0.28261338068509867,JPN,False
270,645,45.25,142.75,JPN,10.369098319270382,masked,masked,harmonized,structural_cru_mask,270,644,45.25,142.25,39.25153806918061,0.30953417998629434,JPN,False
270,654,45.25,147.25,RUS,0.12461614252002595,masked,masked,harmonized,structural_cru_mask,270,655,45.25,147.75,39.25153806918061,0.36613057977953434,RUS,False
271,430,45.75,35.25,UKR,114.62797696866534,masked,masked,harmonized,structural_cru_mask,271,429,45.75,34.75,38.90565031959365,-0.3522253025376507,UKR,False
271,457,45.75,48.75,RUS,292.070510657559,masked,masked,harmonized,structural_cru_mask,271,456,45.75,48.25,38.90565031959365,-0.6622135103126663,RUS,False
271,643,45.75,141.75,JPN,10.670734571848483,masked,masked,harmonized,structural_cru_mask,271,644,45.75,142.25,38.90565031959365,0.26165241153984775,RUS,True
271,643,45.75,141.75,RUS,2.7987338268301936,masked,masked,harmonized,structural_cru_mask,271,644,45.75,142.25,38.90565031959365,0.26165241153984775,RUS,False
271,657,45.75,148.75,RUS,95.50465270537308,masked,masked,harmonized,structural_cru_mask,270,657,45.25,148.75,55.570774333671885,0.37939281836011546,RUS,False
271,658,45.75,149.25,RUS,41.067794023094386,masked,masked,harmonized,structural_cru_mask,271,659,45.75,149.75,38.90565031959365,0.4023825483969654,RUS,False
272,236,46.25,-61.75,CAN,29.990626971941346,complete,masked,harmonized,structural_cru_mask,272,235,46.25,-62.25,38.55677893065947,0.17335939128740874,CAN,False
272,431,46.25,35.75,UKR,30.71219784248283,complete,masked,harmonized,structural_cru_mask,272,430,46.25,35.25,38.55677893065947,-0.34930165685462383,UKR,False
272,432,46.25,36.25,UKR,1.8546035033132413,masked,masked,harmonized,structural_cru_mask,273,432,46.75,36.25,55.58054172068567,-0.3004581228096488,UKR,False
272,458,46.25,49.25,KAZ,540.9361926601698,masked,masked,harmonized,structural_cru_mask,272,457,46.25,48.75,38.55677893065947,-0.71050585200772,RUS,True
272,458,46.25,49.25,RUS,131.37222279642526,masked,masked,harmonized,structural_cru_mask,272,457,46.25,48.75,38.55677893065947,-0.71050585200772,RUS,False
272,459,46.25,49.75,KAZ,0.4691197369644958,masked,masked,harmonized,structural_cru_mask,273,459,46.75,49.75,55.58054172068567,-0.7858613088345042,KAZ,False
272,465,46.25,52.75,KAZ,20.54660625659199,masked,masked,harmonized,structural_cru_mask,272,466,46.25,53.25,38.55677893065947,-0.9671182591506529,KAZ,False
272,642,46.25,141.25,RUS,20.73706271691606,masked,masked,harmonized,structural_cru_mask,272,643,46.25,141.75,38.55677893065947,0.2508405935134887,RUS,False
272,647,46.25,143.75,RUS,127.12720475537004,masked,masked,harmonized,structural_cru_mask,272,646,46.25,143.25,38.55677893065947,0.26878444866445034,RUS,False
272,659,46.25,149.75,RUS,14.531034464375049,masked,masked,harmonized,structural_cru_mask,272,660,46.25,150.25,38.55677893065947,0.4118183772726216,RUS,False
272,661,46.25,150.75,RUS,22.445120652009948,masked,masked,harmonized,structural_cru_mask,272,660,46.25,150.25,38.55677893065947,0.4118183772726216,RUS,False
273,233,46.75,-63.25,CAN,6.924227465874948,complete,masked,harmonized,structural_cru_mask,273,232,46.75,-63.75,38.20494996826213,0.13919156852694228,CAN,False
273,461,46.75,50.75,KAZ,238.88734090901693,masked,masked,harmonized,structural_cru_mask,273,460,46.75,50.25,38.20494996826213,-0.8170812210755138,KAZ,False
273,463,46.75,51.75,KAZ,243.68346665760401,masked,masked,harmonized,structural_cru_mask,274,463,47.25,51.75,55.585420533383605,-0.8527233187862985,KAZ,False
273,464,46.75,52.25,KAZ,515.0619299584293,masked,masked,harmonized,structural_cru_mask,274,464,47.25,52.25,55.585420533383605,-0.8699139278561739,KAZ,False
273,465,46.75,52.75,KAZ,222.1059111284502,masked,masked,harmonized,structural_cru_mask,273,466,46.75,53.25,38.20494996826213,-0.9237279968746802,KAZ,False
273,637,46.75,138.75,RUS,14.435800945661544,masked,masked,harmonized,structural_cru_mask,273,636,46.75,138.25,38.20494996826213,0.21692804090308013,RUS,False
273,647,46.75,143.75,RUS,28.642827199085886,masked,masked,harmonized,structural_cru_mask,273,646,46.75,143.25,38.20494996826213,0.26078701128438936,RUS,False
273,661,46.75,150.75,RUS,28.70771536871456,masked,masked,harmonized,structural_cru_mask,272,660,46.25,150.25,67.54461536748673,0.4118183772726216,RUS,False
273,664,46.75,152.25,RUS,60.591692442132455,masked,masked,harmonized,structural_cru_mask,273,663,46.75,151.75,38.20494996826213,0.4238294551796018,RUS,False
274,231,47.25,-64.25,CAN,13.982875646346868,masked,masked,harmonized,structural_cru_mask,274,230,47.25,-64.75,37.850189738048996,0.1292670413861051,CAN,False
274,232,47.25,-63.75,CAN,1.921178403758884,masked,masked,harmonized,structural_cru_mask,273,232,46.75,-63.75,55.585420533383605,0.13919156852694228,CAN,False
274,235,47.25,-62.25,CAN,6.396313139660836,complete,masked,harmonized,structural_cru_mask,274,236,47.25,-61.75,37.850189738048996,0.09800963617453576,CAN,False
274,238,47.25,-60.75,CAN,32.2626304905408,complete,masked,harmonized,structural_cru_mask,273,238,46.75,-60.75,55.585420533383605,0.36359684500002837,CAN,False
274,239,47.25,-60.25,CAN,23.004074732374942,complete,masked,harmonized,structural_cru_mask,273,239,46.75,-60.25,55.585420533383605,0.3910603724570794,CAN,False
274,247,47.25,-56.25,CAN,28.858060557505993,complete,masked,harmonized,structural_cru_mask,274,248,47.25,-55.75,37.850189738048996,0.4076252753444019,CAN,False
274,353,47.25,-3.25,FRA,95.4033451737808,complete,masked,harmonized,structural_cru_mask,275,353,47.75,-3.25,55.59029410768088,0.11764529606798452,FRA,False
274,354,47.25,-2.75,FRA,36.139843005532214,masked,masked,harmonized,structural_cru_mask,274,355,47.25,-2.25,37.850189738048996,0.015187622183846746,FRA,False
274,643,47.25,141.75,RUS,39.92735234181823,masked,masked,harmonized,structural_cru_mask,274,644,47.25,142.25,37.850189738048996,0.28718021331144106,RUS,False
274,646,47.25,143.25,RUS,75.19228961145159,masked,masked,harmonized,structural_cru_mask,274,645,47.25,142.75,37.850189738048996,0.3291462452142858,RUS,False
274,665,47.25,152.75,RUS,20.072994581452843,masked,masked,harmonized,structural_cru_mask,274,664,47.25,152.25,37.850189738048996,0.4257011741538232,RUS,False
275,231,47.75,-64.25,CAN,13.578804787225888,masked,masked,harmonized,structural_cru_mask,275,230,47.75,-64.75,37.492524783766314,0.1539229046211565,CAN,False
275,236,47.75,-61.75,CAN,34.555870945587536,complete,masked,harmonized,structural_cru_mask,274,236,47.25,-61.75,55.59029410768088,0.09800963617453576,CAN,False
275,237,47.75,-61.25,CAN,34.37783795320249,complete,masked,harmonized,structural_cru_mask,274,236,47.25,-61.75,67.15205084266739,0.09800963617453576,CAN,False
275,639,47.75,139.75,RUS,12.907560778248207,masked,masked,harmonized,structural_cru_mask,275,638,47.75,139.25,37.492524783766314,0.22767206087120692,RUS,False
275,643,47.75,141.75,RUS,43.70650344686601,masked,masked,harmonized,structural_cru_mask,275,644,47.75,142.25,37.492524783766314,0.2949766807028632,RUS,False
275,665,47.75,152.75,RUS,27.779401575030743,masked,masked,harmonized,structural_cru_mask,274,664,47.25,152.25,67.15205084266739,0.4257011741538232,RUS,False
275,666,47.75,153.25,RUS,43.857989043123354,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
276,349,48.25,-5.25,FRA,17.262499618189345,masked,masked,harmonized,structural_cru_mask,276,350,48.25,-4.75,37.13198188556591,0.20903580778463238,FRA,False
276,666,48.25,153.25,RUS,58.1439800071046,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
277,108,48.75,-125.75,CAN,55.942657255049554,complete,masked,harmonized,structural_cru_mask,277,109,48.75,-125.25,36.76858805828452,0.6575725798196772,CAN,False
277,254,48.75,-52.75,CAN,0.23170857954956028,masked,masked,harmonized,structural_cru_mask,277,253,48.75,-53.25,36.76858805828452,0.26486701698220755,CAN,False
277,648,48.75,144.25,RUS,13.374738919961095,masked,masked,harmonized,structural_cru_mask,278,648,49.25,144.25,55.604868534376536,0.2508768854112701,RUS,False
277,649,48.75,144.75,RUS,139.13047013953087,masked,masked,harmonized,structural_cru_mask,278,648,49.25,144.25,66.56111560823692,0.2508768854112701,RUS,False
277,666,48.75,153.25,RUS,5.2441910421432345,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
277,667,48.75,153.75,RUS,37.41124508219418,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
277,668,48.75,154.25,RUS,115.58113719693714,masked,masked,harmonized,structural_cru_mask,278,669,49.25,154.75,66.56111560823692,0.3985082121995232,RUS,False
278,231,49.25,-64.25,CAN,30.023702645386265,complete,masked,harmonized,structural_cru_mask,278,230,49.25,-64.75,36.402370549694034,0.17053454029986706,CAN,False
278,242,49.25,-58.75,CAN,0.19121920098161324,masked,masked,harmonized,structural_cru_mask,278,243,49.25,-58.25,36.402370549694034,0.3321701869165845,CAN,False
278,253,49.25,-53.25,CAN,10.21587379257029,masked,masked,harmonized,structural_cru_mask,278,252,49.25,-53.75,36.402370549694034,0.18438365621704816,CAN,False
278,641,49.25,140.75,RUS,2.4463536656615763,masked,masked,harmonized,structural_cru_mask,278,640,49.25,140.25,36.402370549694034,0.1691051282848982,RUS,False
278,668,49.25,154.25,RUS,22.14126005793241,masked,masked,harmonized,structural_cru_mask,278,669,49.25,154.75,36.402370549694034,0.3985082121995232,RUS,False
279,226,49.75,-66.75,CAN,29.546661949482186,complete,masked,harmonized,structural_cru_mask,279,225,49.75,-67.25,36.033356838723584,0.17806901665056915,CAN,False
279,230,49.75,-64.75,CAN,6.2236100338016005,masked,masked,harmonized,structural_cru_mask,279,231,49.75,-64.25,36.033356838723584,0.1887154111244701,CAN,False
279,235,49.75,-62.25,CAN,29.413290697324683,masked,masked,harmonized,structural_cru_mask,279,234,49.75,-62.75,36.033356838723584,0.20913702357916047,CAN,False
279,243,49.75,-58.25,CAN,29.017574419206667,complete,masked,harmonized,structural_cru_mask,279,244,49.75,-57.75,36.033356838723584,0.3544896435062383,CAN,False
279,249,49.75,-55.25,CAN,82.25233346480617,complete,masked,harmonized,structural_cru_mask,279,248,49.75,-55.75,36.033356838723584,0.21408754289595,CAN,False
279,252,49.75,-53.75,CAN,7.767422344703696,masked,masked,harmonized,structural_cru_mask,279,251,49.75,-54.25,36.033356838723584,0.15293834389167102,CAN,False
279,253,49.75,-53.25,CAN,0.261712379744439,masked,masked,harmonized,structural_cru_mask,278,252,49.25,-53.75,66.36381275813171,0.18438365621704816,CAN,False
279,347,49.75,-6.25,GBR,22.46316072651031,masked,masked,harmonized,structural_cru_mask,280,348,50.25,-5.75,66.16644627138977,0.32786372486268023,GBR,False
279,349,49.75,-5.25,GBR,19.598040600459868,masked,masked,harmonized,structural_cru_mask,280,349,50.25,-5.25,55.61453140542269,0.2878584458961861,GBR,False
279,641,49.75,140.75,RUS,59.919630493405805,masked,masked,harmonized,structural_cru_mask,279,640,49.75,140.25,36.033356838723584,0.1622890996341889,RUS,False
279,668,49.75,154.25,RUS,51.479142452568915,masked,masked,harmonized,structural_cru_mask,279,669,49.75,154.75,36.033356838723584,0.3836424381951524,RUS,False
280,103,50.25,-128.25,CAN,29.595874714802722,complete,masked,harmonized,structural_cru_mask,280,104,50.25,-127.75,35.66157463365303,0.7293562377704368,CAN,False
280,241,50.25,-59.25,CAN,4.384808694207284,masked,masked,harmonized,structural_cru_mask,280,240,50.25,-59.75,35.66157463365303,0.2853785252837183,CAN,False
280,248,50.25,-55.75,CAN,53.99986083613657,complete,masked,harmonized,structural_cru_mask,280,247,50.25,-56.25,35.66157463365303,0.2795238829552672,CAN,False
280,353,50.25,-3.25,GBR,2.584676288457927,masked,masked,harmonized,structural_cru_mask,280,352,50.25,-3.75,35.66157463365303,0.3234201971508382,GBR,False
280,669,50.25,154.75,RUS,9.375437913998384,masked,masked,harmonized,structural_cru_mask,280,670,50.25,155.25,35.66157463365303,0.39667338116726664,RUS,False
280,672,50.25,156.25,RUS,41.57879352143571,complete,masked,harmonized,structural_cru_mask,280,671,50.25,155.75,35.66157463365303,0.36899055696152805,RUS,False
281,101,50.75,-129.25,CAN,1.4319649123095843,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
281,102,50.75,-128.75,CAN,21.92712120253005,masked,masked,harmonized,structural_cru_mask,281,103,50.75,-128.25,35.28705187027792,0.7406987472264583,CAN,False
281,249,50.75,-55.25,CAN,8.867149268784114,masked,masked,harmonized,structural_cru_mask,281,248,50.75,-55.75,35.28705187027792,0.3028067492087709,CAN,False
281,349,50.75,-5.25,GBR,11.372926244712144,masked,masked,harmonized,structural_cru_mask,281,350,50.75,-4.75,35.28705187027792,0.3503899721992272,GBR,False
281,670,50.75,155.25,RUS,18.920331557915944,masked,masked,harmonized,structural_cru_mask,281,671,50.75,155.75,35.28705187027792,0.4080456370886312,RUS,False
281,673,50.75,156.75,RUS,65.14976893052676,complete,masked,harmonized,structural_cru_mask,281,672,50.75,156.25,35.28705187027792,0.3652787634558259,RUS,False
282,1,51.25,-179.25,USA,36.308855589810456,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
282,2,51.25,-178.75,USA,33.03628595292353,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
282,3,51.25,-178.25,USA,1.8981903775227507,masked,masked,harmonized,structural_cru_mask,283,4,51.75,-177.75,65.57456789763587,0.5140759919576299,USA,False
282,103,51.25,-128.25,CAN,22.131190442905275,complete,masked,harmonized,structural_cru_mask,282,104,51.25,-127.75,34.90981671004561,0.6166648466033946,CAN,False
282,249,51.25,-55.25,CAN,16.080962864002696,masked,masked,harmonized,structural_cru_mask,282,248,51.25,-55.75,34.90981671004561,0.3626007436248717,CAN,False
282,340,51.25,-9.75,IRL,45.74821204324715,complete,masked,harmonized,structural_cru_mask,283,340,51.75,-9.75,55.628916050131096,0.44992683686263224,IRL,False
282,341,51.25,-9.25,IRL,38.86177552662815,masked,masked,harmonized,structural_cru_mask,283,341,51.75,-9.25,55.628916050131096,0.4145314370691124,IRL,False
282,350,51.25,-4.75,GBR,9.898747236091976,masked,masked,harmonized,structural_cru_mask,282,351,51.25,-4.25,34.90981671004561,0.3399113358624321,GBR,False
282,647,51.25,143.75,RUS,119.24666214597704,masked,masked,harmonized,structural_cru_mask,282,646,51.25,143.25,34.90981671004561,0.152757642690296,RUS,False
282,672,51.25,156.25,RUS,2.7325106526096645,masked,masked,harmonized,structural_cru_mask,282,673,51.25,156.75,34.90981671004561,0.376372575622392,RUS,False
282,675,51.25,157.75,RUS,9.03495810931352,complete,masked,harmonized,structural_cru_mask,282,674,51.25,157.25,34.90981671004561,0.3706215458489328,RUS,False
282,718,51.25,179.25,USA,149.25927059759965,masked,masked,harmonized,structural_cru_mask,283,717,51.75,178.75,65.57456789763587,0.4212099461629436,USA,False
283,1,51.75,-179.25,USA,2.7041044712366222,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
283,2,51.75,-178.75,USA,100.76974812098327,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
283,3,51.75,-178.25,USA,206.27168754623685,masked,masked,harmonized,structural_cru_mask,283,4,51.75,-177.75,34.52989753816282,0.5140759919576299,USA,False
283,7,51.75,-176.25,USA,308.812911591749,masked,masked,harmonized,structural_cru_mask,283,6,51.75,-176.75,34.52989753816282,0.5287038061822497,USA,False
283,8,51.75,-175.75,USA,67.47410458599624,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
283,9,51.75,-175.25,USA,2.3890419771398785,masked,masked,harmonized,structural_cru_mask,284,10,52.25,-174.75,65.3775525321452,0.501713150718873,USA,False
283,97,51.75,-131.25,CAN,24.103455665996517,complete,masked,harmonized,structural_cru_mask,284,97,52.25,-131.25,55.63367581336557,0.5858261720172825,CAN,False
283,199,51.75,-80.25,CAN,1.686355588679842,masked,masked,harmonized,structural_cru_mask,283,198,51.75,-80.75,34.52989753816282,0.05036360332275564,CAN,False
283,249,51.75,-55.25,CAN,113.12192895496308,complete,masked,harmonized,structural_cru_mask,283,248,51.75,-55.75,34.52989753816282,0.3977604992205607,CAN,False
283,338,51.75,-10.75,IRL,0.6901564513122098,masked,masked,harmonized,structural_cru_mask,283,339,51.75,-10.25,34.52989753816282,0.44642837659599,IRL,False
283,348,51.75,-5.75,GBR,0.037263530891739435,masked,masked,harmonized,structural_cru_mask,283,349,51.75,-5.25,34.52989753816282,0.21218341042148522,GBR,False
283,366,51.75,3.25,NLD,23.872438033183528,masked,masked,harmonized,structural_cru_mask,283,367,51.75,3.75,34.52989753816282,0.051158847463655954,NLD,False
283,672,51.75,156.25,RUS,43.18507165092615,masked,masked,harmonized,structural_cru_mask,283,673,51.75,156.75,34.52989753816282,0.35337813850141264,RUS,False
283,714,51.75,177.25,USA,135.88482176257213,masked,masked,harmonized,structural_cru_mask,284,715,52.25,177.75,65.3775525321452,0.3928856019524745,USA,False
283,715,51.75,177.75,USA,52.80863532168448,masked,masked,harmonized,structural_cru_mask,284,715,52.25,177.75,55.63367581336557,0.3928856019524745,USA,False
283,716,51.75,178.25,USA,66.69439300770527,masked,masked,harmonized,structural_cru_mask,283,717,51.75,178.75,34.52989753816282,0.4212099461629436,USA,False
283,718,51.75,179.25,USA,27.324002829188935,masked,masked,harmonized,structural_cru_mask,283,717,51.75,178.75,34.52989753816282,0.4212099461629436,USA,False
284,6,52.25,-176.75,USA,0.45377326410828916,masked,masked,harmonized,structural_cru_mask,283,6,51.75,-176.75,55.63367581336557,0.5287038061822497,USA,False
284,7,52.25,-176.25,USA,140.17128648348307,masked,masked,harmonized,structural_cru_mask,283,6,51.75,-176.75,65.3775525321452,0.5287038061822497,USA,False
284,8,52.25,-175.75,USA,7.232729424441306,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
284,9,52.25,-175.25,USA,86.90169039273488,masked,masked,harmonized,structural_cru_mask,284,10,52.25,-174.75,34.1473229616744,0.501713150718873,USA,False
284,14,52.25,-172.75,USA,84.87692044459747,masked,masked,harmonized,structural_cru_mask,284,13,52.25,-173.25,34.1473229616744,0.48347918320463695,USA,False
284,15,52.25,-172.25,USA,127.4242087865049,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
284,17,52.25,-171.25,USA,34.5325322607123,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
284,98,52.25,-130.75,CAN,19.85717957699572,complete,masked,harmonized,structural_cru_mask,284,97,52.25,-131.25,34.1473229616744,0.5858261720172825,CAN,False
284,101,52.25,-129.25,CAN,4.179134022798243,masked,masked,harmonized,structural_cru_mask,284,102,52.25,-128.75,34.1473229616744,0.7822729845756794,CAN,False
