iso3,Country,m49_subregion,observed,C0_cv_prediction,M1a_cv_prediction,C0_abs_error,M1a_abs_error,C0_unseen_levels,M1a_unseen_levels,abs_error_change,pair
GHA,Ghana,Western Africa,0.1992545668996173,0.1806634260434534,0.18550683422945694,0.018591140856163896,0.013747732670160356,0,0,-0.004843408186003539,percapita_sensitivity
GIN,Guinea,Western Africa,0.22751348300753205,0.18102034907210485,0.18006936556178793,0.0464931339354272,0.047444117445744116,0,0,0.0009509835103169162,percapita_sensitivity
GNB,Guinea Bissau,Western Africa,0.23319971534367673,0.18892357167206342,0.19259522177921393,0.04427614367161331,0.0406044935644628,0,0,-0.003671650107150509,percapita_sensitivity
KEN,Kenya,Eastern Africa,0.21062387448612835,0.15445159844336837,0.17995878609007282,0.05617227604275998,0.03066508839605553,0,0,-0.025507187646704454,percapita_sensitivity
LSO,Lesotho,Southern Africa,0.16129029981211962,0.184470613295936,0.1734592443896979,0.023180313483816384,0.012168944577578278,0,0,-0.011011368906238106,percapita_sensitivity
LBR,Liberia,Western Africa,0.2160061033815747,0.19559924987185023,0.19904583589926148,0.02040685350972446,0.016960267482313218,0,0,-0.0034465860274112414,percapita_sensitivity
LBY,Libya,Northern Africa,0.19059948923507644,0.250520582046177,0.24620577096202886,0.05992109281110056,0.05560628172695242,0,0,-0.004314811084148135,percapita_sensitivity
MDG,Madagascar,Eastern Africa,0.1813544794012833,0.18428197145888442,0.17723280391909546,0.002927492057601122,0.0041216754821878365,0,0,0.0011941834245867144,percapita_sensitivity
MWI,Malawi,Eastern Africa,0.18854099012577252,0.18874997169988178,0.15804736950289772,0.0002089815741092571,0.030493620622874806,0,0,0.03028463904876555,percapita_sensitivity
MLI,Mali,Western Africa,0.24782669503123966,0.20830607179683858,0.22470008247806028,0.03952062323440109,0.023126612553179382,0,0,-0.016394010681221705,percapita_sensitivity
MRT,Mauritania,Western Africa,0.2597916027159455,0.19026637296376664,0.20493460536438218,0.06952522975217884,0.0548569973515633,0,0,-0.014668232400615544,percapita_sensitivity
MAR,Morocco,Northern Africa,0.2418455862979349,0.18768737102639846,0.20822192532889802,0.05415821527153644,0.03362366096903688,0,0,-0.020534554302499564,percapita_sensitivity
MOZ,Mozambique,Eastern Africa,0.172823801894673,0.19953410778295214,0.18648977000037936,0.026710305888279134,0.013665968105706361,0,0,-0.013044337782572774,percapita_sensitivity
NAM,Namibia,Southern Africa,0.17785319196923344,0.20449328123176996,0.20156056728046998,0.026640089262536526,0.02370737531123654,0,0,-0.0029327139512999867,percapita_sensitivity
NER,Niger,Western Africa,0.2385606960588716,0.2376136716553566,0.2505394981291235,0.00094702440351499,0.011978802070251926,0,0,0.011031777666736936,percapita_sensitivity
NGA,Nigeria,Western Africa,0.2030109401107239,0.20066537224653602,0.20039557709109984,0.0023455678641878808,0.002615363019624062,0,0,0.00026979515543618104,percapita_sensitivity
RWA,Rwanda,Eastern Africa,0.20845952779692498,0.18465781439006512,0.18673774389557268,0.023801713406859853,0.021721783901352293,0,0,-0.0020799295055075606,percapita_sensitivity
SEN,Senegal,Western Africa,0.24097868636270878,0.18728015982925184,0.18204413750233212,0.05369852653345694,0.05893454886037666,0,0,0.00523602232691972,percapita_sensitivity
SLE,Sierra Leone,Western Africa,0.22372060994282955,0.18907899366962785,0.1879860310531418,0.0346416162732017,0.03573457888968776,0,0,0.0010929626164860595,percapita_sensitivity
SOM,Somalia,Eastern Africa,0.19588332023430152,0.19143515494218247,0.17564884430501082,0.004448165292119055,0.0202344759292907,0,0,0.015786310637171647,percapita_sensitivity
ZAF,South Africa,Southern Africa,0.16028496312204338,0.20315723921144557,0.21043052277649985,0.042872276089402195,0.05014555965445647,0,0,0.007273283565054273,percapita_sensitivity
SDN,Sudan,Northern Africa,0.20487305719629992,0.2583186049306361,0.24945320419856154,0.05344554773433616,0.04458014700226162,0,0,-0.008865400732074535,percapita_sensitivity
SWZ,Swaziland,Southern Africa,0.15934183499515397,0.20811576774743648,0.17392233706494503,0.048773932752282506,0.014580502069791057,0,0,-0.03419343068249145,percapita_sensitivity
TZA,Tanzania,Eastern Africa,0.20953051997740807,0.15454788374161305,0.1492603958686693,0.054982636235795024,0.060270124108738776,0,0,0.0052874878729437524,percapita_sensitivity
TGO,Togo,Western Africa,0.1941324419699687,0.2049052397211613,0.2111096841296104,0.010772797751192581,0.016977242159641692,0,0,0.006204444408449111,percapita_sensitivity
TUN,Tunisia,Northern Africa,0.23748975158588337,0.23743392134773886,0.22315560844304266,5.5830238144510824e-05,0.014334143142840705,0,0,0.014278312904696194,percapita_sensitivity
UGA,Uganda,Eastern Africa,0.21147594840550732,0.21985657153646987,0.2229193086684429,0.00838062313096255,0.011443360262935576,0,0,0.0030627371319730257,percapita_sensitivity
ZMB,Zambia,Eastern Africa,0.17691283567770744,0.18066339430410439,0.17478985899838742,0.0037505586263969493,0.0021229766793200155,0,0,-0.0016275819470769337,percapita_sensitivity
ZWE,Zimbabwe,Eastern Africa,0.1535502891079796,0.18781640889122558,0.21135958856651493,0.03426611978324598,0.05780929945853533,0,0,0.02354317967528935,percapita_sensitivity
AFG,Afghanistan,Southern Asia,0.24733117695547363,0.1897249881037236,0.17832528326486471,0.057606188851750034,0.06900589369060892,0,0,0.011399704838858882,percapita_sensitivity
ARM,Armenia,Western Asia,0.18833773750931812,0.17035955396426147,0.17138330208929836,0.017978183545056647,0.01695443542001976,0,0,-0.0010237481250368885,percapita_sensitivity
AZE,Azerbaijan,Western Asia,0.19504824967387935,0.17325328111920496,0.17256166889210334,0.021794968554674388,0.02248658078177601,0,0,0.0006916122271016234,percapita_sensitivity
BGD,Bangladesh,Southern Asia,0.11108862004719486,0.1614366645523932,0.15824882047068264,0.050348044505198336,0.047160200423487786,0,0,-0.0031878440817105502,percapita_sensitivity
MMR,Burma,South-eastern Asia,0.10898678984933867,0.17688055294714294,0.19206832999597268,0.06789376309780427,0.083081540146634,0,0,0.015187777048829731,percapita_sensitivity
KHM,Cambodia,South-eastern Asia,0.12397652977439673,0.15662636202023167,0.16665427150812875,0.03264983224583494,0.042677741733732025,0,0,0.010027909487897085,percapita_sensitivity
CHN,China,Eastern Asia,0.18801127254816274,0.18541728877003533,0.19037323005119114,0.0025939837781274178,0.0023619575030283946,0,0,-0.00023202627509902318,percapita_sensitivity
GEO,Georgia,Western Asia,0.17014653222140888,0.16957362707163348,0.167565635944814,0.000572905149775399,0.002580896276594885,0,0,0.002007991126819486,percapita_sensitivity
IND,India,Southern Asia,0.12279874845556998,0.18257283634314045,0.1744358686211763,0.059774087887570465,0.051637120165606315,0,0,-0.00813696772196415,percapita_sensitivity
IDN,Indonesia,South-eastern Asia,0.1365994643114788,0.08472933213652951,0.07274106480644651,0.05187013217494928,0.06385839950503228,0,0,0.011988267330083,percapita_sensitivity
IRN,Iran,Southern Asia,0.25326598928356275,0.15731367545478686,0.15090653169133358,0.09595231382877589,0.10235945759222917,0,0,0.006407143763453277,percapita_sensitivity
IRQ,Iraq,Western Asia,0.1763349119758569,0.1667525866066258,0.18243519812039855,0.009582325369231093,0.006100286144541639,0,0,-0.003482039224689454,percapita_sensitivity
ISR,Israel,Western Asia,0.1289730259690734,0.20045413770401843,0.19293709384326402,0.07148111173494504,0.06396406787419062,0,0,-0.007517043860754413,percapita_sensitivity
JPN,Japan,Eastern Asia,0.13484212055215955,0.1292075881650737,0.13642534719089433,0.005634532387085861,0.0015832266387347804,0,0,-0.004051305748351081,percapita_sensitivity
JOR,Jordan,Western Asia,0.1241622692023015,0.1497396928558919,0.18713793793155328,0.025577423653590392,0.06297566872925178,0,0,0.03739824507566139,percapita_sensitivity
KAZ,Kazakhstan,Central Asia,0.2607179280248597,0.1835518088019733,0.1833329508837968,0.07716611922288641,0.0773849771410629,0,0,0.00021885791817649602,percapita_sensitivity
LAO,Laos,South-eastern Asia,0.11990552917453423,0.16695814386165247,0.17658466918732488,0.047052614687118244,0.056679140012790646,0,0,0.009626525325672403,percapita_sensitivity
LBN,Lebanon,Western Asia,0.13240721718298015,0.16203427374276175,0.17030008782004824,0.029627056559781595,0.03789287063706809,0,0,0.008265814077286493,percapita_sensitivity
MYS,Malaysia,South-eastern Asia,0.14354714353630665,0.13984964940859548,0.1447520437665057,0.0036974941277111706,0.0012049002301990352,0,0,-0.0024925938975121353,percapita_sensitivity
MNG,Mongolia,Eastern Asia,0.273292065382825,0.23284593035885565,0.2393290771366326,0.040446135023969376,0.03396298824619243,0,0,-0.006483146777776949,percapita_sensitivity
NPL,Nepal,Southern Asia,0.12394103933918027,0.1522270456390989,0.15937435227324284,0.02828600629991862,0.03543331293406257,0,0,0.007147306634143952,percapita_sensitivity
OMN,Oman,Western Asia,0.2034660332775613,0.14771171772120217,0.1598810495868766,0.055754315556359124,0.0435849836906847,0,0,-0.012169331865674426,percapita_sensitivity
PAK,Pakistan,Southern Asia,0.1799496198587603,0.1777117740461206,0.15420079555918006,0.002237845812639694,0.025748824299580225,0,0,0.02351097848694053,percapita_sensitivity
PHL,Philippines,South-eastern Asia,0.16029540562197608,0.12046427837465637,0.11938528631067535,0.039831127247319714,0.04091011931130073,0,0,0.0010789920639810158,percapita_sensitivity
QAT,Qatar,Western Asia,0.2314787860422459,0.1731179033299401,0.17483098751071507,0.0583608827123058,0.05664779853153082,0,0,-0.001713084180774982,percapita_sensitivity
SAU,Saudi Arabia,Western Asia,0.1912885606557455,0.1821479972916817,0.18608271474110893,0.009140563364063797,0.005205845914636575,0,0,-0.003934717449427222,percapita_sensitivity
KOR,South Korea,Eastern Asia,0.14512934007189218,0.19991184837319467,0.1953033468786179,0.05478250830130249,0.05017400680672571,0,0,-0.004608501494576783,percapita_sensitivity
LKA,Sri Lanka,Southern Asia,0.13450142935863102,0.1386036150221068,0.1430953466298133,0.0041021856634757825,0.008593917271182278,0,0,0.004491731607706495,percapita_sensitivity
SYR,Syria,Western Asia,0.14323534954112288,0.2143048227117261,0.22179358739376845,0.07106947317060322,0.07855823785264557,0,0,0.007488764682042348,percapita_sensitivity
TWN,Taiwan,Eastern Asia,0.13706412122195852,0.145144801160498,0.14223287028878293,0.008080679938539476,0.005168749066824407,0,0,-0.0029119308717150683,percapita_sensitivity
TJK,Tajikistan,Central Asia,0.233975502099763,0.20376282373350335,0.10674244909573571,0.030212678366259654,0.1272330530040273,0,0,0.09702037463776764,percapita_sensitivity
THA,Thailand,South-eastern Asia,0.11983102194091183,0.16213029411083235,0.16976871833761936,0.04229927216992052,0.04993769639670753,0,0,0.007638424226787011,percapita_sensitivity
TUR,Turkey,Western Asia,0.1419623303023036,0.1562232602882922,0.16659011723577696,0.014260929985988602,0.024627786933473367,0,0,0.010366856947484765,percapita_sensitivity
TKM,Turkmenistan,Central Asia,0.2752870410187589,0.1872663685180213,0.18179759516593633,0.08802067250073758,0.09348944585282257,0,0,0.005468773352084982,percapita_sensitivity
ARE,United Arab Emirates,Western Asia,0.2248308233871666,0.16362451433463748,0.16336288451836045,0.061206309052529106,0.06146793886880614,0,0,0.0002616298162770314,percapita_sensitivity
UZB,Uzbekistan,Central Asia,0.27739224194989204,0.20934363279782756,0.1907526428939272,0.06804860915206448,0.08663959905596483,0,0,0.018590989903900346,percapita_sensitivity
VNM,Vietnam,South-eastern Asia,0.122632583177362,0.1588391759078767,0.16790912978028083,0.036206592730514686,0.04527654660291883,0,0,0.00906995387240414,percapita_sensitivity
YEM,Yemen,Western Asia,0.20150002766065422,0.15282299136985333,0.1588474703598699,0.04867703629080089,0.04265255730078432,0,0,-0.0060244789900165685,percapita_sensitivity
ALB,Albania,Southern Europe,0.15748303087977816,0.14280728559731534,0.14349189756072384,0.014675745282462821,0.013991133319054327,0,0,-0.0006846119634084935,percapita_sensitivity
AUT,Austria,Western Europe,0.21029967713303166,0.21833416369282302,0.20872139167999168,0.00803448655979136,0.0015782854530399792,0,0,-0.00645620110675138,percapita_sensitivity
BLR,Belarus,Eastern Europe,0.21395039394228654,0.21267798118871498,0.2066197723729199,0.0012724127535715668,0.0073306215693666466,0,0,0.00605820881579508,percapita_sensitivity
BEL,Belgium,Western Europe,0.1951636806716645,0.17209711009210182,0.16788029151623335,0.023066570579562684,0.02728338915543116,0,0,0.004216818575868475,percapita_sensitivity
BIH,Bosnia And Herzegovina,Southern Europe,0.18440933101350881,0.18743815381749895,0.18245045513750754,0.003028822803990139,0.0019588758760012703,0,0,-0.0010699469279888685,percapita_sensitivity
BGR,Bulgaria,Eastern Europe,0.16411393376308978,0.21041847531213967,0.20661970828470835,0.046304541549049894,0.04250577452161858,0,0,-0.0037987670274313157,percapita_sensitivity
HRV,Croatia,Southern Europe,0.18952185187085302,0.20488854185423283,0.2000329713217924,0.015366689983379811,0.010511119450939382,0,0,-0.004855570532440429,percapita_sensitivity
CYP,Cyprus,Western Asia,0.14075176149640625,0.16016635696936932,0.16647987681800225,0.019414595472963064,0.025728115321595996,0,0,0.006313519848632931,percapita_sensitivity
CZE,Czech Republic,Eastern Europe,0.19293606527047014,0.2213639337380484,0.2143004841197631,0.028427868467578277,0.021364418849292965,0,0,-0.007063449618285311,percapita_sensitivity
DNK,Denmark,Northern Europe,0.1919403849228464,0.18091772743483747,0.19596473649399376,0.01102265748800893,0.004024351571147361,0,0,-0.006998305916861569,percapita_sensitivity
EST,Estonia,Northern Europe,0.25938076329685683,0.2023609797496072,0.20497739718976887,0.057019783547249625,0.05440336610708796,0,0,-0.002616417440161667,percapita_sensitivity
FIN,Finland,Northern Europe,0.2349856997144576,0.19799021373700137,0.20187961671420082,0.03699548597745622,0.033106083000256775,0,0,-0.0038894029771994465,percapita_sensitivity
FRA,France,Western Europe,0.1916777527720347,0.17514642664108662,0.15898388895714552,0.01653132613094807,0.032693863814889174,0,0,0.016162537683941103,percapita_sensitivity
DEU,Germany,Western Europe,0.19552600658812053,0.17670902700034358,0.18372138761215073,0.01881697958777695,0.011804618975969794,0,0,-0.007012360611807156,percapita_sensitivity
GRC,Greece,Southern Europe,0.14163851313814882,0.1713184197878586,0.17130495039673427,0.029679906649709792,0.02966643725858545,0,0,-1.346939112434331e-05,percapita_sensitivity
HUN,Hungary,Eastern Europe,0.18683465599109378,0.23637762470464174,0.22630416144392707,0.049542968713547963,0.03946950545283329,0,0,-0.010073463260714677,percapita_sensitivity
ISL,Iceland,Northern Europe,0.12736783367802937,0.21362715988201392,0.2449614429676403,0.08625932620398455,0.11759360928961093,1,0,0.031334283085626385,percapita_sensitivity
IRL,Ireland,Northern Europe,0.1678618971108085,0.18834391911474774,0.188370836335167,0.020482022003939226,0.02050893922435848,0,0,2.6917220419253596e-05,percapita_sensitivity
ITA,Italy,Southern Europe,0.1823289325414157,0.1671566154445953,0.15321376423113794,0.015172317096820376,0.029115168310277745,0,0,0.013942851213457369,percapita_sensitivity
LVA,Latvia,Northern Europe,0.2466163184774826,0.19581490543104124,0.19431874434033194,0.05080141304644137,0.052297574137150665,0,0,0.001496161090709297,percapita_sensitivity
LTU,Lithuania,Northern Europe,0.22162226701877433,0.19585592058019385,0.19524472209163274,0.025766346438580473,0.02637754492714159,0,0,0.0006111984885611155,percapita_sensitivity
MKD,Macedonia,Southern Europe,0.16410994630244113,0.17575141532746288,0.17116225685750402,0.01164146902502175,0.007052310555062891,0,0,-0.0045891584699588595,percapita_sensitivity
MDA,Moldova,Eastern Europe,0.15544942684686172,0.19639061955912643,0.19729200486810952,0.04094119271226471,0.0418425780212478,0,0,0.0009013853089830937,percapita_sensitivity
MNE,Montenegro,Southern Europe,0.1643666862725019,0.17265293552167799,0.17452619437808886,0.008286249249176092,0.010159508105586967,0,0,0.0018732588564108754,percapita_sensitivity
NLD,Netherlands,Western Europe,0.18877545734026732,0.15134758668241838,0.1400450745130648,0.037427870657848944,0.04873038282720252,0,0,0.011302512169353574,percapita_sensitivity
NOR,Norway,Northern Europe,0.20191951273050374,0.20726471017259168,0.2083517964245593,0.0053451974420879456,0.006432283694055574,0,0,0.0010870862519676283,percapita_sensitivity
POL,Poland,Eastern Europe,0.18403612522932167,0.20864790917108786,0.19636643934552261,0.02461178394176619,0.012330314116200947,0,0,-0.012281469825565244,percapita_sensitivity
PRT,Portugal,Southern Europe,0.1846817946752158,0.16015597780110163,0.15951493412919338,0.024525816874114176,0.025166860546022435,0,0,0.0006410436719082591,percapita_sensitivity
ROU,Romania,Eastern Europe,0.1626491375716469,0.2264558405500502,0.21641859842605177,0.0638067029784033,0.05376946085440487,0,0,-0.010037242123998424,percapita_sensitivity
RUS,Russia,Eastern Europe,0.262173281711931,0.23041417864896624,0.2225142028120268,0.031759103062964755,0.03965907889990419,0,0,0.007899975836939438,percapita_sensitivity
SRB,Serbia,Southern Europe,0.1777828851474587,0.20442347620757328,0.20461826036166594,0.02664059106011457,0.02683537521420723,0,0,0.0001947841540926587,percapita_sensitivity
SVK,Slovakia,Eastern Europe,0.17135924127324334,0.23757031566932382,0.23466337067564466,0.06621107439608048,0.06330412940240132,0,0,-0.0029069449936791614,percapita_sensitivity
SVN,Slovenia,Southern Europe,0.2104092831778439,0.1999938759251284,0.1975314782973788,0.010415407252715503,0.01287780488046511,0,0,0.0024623976277496074,percapita_sensitivity
ESP,Spain,Southern Europe,0.19118695961871326,0.16249624369154506,0.15440928896830441,0.02869071592716821,0.03677767065040885,0,0,0.008086954723240641,percapita_sensitivity
SWE,Sweden,Northern Europe,0.21924683880167534,0.19851480935481797,0.19807374192106966,0.02073202944685737,0.021173096880605674,0,0,0.0004410674337483045,percapita_sensitivity
CHE,Switzerland,Western Europe,0.20255138935875544,0.1997318705164117,0.18846413772178602,0.0028195188423437434,0.014087251636969417,0,0,0.011267732794625673,percapita_sensitivity
UKR,Ukraine,Eastern Europe,0.17767865721146503,0.2162875778475026,0.2079844175375297,0.038608920636037575,0.030305760326064662,0,0,-0.008303160309972912,percapita_sensitivity
GBR,United Kingdom,Northern Europe,0.16309409461298247,0.17324478239507343,0.16457562157957822,0.010150687782090967,0.0014815269665957587,0,0,-0.008669160815495208,percapita_sensitivity
BHS,Bahamas,Caribbean,0.13991083211606994,0.13276138919580519,0.1416173555852674,0.007149442920264759,0.0017065234691974462,0,0,-0.005442919451067313,percapita_sensitivity
CAN,Canada,Northern America,0.2521930060529909,0.16584743754339748,0.15559188701204543,0.0863455685095934,0.09660111904094545,0,0,0.010255550531352048,percapita_sensitivity
CRI,Costa Rica,Central America,0.10130466192673268,0.1318336511164087,0.12105377914718302,0.03052898918967603,0.019749117220450335,0,0,-0.010779871969225696,percapita_sensitivity
CUB,Cuba,Caribbean,0.12305617676307766,0.11461085916409194,0.1155263476267733,0.008445317598985716,0.0075298291363043585,0,0,-0.0009154884626813575,percapita_sensitivity
DOM,Dominican Republic,Caribbean,0.15478420047944152,0.0931923178776777,0.08993481809248843,0.06159188260176382,0.06484938238695309,0,0,0.0032574997851892717,percapita_sensitivity
SLV,El Salvador,Central America,0.06948090854064985,0.1276270610566397,0.12421420937745219,0.058146152515989855,0.054733300836802334,0,0,-0.00341285167918752,percapita_sensitivity
GTM,Guatemala,Central America,0.0508136158223582,0.10952093820024975,0.11373854451905444,0.058707322377891544,0.06292492869669623,0,0,0.00421760631880469,percapita_sensitivity
HTI,Haiti,Caribbean,0.14216341234840274,0.08283511795503609,0.07996817433913986,0.05932829439336665,0.06219523800926288,0,0,0.0028669436158962336,percapita_sensitivity
HND,Honduras,Central America,0.08078933014247122,0.1395398889211104,0.13947734329854466,0.05875055877863919,0.05868801315607344,0,0,-6.254562256574614e-05,percapita_sensitivity
JAM,Jamaica,Caribbean,0.12861876139008294,0.10361118635723378,0.10541422543783865,0.025007575032849158,0.023204535952244282,0,0,-0.0018030390806048763,percapita_sensitivity
MEX,Mexico,Central America,0.04065719593311795,0.14001283609741783,0.14925270000565605,0.09935564016429987,0.1085955040725381,0,0,0.009239863908238222,percapita_sensitivity
NIC,Nicaragua,Central America,0.09228609649696132,0.1351455431253817,0.1372772312063123,0.042859446628420395,0.04499113470935098,0,0,0.0021316880809305883,percapita_sensitivity
PAN,Panama,Central America,0.12161241121300685,0.12156035602848386,0.11521348149031217,5.2055184522989406e-05,0.0063989297226946795,0,0,0.00634687453817169,percapita_sensitivity
USA,United States,Northern America,0.1695001197237513,0.14325925851657656,0.14884188130176246,0.026240861207174754,0.020658238421988856,0,0,-0.005582622785185898,percapita_sensitivity
AUS,Australia,Australia and New Zealand,0.16302097420962694,0.0985233252347356,0.11295152507572048,0.06449764897489134,0.05006944913390646,0,0,-0.014428199840984882,percapita_sensitivity
NZL,New Zealand,Australia and New Zealand,0.10027093962176431,0.17262521739856276,0.16473183904254324,0.07235427777679845,0.06446089942077893,0,0,-0.007893378356019526,percapita_sensitivity
PNG,Papua New Guinea,Melanesia,0.13861753573076713,0.05346630747966649,0.050956805783464704,0.08515122825110064,0.08766072994730242,0,0,0.002509501696201788,percapita_sensitivity
ARG,Argentina,South America,0.10866574248962382,0.1739520818427475,0.15713489082789633,0.06528633935312367,0.04846914833827251,0,0,-0.016817191014851157,percapita_sensitivity
BOL,Bolivia,South America,0.10781469285053756,0.11771807123850177,0.16157429274324328,0.009903378387964207,0.05375959989270572,0,0,0.04385622150474151,percapita_sensitivity
BRA,Brazil,South America,0.16469595530453246,0.0499614042649348,0.049943110169013843,0.11473455103959766,0.11475284513551862,0,0,1.8294095920953768e-05,percapita_sensitivity
CHL,Chile,South America,0.0993071522959073,0.15904743551292094,0.17714124432879177,0.05974028321701365,0.07783409203288448,0,0,0.018093808815870832,percapita_sensitivity
COL,Colombia,South America,0.13225011394627992,0.11581594222744228,0.10745893735485802,0.01643417171883764,0.024791176591421896,0,0,0.008357004872584256,percapita_sensitivity
ECU,Ecuador,South America,0.12529387656573873,0.08646846417557034,0.07823484738585224,0.03882541239016839,0.0470590291798865,0,0,0.00823361678971811,percapita_sensitivity
PRY,Paraguay,South America,0.12268222549728672,0.1619821938841932,0.1508921752452584,0.03929996838690647,0.02820994974797167,0,0,-0.011090018638934801,percapita_sensitivity
PER,Peru,South America,0.10234701745272959,0.10302024992885199,0.1048221952997026,0.0006732324761224012,0.0024751778469730146,0,0,0.0018019453708506133,percapita_sensitivity
SUR,Suriname,South America,0.14991778270906336,0.12046633096076508,0.12912156921194962,0.029451451748298288,0.020796213497113747,0,0,-0.008655238251184541,percapita_sensitivity
URY,Uruguay,South America,0.1340604374132053,0.13118140317190416,0.11729972711058707,0.0028790342413011483,0.016760710302618234,0,0,0.013881676061317086,percapita_sensitivity
VEN,Venezuela,South America,0.14209795456206648,0.11841956725638354,0.11808870753083106,0.023678387305682932,0.024009247031235414,0,0,0.000330859725552482,percapita_sensitivity
