Country,warming_trend,cum_co2_per_capita,cum_co2_total,abs_latitude,elevation,continentality,climate_zone,hemisphere,spatial_block,income_group,population,station_density,fitted,residual,leverage,studentized,cooks_d,iso3,station_trend,people_trend,area_cell_coverage,n_cities,station_lon,station_lat,era5_trend,n_cells_15min,land_area_km2,centroid_lon,centroid_lat,abs_centroid_lat,lat_min,lat_max,lat_sd_area_weighted,coastal_cell_fraction,elev_mean_m,elev_sd_m,elev_p10_m,elev_p90_m,elev_max_m,elev_below_sea_fraction,koppen_classified_fraction,koppen_share_A,koppen_share_B,koppen_share_C,koppen_share_D,koppen_share_E,koppen_area_dominant,koppen_area_dominant_share,n_cells_1deg,n_cells_fit,cell_mean,cell_sd,cell_p10,cell_p90,cell_min,cell_max,cell_range,m49_subregion,m49_region,abs_residual,sq_share,era5_minus_berkeley,station_minus_area,station_lat_minus_centroid_lat,log10_land_area,koppen_modal_vs_area_mismatch,lisa_v1_local_i,lisa_v1_p,lisa_v1_quadrant,lisa_v1_label,lisa_area_label
Latvia,0.24661632,448.3543,902.539,56.25,139.87513,127.33602,D,N,Europe,High-income countries,2013004,1,0.20643875,0.040177573,0.053511236,1.3740331,0.0053010275,LVA,0.24167602,0.24110149,1,2,25.295,56.25,0.27720801,167,70509.1,24.6698,56.8909,56.8909,55.875,57.875,0.502719,0.106799,86.3161,53.2061,16.0216,162.265,245.646,0.0918164,0.969895,0,0,0,1,0,D,1,11,11,0.24661632,0.006203953,0.23981463,0.25449633,0.23678898,0.25747647,0.020687494,Northern Europe,Europe,0.040177573,0.013548921,0.030591695,-0.0049402976,-0.6409,4.8482452,False,0.3829719,0.457,HH,ns,ns
Lithuania,0.22162227,495.38781,1465.535,55.45,100.81829,128.23898,D,N,Europe,High-income countries,2958359,1.4,0.20613927,0.015482999,0.048731706,0.52493279,0.00070973197,LTU,0.23168896,0.23339281,1,5,23.244,55.45,0.24850826,148,65020.7,23.8439,55.3498,55.3498,54.125,56.375,0.599327,0.0201309,102.319,46.5676,44.4074,163.115,275.016,0.021021,0.993247,0,0,0,1,0,D,1,8,8,0.22162227,0.0083208873,0.20873169,0.23069995,0.20873169,0.23069995,0.021968268,Northern Europe,Europe,0.015482999,0.0020120904,0.026885992,0.010066693,0.1002,4.8130516,False,0.20815692,0.261,HH,ns,ns
Macedonia,0.16410995,229.14349,461.33,42.59,1106.3851,249.19163,D,N,Europe,Upper-middle-income countries,2013280,4,0.17208066,-0.0079707168,0.09826941,-0.27734974,0.00042212212,MKD,0.14022619,0.14022619,1,2,21.82,42.59,0.19708616,42,24270,21.6889,41.6013,41.6013,40.875,42.125,0.335499,0,819.227,419.303,314.741,1397.21,2286.92,0,1,0,0.285612,0,0.714388,0,D,0.714388,3,3,0.16410995,0.00037160735,0.16359558,0.16446046,0.16359558,0.16446046,0.00086487635,Southern Europe,Europe,0.0079707168,0.00053325148,0.032976218,-0.023883756,0.9887,4.3850698,False,0.12805998,0.186,LL,ns,ns
Moldova,0.15544943,381.78055,1301.391,47.42,155.33505,186.17368,D,N,Europe,Upper-middle-income countries,3408741,2,0.1827854,-0.027335977,0.080045151,-0.94466364,0.003885526,MDA,0.18621212,0.18549997,1,3,28.82,47.42,0.27115097,66,34615.5,28.4068,47.2455,47.2455,45.625,48.375,0.733888,0,142.897,64.0116,54.2203,228.014,299.727,0,1,0,0.0622412,0,0.937759,0,D,0.937759,4,4,0.15544943,0.0011025579,0.15359692,0.15640347,0.15359692,0.15640347,0.0028065525,Eastern Europe,Europe,0.027335977,0.0062720068,0.11570155,0.030762697,0.1745,4.5392706,False,0.71136799,0.043,LL,LL,LL
Montenegro,0.16436669,152.71976,96.702,42.59,1227.2928,82.224037,D,N,Europe,Upper-middle-income countries,633199,0,0.16769435,-0.0033276611,0.11103072,-0.11658931,8.553157e-05,MNE,0.13578042,0.13578042,1,1,19.64,42.59,0.15343969,26,14760.6,19.2201,42.7196,42.7196,41.875,43.375,0.374168,0.116489,1045.34,490.275,196.679,1664.46,1966.47,0.132479,1,0,0,0.271347,0.728653,0,D,0.728653,2,2,0.16436669,0.0017972028,0.16256948,0.16616389,0.16256948,0.16616389,0.0035944056,Southern Europe,Europe,0.0033276611,9.2942745e-05,-0.010926995,-0.028586264,-0.1296,4.169104,False,0.0094232621,0.833,LL,ns,ns
Netherlands,0.18877546,628.62813,10665.975,52.239583,28.77057,84.123152,C,N,Europe,High-income countries,16967066,17.875,0.16083218,0.027943273,0.19196482,1.031029,0.012621014,NLD,0.19309163,0.19347831,1,24,5.5883333,52.239583,0.21414846,96,45284.1,5.4386,52.3709,52.3709,50.875,53.625,0.669787,0.154661,13.1077,21.2525,0.522023,29.1849,221.86,0.429398,0.969165,0,0,1,0,0,C,1,6,6,0.18877546,0.0017598739,0.1867627,0.19226619,0.1867627,0.19226619,0.0055034871,Western Europe,Europe,0.027943273,0.0065537798,0.025373,0.0043161685,-0.13131667,4.6559457,False,0.0041004988,0.99,HH,ns,ns
Norway,0.20191951,456.94418,2321.334,60.6725,536.05256,53.643775,D,N,Europe,High-income countries,5080126,0,0.21086293,-0.0089434168,0.072913231,-0.30693111,0.00037303632,NOR,0.19835827,0.19480299,0.93506494,4,7.8425,60.6725,0.3670706,1246,407855,12.4024,64.3658,64.3658,57.875,71.125,4.06958,0.130053,545.963,388.247,86.5871,1070.53,1995.15,0.208044,0.965716,0,0,0.0581461,0.765362,0.176492,D,0.765362,77,72,0.20191951,0.010998093,0.18548948,0.216531,0.17872878,0.21953592,0.040807142,Northern Europe,Europe,0.0089434168,0.00067134266,0.16515108,-0.0035612462,-3.6933,5.6105058,False,-0.16640054,0.133,LH,ns,ns
Poland,0.18403613,669.25477,25605.197,51.644737,230.46441,315.30139,D,N,Europe,High-income countries,38259267,6.6052632,0.20614939,-0.022113269,0.062857443,-0.75621201,0.0019241101,POL,0.20464384,0.20130792,1,38,18.749737,51.644737,0.22715723,670,317256,19.3659,52.1811,52.1811,49.125,54.875,1.39704,0.0297079,173.685,132.027,67.2632,287.25,1420.12,0.025539,0.994368,0,0,0,1,0,D,1,43,43,0.18403613,0.015081381,0.16323481,0.20437927,0.15730378,0.21387801,0.056574238,Eastern Europe,Europe,0.022113269,0.004104339,0.043121107,0.020607713,-0.53636316,5.5014098,False,0.049548033,0.834,LL,ns,ns
Portugal,0.18468179,216.77728,2267.119,40.07,173.78686,52.275578,C,N,Europe,High-income countries,10458287,2.5714286,0.16454236,0.020139432,0.073256537,0.69232007,0.0019019555,PRT,0.16511699,0.16676589,0.85714286,7,-8.4057143,40.07,0.13861249,211,126676,-11.2354,39.0949,39.0949,30.125,41.875,2.2804,0.319329,320.893,263.934,54.9234,736.748,1623.01,0.277514,0.911092,0,0,1,0,0,C,1,14,12,0.18468179,0.01168434,0.16032305,0.19330708,0.159152,0.19631461,0.037162607,Southern Europe,Europe,0.020139432,0.0034043306,-0.046069305,-0.019564807,0.9751,5.1026943,False,0.26344715,0.286,HH,ns,ns
Romania,0.16264914,400.27851,8030.753,46.0032,379.83351,338.71738,D,N,Europe,High-income countries,20062913,2.84,0.20306645,-0.040417311,0.052637949,-1.3817054,0.0052672075,ROU,0.16283293,0.15439149,1,25,25.334,46.0032,0.20102343,445,239514,25.016,45.8386,45.8386,43.875,48.125,1.12648,0.0160934,397.89,384.099,52.2816,985.787,2235.82,0.0137328,1,0,0.135041,0.00453287,0.860426,0,D,0.860426,26,26,0.16264914,0.0068812736,0.15418641,0.17241752,0.15358827,0.17809933,0.02451106,Eastern Europe,Europe,0.040417311,0.013711095,0.038374292,0.00018379251,0.1646,5.3793309,False,1.0333435,0.042,LL,LL,ns
Russia,0.26217328,721.52457,104335.41,53.749487,224.93065,773.36406,D,N,Europe,High-income countries,144604105,1.7820513,0.23758372,0.024589565,0.10637621,0.86168899,0.0044280789,RUS,0.25240893,0.25657199,0.99483037,156,56.647821,53.749487,0.29918302,49277,17535000,96.6212,66.3368,66.3368,41.375,81.875,7.24157,0.0433155,372.707,404.781,36.7118,872.007,4850.55,0.0502375,0.991655,0,0.0276557,0.00110956,0.85018,0.121054,D,0.85018,3095,3079,0.26217328,0.040825928,0.21262267,0.32012618,0.13869247,0.36334459,0.22465212,Eastern Europe,Europe,0.024589565,0.0050750345,0.037009738,-0.0097643473,-12.587313,7.2439058,False,0.42711243,0.155,HH,ns,HH
Serbia,0.17778289,336.06123,2445.243,43.663333,669.69142,266.36524,D,N,Europe,Upper-middle-income countries,7276183,2.5,0.1809918,-0.0032089116,0.078468197,-0.11042395,5.2307883e-05,SRB,0.15274132,0.1463433,1,6,20.886667,43.663333,0.18631091,143,79183.7,20.8198,44.2099,44.2099,42.375,46.125,0.951359,0,426.426,373.987,78.4841,1000.48,2135.08,0,1,0,0,0.166489,0.833511,0,D,0.833511,8,8,0.17778289,0.0046201556,0.17252076,0.18587908,0.17252076,0.18587908,0.013358321,Southern Europe,Europe,0.0032089116,8.6427674e-05,0.0085280211,-0.025041564,-0.54656667,4.8986358,False,0.039913899,0.319,LL,ns,ns
Slovakia,0.17135924,676.6596,3661.014,48.225,205.38939,481.39146,D,N,Europe,High-income countries,5410422,1.5,0.21561831,-0.044259069,0.056112455,-1.5180927,0.0067826893,SVK,0.18668097,0.18874378,1,2,19.9,48.225,0.23605249,98,49967.5,19.5528,48.7199,48.7199,47.875,49.375,0.414129,0,441.751,305.036,122.221,859.611,2181.17,0,1,0,0,0,1,0,D,1,5,5,0.17135924,0.0083300719,0.16216254,0.1850908,0.16216254,0.1850908,0.022928258,Eastern Europe,Europe,0.044259069,0.016441516,0.064693246,0.015321733,-0.4949,4.6986876,False,0.4966398,0.373,LL,ns,ns
Slovenia,0.21040928,371.0337,763.013,45.81,358.90411,80.669759,D,N,Europe,High-income countries,2056452,2,0.19030691,0.020102375,0.051017658,0.68286703,0.0012585707,SVN,0.22137239,0.22137239,1,1,15,45.81,0.28118701,42,22494.7,14.8053,46.1256,46.1256,45.625,46.625,0.327381,0,565.685,372.564,203.924,1063.23,1974.47,0.0238095,1,0,0,0.0958857,0.904114,0,D,0.904114,3,3,0.21040928,0.00099611905,0.20905008,0.21143289,0.20905008,0.21143289,0.0023828102,Southern Europe,Europe,0.020102375,0.0033918142,0.07077773,0.010963107,-0.3156,4.3520802,False,-0.21264634,0.401,HL,ns,ns
Spain,0.19118696,277.70769,13013.492,39.6712,31.531452,122.88312,C,N,Europe,High-income countries,46860394,3.32,0.16942598,0.021760975,0.07653994,0.74962878,0.0023366152,ESP,0.19328634,0.19659828,1,50,-3.7714,39.6712,0.27172754,984,583393,-4.1067,39.7228,39.7228,27.625,43.875,3.31692,0.159903,680.526,403.58,178.577,1183.21,2949.7,0.126468,0.970147,0,0.488555,0.509436,0.00200929,0,C,0.509436,60,60,0.19118696,0.010895887,0.18076591,0.20071976,0.17222625,0.25018185,0.077955597,Southern Europe,Europe,0.021760975,0.0039746054,0.080540583,0.0020993828,-0.0516,5.7659612,False,0.43828973,0.11,HH,ns,ns
Sweden,0.21924684,488.84707,4693.235,58.662,29.949632,75.430979,D,N,Europe,High-income countries,9600620,0.4,0.21052326,0.0087235785,0.061248597,0.29751407,0.00029077891,SWE,0.22054814,0.21785107,0.98888889,5,15.476,58.662,0.24220502,1404,500200,16.3917,62.0793,62.0793,55.375,68.875,3.616,0.0823395,310.659,258.818,42.5,695.561,1699.79,0.0937005,0.977077,0,0,0,0.967922,0.0320778,D,0.967922,90,89,0.21924684,0.01138083,0.20037342,0.23263701,0.1956072,0.23844589,0.042838691,Northern Europe,Europe,0.0087235785,0.00063874373,0.022958186,0.0013013007,-3.4173,5.6991437,False,0.17111644,0.105,HH,ns,ns
Switzerland,0.20255139,341.30912,2761.6,46.776,349.16029,318.65238,D,N,Europe,High-income countries,8091199,4,0.198879,0.0036723854,0.050948936,0.12452877,4.1940254e-05,CHE,0.19895271,0.20119009,1,5,7.282,46.776,0.27551351,75,39657.9,8.25247,46.8231,46.8231,46.125,47.625,0.410605,0,1332.35,772.377,466.955,2475.14,3578.45,0,1,0,0,0.013444,0.638617,0.347939,D,0.638617,5,5,0.20255139,0.0048119176,0.19613252,0.20817749,0.19613252,0.20817749,0.012044967,Western Europe,Europe,0.0036723854,0.00011319671,0.072962116,-0.0035986778,-0.0471,4.5983297,False,0.052550428,0.264,HH,ns,ns
Ukraine,0.17767866,628.72088,29000.857,48.82625,132.78771,290.40284,D,N,Europe,Upper-middle-income countries,46126760,0.79166667,0.19733006,-0.019651401,0.10466767,-0.687273,0.0027721052,UKR,0.20524725,0.20694945,1,24,31.780417,48.82625,0.25544524,1231,625516,31.6048,48.881,48.881,44.375,52.125,1.7515,0.0483172,178.981,151.753,56.5254,296.226,1826.14,0.0483798,0.993907,0,0.175264,0,0.824736,0,D,0.824736,76,76,0.17767866,0.021462585,0.15502672,0.21264679,0.15031781,0.2270733,0.07675549,Eastern Europe,Europe,0.019651401,0.0032413383,0.077766586,0.027568596,-0.05475,5.7962384,False,0.32722333,0.167,LL,ns,LL
United Kingdom,0.16309409,1181.6609,76086.419,52.804118,102.50409,72.043286,C,N,Europe,High-income countries,64389386,10.647059,0.17915853,-0.016064435,0.098508121,-0.55956076,0.0017197207,GBR,0.17350061,0.17759342,1,68,-1.6998529,52.804118,0.20206555,749,335829,-3.0965,54.3447,54.3447,49.875,60.875,2.58464,0.26651,157.895,151.415,15.9857,377.379,1114.06,0.272215,0.951163,0,0,1,0,0,C,1,47,47,0.16309409,0.016993727,0.13624139,0.18114507,0.13239537,0.18595203,0.053556658,Northern Europe,Europe,0.016064435,0.0021660487,0.03897146,0.010406517,-1.5405824,5.5261182,False,-0.093264794,0.634,LH,ns,ns
Bahamas,0.13991083,403.10378,152.759,24.92,1.6355916,23.166128,A,N,North America,High-income countries,378957,0,0.14565358,-0.0057427483,0.17199954,-0.20850546,0.00045486685,BHS,0.13350015,0.13350015,0.5,1,-78.03,24.92,0.073058602,192,135230,-76.5178,24.2381,24.2381,20.875,27.375,1.61622,0.807909,8.49962,16.9173,0.576383,19.394,150.688,0.868056,0.374801,0.872322,0.127678,0,0,0,A,0.872322,10,5,0.13991083,0.0041138819,0.13429365,0.14467759,0.13429365,0.14467759,0.010383942,Caribbean,Americas,0.0057427483,0.00027680688,-0.06685223,-0.0064106831,0.6819,5.131073,False,-0.013411621,0.848,LH,ns,ns
Canada,0.25219301,837.3681,29553.585,46.7736,361.98921,476.3701,D,N,North America,High-income countries,35293421,1.36,0.18858945,0.063603558,0.20599216,2.4099041,0.072667887,CAN,0.185815,0.16835423,0.99275362,25,-90.0796,46.7736,0.3236244,30684,10924700,-95.4232,60.9608,60.9608,41.875,83.125,8.61911,0.0729603,459.266,412.471,67.5996,1021.68,5337.7,0.105545,0.983385,0,0.0127131,0.0103978,0.701418,0.275472,D,0.701418,1932,1918,0.25219301,0.063409904,0.16793461,0.33631593,0.12968417,0.3771285,0.24744433,Northern America,Americas,0.063603558,0.033954718,0.071431392,-0.066378003,-14.1872,7.0384095,False,-0.49174928,0.518,HL,ns,ns
Costa Rica,0.10130466,42.331324,199.641,10.45,147.47578,77.368107,A,N,North America,High-income countries,4716153,0,0.12013107,-0.01882641,0.13182756,-0.66857511,0.0034080651,CRI,0.11823278,0.11823278,1,1,-84.27,10.45,0.097536226,91,69286,-84.2918,9.80268,9.80268,5.375,11.125,0.940798,0.275065,531.365,651.603,16.5686,1457.42,3474.52,0.266178,0.955799,1,0,0,0,0,A,1,7,7,0.10130466,0.0060761,0.091312469,0.10894067,0.091312469,0.10894067,0.017628196,Central America,Americas,0.01882641,0.0029748998,-0.003768436,0.016928113,0.64732,4.8406455,False,0.23011152,0.331,LL,ns,ns
Cuba,0.12305618,136.73161,1544.816,21.125,-601.66967,18.770467,A,N,North America,Upper-middle-income countries,11298163,1.5714286,0.1214939,0.0015622731,0.10420152,0.054525179,1.7423924e-05,CUB,0.12888448,0.12865774,0.9375,14,-78.335,21.125,0.08653634,274,196766,-79.4079,21.6734,21.6734,19.875,23.375,0.941343,0.376022,93.491,142.765,2.76009,230.04,1343.72,0.422547,0.872159,1,0,0,0,0,A,1,16,15,0.12305618,0.0080919241,0.11045617,0.12953088,0.10190379,0.13095432,0.029050539,Caribbean,Americas,0.0015622731,2.048572e-05,-0.036519837,0.0058283001,-0.5484,5.2939501,False,0.0082955184,0.686,HH,ns,ns
Dominican Republic,0.1547842,56.098498,571.859,19.016667,-1174.137,22.830821,A,N,North America,Upper-middle-income countries,10193838,2.8888889,0.11130983,0.043474369,0.12357608,1.5480429,0.016716724,DOM,0.1396954,0.13849883,1,9,-69.704444,19.016667,0.11197382,95,69473.9,-70.3509,18.8465,18.8465,17.375,19.875,0.587033,0.336956,395.927,481.571,22.2594,1094.13,2567.88,0.293567,0.968319,0.95649,0,0.0435098,0,0,A,0.95649,7,7,0.1547842,0.003656091,0.15128145,0.16151843,0.15128145,0.16151843,0.01023698,Caribbean,Americas,0.043474369,0.015863678,-0.042810382,-0.015088805,0.17016667,4.8418217,False,0.25683359,0.636,HH,ns,ns
El Salvador,0.069480909,30.387149,186.542,13.66,53.999771,9.4722734,A,N,North America,Upper-middle-income countries,6138845,3.3333333,0.098693743,-0.029212834,0.10501527,-1.0241206,0.0061510208,SLV,0.10706163,0.10704923,1,6,-89.725,13.66,0.13629414,37,27785.9,-88.8676,13.6389,13.6389,13.125,14.375,0.323306,0.270656,429.654,325.509,33.5379,843.485,1692.58,0.249249,0.972943,1,0,0,0,0,A,1,2,2,0.069480909,0.0027294964,0.066751412,0.072210405,0.066751412,0.072210405,0.0054589928,Central America,Americas,0.029212834,0.0071628309,0.066813236,0.037580722,0.0211,4.4438245,False,0.5946703,0.09,LL,ns,ns
Guatemala,0.050813616,20.803142,320.105,15.27,1338.1726,150.45784,C,N,North America,Upper-middle-income countries,15387339,8,0.072899759,-0.022086143,0.21792403,-0.82713333,0.0095548883,GTM,0.095907554,0.095907554,1,9,-90.83,15.27,0.22915466,150,111633,-90.3911,15.5845,15.5845,13.875,17.625,1.05586,0.0537341,745.251,796.857,51.6109,2012.27,3461.38,0.0555556,0.993294,0.784828,0,0.215172,0,0,A,0.784828,11,11,0.050813616,0.0089519149,0.041283792,0.062624735,0.037426015,0.066728538,0.029302523,Central America,Americas,0.022086143,0.0040942755,0.17834104,0.045093938,-0.3145,5.0477926,True,0.4745323,0.085,LL,ns,ns
Haiti,0.14216341,5.4176309,55.381,18.802,-314.93158,6.66986,A,N,North America,Lower-middle-income countries,10222365,2.4,0.099866631,0.042296782,0.14019633,1.5201059,0.018652253,HTI,0.13515715,0.13409746,1,5,-72.476,18.802,0.096934003,73,53345,-72.9509,18.97,18.97,18.125,20.125,0.622563,0.42454,404.99,379.909,28.7036,872.481,2310.72,0.494673,0.904489,1,0,0,0,0,A,1,5,5,0.14216341,0.0045624779,0.13533386,0.14791657,0.13533386,0.14791657,0.012582711,Caribbean,Americas,0.042296782,0.01501592,-0.045229409,-0.0070062613,-0.168,4.7270937,False,0.25776762,0.616,HH,ns,ns
Honduras,0.08078933,21.46654,190.822,14.948,510.82997,65.808767,A,N,North America,Lower-middle-income countries,8889276,2.4,0.10692921,-0.026139883,0.12113254,-0.92406801,0.0058911481,HND,0.1144618,0.11553686,1,5,-87.34,14.948,0.15993054,182,135830,-86.4127,15.019,15.019,13.125,17.375,0.743416,0.169594,620.7,476.715,21.1743,1261.97,2240.1,0.168498,0.901599,1,0,0,0,0,A,1,9,9,0.08078933,0.0067269137,0.069176592,0.093101314,0.069176592,0.093101314,0.023924722,Central America,Americas,0.026139883,0.0057351473,0.079141213,0.033672468,-0.071,5.1329957,False,0.31411618,0.328,LL,ns,ns
Jamaica,0.12861876,142.83133,397.598,18.48,-1527.6362,33.332089,A,N,North America,Upper-middle-income countries,2783689,0.66666667,0.11992746,0.0086913047,0.15550172,0.31252806,0.00090549534,JAM,0.13114903,0.13199623,1,3,-76.623333,18.48,0.11789691,34,24978.5,-77.1758,18.0669,18.0669,17.125,18.625,0.321385,0.705978,312.772,288.267,14.9138,699.163,1434.26,0.542484,0.823427,1,0,0,0,0,A,1,1,1,0.12861876,0,0.12861876,0.12861876,0.12861876,0.12861876,0,Caribbean,Americas,0.0086913047,0.00063402629,-0.010721852,0.0025302667,0.4131,4.3975664,False,0.036333865,0.724,HH,ns,ns
Mexico,0.040657196,143.00451,16923.664,22.145567,1081.4255,183.93763,C,N,North America,Upper-middle-income countries,118343572,5.2989691,0.10211435,-0.061457157,0.16370294,-2.2632057,0.048602529,MEX,0.085815319,0.078987108,1,97,-100.86959,22.145567,0.18486209,3070,2162270,-102.346,23.883,23.883,14.625,32.625,4.55337,0.103795,1043.43,821.195,28.4461,2171.11,4365.39,0.0979732,0.976471,0.293958,0.535766,0.170276,0,0,B,0.535766,194,194,0.040657196,0.029114511,-0.0011284974,0.068314444,-0.015180798,0.13805218,0.15323298,Central America,Americas,0.061457157,0.031701678,0.14420489,0.045158123,-1.737433,6.3349099,True,0.97950891,0.192,LL,ns,ns
Nicaragua,0.092286096,23.45546,140.354,12.05,110.78345,64.276217,A,N,North America,Lower-middle-income countries,5983852,1,0.10651704,-0.014230945,0.11864532,-0.50120791,0.001700573,NIC,0.12144011,0.12124263,1,4,-86.3,12.05,0.11305861,202,152149,-84.8875,12.8773,12.8773,10.875,14.875,1.00982,0.148559,218.666,267.693,13.3317,618.894,1423.02,0.144114,0.930796,1,0,0,0,0,A,1,13,13,0.092286096,0.0069150918,0.083861029,0.10169509,0.080224702,0.10504104,0.024816334,Central America,Americas,0.014230945,0.0016998272,0.020772512,0.029154011,-0.8273,5.1822691,False,0.18430271,0.299,LL,ns,ns
Panama,0.12161241,63.676286,243.583,8.84,136.88181,37.387719,A,N,North America,High-income countries,3825333,1,0.1176181,0.0039943109,0.12325578,0.14092204,0.00014064484,PAN,0.12197302,0.12197302,1,2,-80.27,8.84,0.099332678,168,128413,-80.1759,8.43654,8.43654,7.125,9.625,0.655963,0.345256,314.985,431.758,14.5351,825.85,3021.98,0.400132,0.863017,1,0,0,0,0,A,1,9,9,0.12161241,0.0054877682,0.1128721,0.12898891,0.1128721,0.12898891,0.016116811,Central America,Americas,0.0039943109,0.00013391247,-0.022279734,0.00036061039,0.40346,5.108609,False,-0.048824718,0.346,HL,ns,ns
United States,0.16950012,1181.9058,378340.76,36.592218,360.40953,362.91068,C,N,North America,High-income countries,320110752,5.3696498,0.1554266,0.014073523,0.19005448,0.51708436,0.0031546468,USA,0.14242282,0.13348551,0.99161074,257,-98.177549,36.592218,0.20674111,19028,10004600,-104.592,45.2645,45.2645,18.875,71.375,10.6712,0.0486158,721.729,704.952,52.9758,1754.72,5251.02,0.0640927,0.987363,0.00606469,0.281811,0.235829,0.433753,0.0425432,D,0.433753,1192,1182,0.16950012,0.045475012,0.12408859,0.2378833,0.058382474,0.29361745,0.23523497,Northern America,Americas,0.014073523,0.0016624284,0.037240991,-0.027077302,-8.6722821,7.0001997,True,-0.15781477,0.366,HL,ns,ns
Australia,0.16302097,673.58256,15651.547,32.148571,-465.43547,51.902087,C,S,Oceania,High-income countries,23236271,0.42857143,0.14711958,0.015901397,0.35936918,0.65734332,0.012172347,AUS,0.16316887,0.13608036,0.98917456,14,145.88857,-32.148571,0.024529056,11951,8270060,134.398,-25.6602,25.6602,-55.125,-9.375,6.52565,0.0619581,274.104,190.904,55.5006,515.28,2035.61,0.0687809,0.974575,0.1049,0.775577,0.119412,0,0.000110673,B,0.775577,739,731,0.16302097,0.018772029,0.1338452,0.1837,0.11672812,0.19618284,0.079454723,Australia and New Zealand,Oceania,0.015901397,0.0021223053,-0.13849192,0.00014790064,6.4883714,6.9175087,True,0.010167303,0.958,HH,ns,ns
New Zealand,0.10027094,366.92579,1634.235,39.562222,-5.2830279,27.115184,C,S,Oceania,High-income countries,4453857,0.88888889,0.1466763,-0.046405361,0.35863694,-1.941619,0.10321957,NZL,0.085749996,0.088300065,0.97560976,9,174.23222,-39.562222,0.097926106,691,398478,173.258,-41.4414,41.4414,-52.625,-29.125,3.70735,0.292177,479.089,433.448,44.4159,1131.82,2335.69,0.313555,0.896356,0,0,0.984274,0,0.0157262,C,0.984274,41,40,0.10027094,0.0099233481,0.090126187,0.11664154,0.087612687,0.12311953,0.035506841,Australia and New Zealand,Oceania,0.046405361,0.018074805,-0.0023448334,-0.014520943,-1.8791778,5.6004043,False,-0.70633565,0.202,LH,ns,ns
Papua New Guinea,0.13861754,15.367411,127.591,8.84,39.91185,22.92057,A,S,Oceania,Lower-middle-income countries,8302700,0,0.10811357,0.030503964,0.39463716,1.3034922,0.05508808,PNG,0.094701779,0.094701779,0.89830508,1,146.76,-8.84,0.14820674,946,725880,146.729,-6.37706,6.37706,-11.625,-0.875,2.40929,0.349891,581.415,776.721,10.3915,1821.93,3865.66,0.346253,0.83398,0.939107,0,0.0608927,0,0,A,0.939107,59,53,0.13861754,0.0050812727,0.13240616,0.14767928,0.1316533,0.14966378,0.018010486,Melanesia,Oceania,0.030503964,0.0078099792,0.0095892032,-0.043915757,2.46294,5.8608648,False,0.053092776,0.887,HH,ns,ns
Argentina,0.10866574,167.74872,7143.152,32.450625,467.42525,395.01144,B,S,South America,Upper-middle-income countries,42582453,0.4375,0.16029219,-0.051626452,0.16714918,-1.8942682,0.035309615,ARG,0.13469716,0.16935395,1,32,-63.242188,-32.450625,0.085220168,4590,2855280,-64.7249,-34.944,34.944,-55.125,-21.875,7.53802,0.0285403,710.923,1058.08,55.64,1757.4,6199.41,0.0284677,0.99499,0.000737807,0.559662,0.403084,0.00999524,0.0265209,B,0.559662,284,284,0.10866574,0.010616947,0.092247999,0.12161492,0.082821711,0.13751211,0.054690395,South America,Americas,0.051626452,0.022370818,-0.023445574,0.026031421,-2.493375,6.4556487,False,-0.37878105,0.557,LH,ns,ns
Bolivia,0.10781469,37.063501,395.935,18.748333,3352.8977,383.94311,C,S,South America,Lower-middle-income countries,10682612,0,0.10865115,-0.00083645796,0.30536586,-0.033151885,2.4343056e-05,BOL,0.090042375,0.09875037,1,6,-66.766667,-18.748333,0.2474796,1471,1087310,-64.6756,-16.6784,16.6784,-22.875,-9.875,2.96963,0,1276.57,1542.62,146.984,3886.29,5469.16,0,1,0.619194,0.23863,0.112207,0,0.0299686,A,0.619194,93,93,0.10781469,0.018756383,0.081302379,0.13057145,0.072487473,0.14892979,0.076442314,South America,Americas,0.00083645796,5.8725341e-06,0.13966491,-0.017772318,2.0699333,6.0363534,True,0.0027032564,0.801,LL,ns,ns
Brazil,0.16469596,64.390221,12780.061,19.289318,417.88982,227.3742,C,S,South America,Upper-middle-income countries,198478290,9.6727273,0.090533029,0.074162926,0.1747986,2.7755449,0.077619412,BRA,0.1534803,0.15862589,0.99860918,220,-45.923955,-19.260136,0.15759929,11559,8686060,-53.028,-10.6601,10.6601,-33.625,5.125,8.00895,0.0196861,314.749,263.401,46.9739,727.646,2173.98,0.0181677,0.99637,0.85164,0.0497251,0.098635,0,0,A,0.85164,719,718,0.16469596,0.026354458,0.1305869,0.20222535,0.10753365,0.2147478,0.10721416,South America,Americas,0.074162926,0.046164807,-0.0070966687,-0.011215652,8.6292182,6.9388228,True,-1.1609594,0.202,HL,ns,ns
